dataset_id,scenario,seed,policy_id,total_requests,mean_latency_ms,median_latency_ms,p95_latency_ms,max_latency_ms,migration_count,migration_rate_per_second,migration_rate_per_request,migration_bytes_total,mean_holding_time_s,total_network_traffic_bytes,max_requests_per_peer,request_imbalance
small-uniform-seed-001,uniform,1,interaction_aware_w50,358,92.422653,80.823047,193.824434,201.343616,45,0.750000,0.125698,184320,3.750000,275968,75,2.094972
small-uniform-seed-001,uniform,1,lowest_rtt_all,358,75.776183,64.542106,162.522671,192.868599,49,0.816667,0.136872,200704,3.461538,292352,155,4.329609
small-uniform-seed-001,uniform,1,lowest_rtt_t10s,358,75.431475,59.856012,162.522671,192.868599,72,1.200000,0.201117,294912,2.400000,386560,117,3.268156
small-uniform-seed-001,uniform,1,lowest_rtt_w1,358,94.669265,88.435479,192.868599,201.343616,323,5.383333,0.902235,1323008,0.552147,1414656,42,1.173184
small-uniform-seed-001,uniform,1,lowest_rtt_w10,358,75.838597,64.542106,165.279641,193.824434,115,1.916667,0.321229,471040,1.525424,562688,93,2.597765
small-uniform-seed-001,uniform,1,lowest_rtt_w50,358,73.167194,59.856012,162.522671,192.868599,46,0.766667,0.128492,188416,3.673469,280064,117,3.268156
small-uniform-seed-001,uniform,1,nearest_h0,358,85.925983,72.641029,188.415484,188.415484,3,0.050000,0.008380,12288,30.000000,103936,121,3.379888
small-uniform-seed-001,uniform,1,nearest_h5,358,89.785270,72.641029,188.415484,201.343616,3,0.050000,0.008380,12288,30.000000,103936,109,3.044693
small-uniform-seed-001,uniform,1,oracle_a0,358,2.819961,2.000000,2.000000,134.915641,320,5.333333,0.893855,1310720,0.557276,1402368,42,1.173184
small-uniform-seed-001,uniform,1,oracle_a1,358,36.510151,36.465284,117.227699,155.696643,141,2.350000,0.393855,577536,1.250000,669184,92,2.569832
small-uniform-seed-001,uniform,1,oracle_a10,358,65.712848,58.969338,147.904841,183.781753,9,0.150000,0.025140,36864,15.000000,128512,176,4.916201
small-uniform-seed-001,uniform,1,static,358,112.907468,127.759990,201.343616,201.343616,0,0.000000,0.000000,0,60.000000,91648,122,3.407821
small-uniform-seed-002,uniform,2,engagement_aware_r1500_g05_d2,373,102.108906,91.776685,188.027506,195.394846,1,0.016667,0.002681,4096,45.000000,99584,267,7.158177
small-uniform-seed-002,uniform,2,engagement_aware_r250_g05_d2,373,111.026893,124.128738,188.027506,188.027506,1,0.016667,0.002681,4096,45.000000,99584,372,9.973190
small-uniform-seed-002,uniform,2,engagement_aware_r500_g03_d0,373,96.446466,81.010418,188.656859,195.394846,16,0.266667,0.042895,65536,9.473684,161024,214,5.737265
small-uniform-seed-002,uniform,2,engagement_aware_r500_g05_d2,373,98.249457,81.010418,188.656859,195.394846,3,0.050000,0.008043,12288,30.000000,107776,234,6.273458
small-uniform-seed-002,uniform,2,interaction_aware_w10,373,92.167089,96.448656,186.262054,195.394846,109,1.816667,0.292225,446464,1.607143,541952,71,1.903485
small-uniform-seed-002,uniform,2,interaction_aware_w50,373,93.619877,98.305208,185.085086,195.394846,34,0.566667,0.091153,139264,4.864865,234752,122,3.270777
small-uniform-seed-002,uniform,2,lowest_rtt_all,373,73.519187,81.010418,169.879984,188.027506,52,0.866667,0.139410,212992,3.272727,308480,228,6.112601
small-uniform-seed-002,uniform,2,lowest_rtt_t10s,373,72.139562,76.038911,169.879984,188.027506,63,1.050000,0.168901,258048,2.727273,353536,190,5.093834
small-uniform-seed-002,uniform,2,lowest_rtt_w1,373,86.603927,86.879301,185.085086,188.656859,337,5.616667,0.903485,1380352,0.529412,1475840,46,1.233244
small-uniform-seed-002,uniform,2,lowest_rtt_w10,373,78.637811,81.010418,173.737418,188.656859,114,1.900000,0.305630,466944,1.538462,562432,146,3.914209
small-uniform-seed-002,uniform,2,lowest_rtt_w50,373,72.948124,81.010418,161.234322,188.027506,48,0.800000,0.128686,196608,3.529412,292096,229,6.139410
small-uniform-seed-002,uniform,2,nearest_h0,373,106.251141,91.776685,188.656859,188.656859,3,0.050000,0.008043,12288,30.000000,107776,265,7.104558
small-uniform-seed-002,uniform,2,nearest_h5,373,105.918723,91.776685,188.656859,195.394846,3,0.050000,0.008043,12288,30.000000,107776,236,6.327078
small-uniform-seed-002,uniform,2,oracle_a0,373,2.967852,2.000000,2.000000,188.027506,334,5.566667,0.895442,1368064,0.534125,1463552,47,1.260054
small-uniform-seed-002,uniform,2,oracle_a1,373,29.690838,17.972622,86.879301,188.027506,169,2.816667,0.453083,692224,1.046512,787712,144,3.860590
small-uniform-seed-002,uniform,2,oracle_a10,373,54.774436,34.273114,139.265136,188.027506,20,0.333333,0.053619,81920,7.826087,177408,229,6.139410
small-uniform-seed-002,uniform,2,static,373,106.470254,91.776685,188.279247,195.394846,0,0.000000,0.000000,0,60.000000,95488,267,7.158177
small-uniform-seed-003,uniform,3,engagement_aware_r1500_g05_d2,329,84.206376,61.018719,192.273920,199.743914,0,0.000000,0.000000,0,60.000000,84224,119,3.617021
small-uniform-seed-003,uniform,3,engagement_aware_r250_g05_d2,329,111.919992,137.111764,192.273920,192.730649,3,0.050000,0.009119,12288,30.000000,96512,118,3.586626
small-uniform-seed-003,uniform,3,engagement_aware_r500_g03_d0,329,86.887034,81.318883,192.273920,199.743914,21,0.350000,0.063830,86016,7.500000,170240,79,2.401216
small-uniform-seed-003,uniform,3,engagement_aware_r500_g05_d2,329,105.734795,109.656812,192.273920,199.743914,1,0.016667,0.003040,4096,45.000000,88320,119,3.617021
small-uniform-seed-003,uniform,3,interaction_aware_w10,329,89.558820,93.577497,196.938608,199.743914,96,1.600000,0.291793,393216,1.818182,477440,103,3.130699
small-uniform-seed-003,uniform,3,interaction_aware_w50,329,78.821231,61.018719,192.730649,199.743914,50,0.833333,0.151976,204800,3.396226,289024,112,3.404255
small-uniform-seed-003,uniform,3,lowest_rtt_all,329,45.843352,32.494498,109.656812,199.743914,13,0.216667,0.039514,53248,11.250000,137472,304,9.240122
small-uniform-seed-003,uniform,3,lowest_rtt_t10s,329,46.231030,32.494498,109.656812,199.743914,17,0.283333,0.051672,69632,9.000000,153856,286,8.693009
small-uniform-seed-003,uniform,3,lowest_rtt_w1,329,89.229219,81.318883,192.730649,199.743914,298,4.966667,0.905775,1220608,0.598007,1304832,44,1.337386
small-uniform-seed-003,uniform,3,lowest_rtt_w10,329,48.723263,32.494498,114.931686,199.743914,34,0.566667,0.103343,139264,4.864865,223488,261,7.933131
small-uniform-seed-003,uniform,3,lowest_rtt_w50,329,45.843352,32.494498,109.656812,199.743914,13,0.216667,0.039514,53248,11.250000,137472,304,9.240122
small-uniform-seed-003,uniform,3,nearest_h0,329,111.919992,137.111764,192.273920,192.730649,3,0.050000,0.009119,12288,30.000000,96512,118,3.586626
small-uniform-seed-003,uniform,3,nearest_h5,329,108.806916,135.953176,192.273920,199.743914,3,0.050000,0.009119,12288,30.000000,96512,109,3.313070
small-uniform-seed-003,uniform,3,oracle_a0,329,2.329470,2.000000,2.000000,56.197805,296,4.933333,0.899696,1212416,0.602007,1296640,44,1.337386
small-uniform-seed-003,uniform,3,oracle_a1,329,27.548005,24.189066,56.197805,109.656812,101,1.683333,0.306991,413696,1.730769,497920,193,5.866261
small-uniform-seed-003,uniform,3,oracle_a10,329,41.588956,31.338808,95.048711,148.288709,6,0.100000,0.018237,24576,20.000000,108800,286,8.693009
small-uniform-seed-003,uniform,3,static,329,84.206376,61.018719,192.273920,199.743914,0,0.000000,0.000000,0,60.000000,84224,119,3.617021
