dominant_peer_ratio,seed,policy_id,total_requests,mean_latency_ms,migration_count,self_service_fraction,mean_remote_rtt_ms,total_served_ms,total_migration_rtt_ms,combined_ms_alpha1
0.5,19,proposed_d0.0,2979,73.030113,222,0.362538,111.426386,217556.706987,25923.256005,243479.962992
0.5,19,proposed_d0.25,2979,77.737933,180,0.327627,112.642687,231581.301714,21946.186912,253527.488626
0.5,19,proposed_d1.0,2979,82.145319,164,0.294058,113.529674,244710.904988,20662.727249,265373.632237
0.5,19,lowest_rtt_w10,2979,65.624489,755,0.169184,76.580748,195495.351261,40155.262620,235650.613881
0.5,19,lowest_rtt_w20,2979,69.016680,422,0.108761,75.194987,205600.689711,23646.820797,229247.510508
0.5,19,lowest_rtt_w50,2979,72.379779,202,0.057066,74.639146,215619.362459,11752.230630,227371.593089
0.5,19,lowest_rtt_w100,2979,72.454610,97,0.063780,75.254314,215842.281937,4111.084889,219953.366826
0.5,19,oracle_a1,2979,20.737612,1349,0.413226,31.933264,61777.345685,30867.017248,92644.362933
0.5,20,static,3045,105.131286,0,0.048933,108.437420,320124.767265,0.000000,320124.767265
0.5,20,nearest,3045,103.600630,33,0.057471,107.795790,315463.918494,2949.911125,318413.829619
0.5,20,proposed_d0.0,3045,71.184605,264,0.345813,105.756588,216757.122424,27720.444349,244477.566773
0.5,20,proposed_d0.25,3045,74.322453,181,0.317898,106.028825,226311.869999,19259.881531,245571.751530
0.5,20,proposed_d1.0,3045,78.368839,172,0.279475,105.990481,238633.115341,18230.832218,256863.947559
0.5,20,lowest_rtt_w10,3045,69.751930,798,0.172414,81.866916,212394.627153,53532.608210,265927.235363
0.5,20,lowest_rtt_w20,3045,74.645412,600,0.119212,82.477733,227295.280190,41953.770549,269249.050739
0.5,20,lowest_rtt_w50,3045,81.293507,311,0.062726,84.600116,247538.730223,25985.073809,273523.804032
0.5,20,lowest_rtt_w100,3045,80.497946,157,0.046634,82.337666,245116.244576,13572.181072,258688.425648
0.5,20,oracle_a1,3045,23.197817,1222,0.467652,39.819465,70637.352337,38461.124374,109098.476711
0.5,21,static,3058,110.998818,0,0.057227,115.615118,339434.384723,0.000000,339434.384723
0.5,21,nearest,3058,98.842470,22,0.047090,101.628097,302260.274504,1493.935382,303754.209886
0.5,21,proposed_d0.0,3058,72.189307,265,0.357750,109.286610,220754.902329,29117.766360,249872.668689
0.5,21,proposed_d0.25,3058,76.655378,201,0.320471,109.863400,234412.145900,22844.843938,257256.989838
0.5,21,proposed_d1.0,3058,81.412151,180,0.278940,110.132588,248958.356538,20334.901169,269293.257707
0.5,21,lowest_rtt_w10,3058,67.067113,775,0.177567,79.115400,205091.231284,45028.572247,250119.803531
0.5,21,lowest_rtt_w20,3058,73.388741,525,0.117397,80.884316,224422.769708,30010.392140,254433.161848
0.5,21,lowest_rtt_w50,3058,79.419301,287,0.074886,83.686186,242864.221586,19088.943846,261953.165432
0.5,21,lowest_rtt_w100,3058,84.201016,229,0.068345,88.231207,257486.707585,15849.174904,273335.882489
0.5,21,oracle_a1,3058,22.878854,1240,0.461086,38.742436,69963.534943,36200.016649,106163.551592
0.5,22,static,3009,98.596679,0,0.050183,101.700283,296677.407885,0.000000,296677.407885
0.5,22,nearest,3009,97.655359,6,0.052177,100.921099,293844.975476,591.783727,294436.759203
0.5,22,proposed_d0.0,3009,72.436139,273,0.345297,107.584945,217960.341796,30232.259967,248192.601763
0.5,22,proposed_d0.25,3009,76.340373,203,0.309737,107.698691,229708.181596,21591.706801,251299.888397
0.5,22,proposed_d1.0,3009,79.500615,172,0.275174,106.923132,239217.349844,18181.453805,257398.803649
0.5,22,lowest_rtt_w10,3009,68.172089,789,0.150548,77.899771,205129.815899,47298.034069,252427.849968
0.5,22,lowest_rtt_w20,3009,71.370359,476,0.104354,77.452843,214753.410822,24960.436801,239713.847623
0.5,22,lowest_rtt_w50,3009,80.230193,244,0.062812,83.473281,241412.651863,17223.116440,258635.768303
0.5,22,lowest_rtt_w100,3009,87.565048,201,0.061482,91.170407,263483.229872,14568.653144,278051.883016
0.5,22,oracle_a1,3009,21.393348,1432,0.422067,33.556403,64372.585004,36178.378589,100550.963593
0.5,23,static,3060,102.456372,0,0.044771,105.164728,313516.499495,0.000000,313516.499495
0.5,23,nearest,3060,93.624757,5,0.055556,97.014449,286491.757800,496.613844,286988.371644
0.5,23,proposed_d0.0,3060,67.956633,240,0.353595,102.036045,207947.296211,24198.659745,232145.955956
0.5,23,proposed_d0.25,3060,70.900635,181,0.321242,101.509843,216955.943055,18656.899096,235612.842151
0.5,23,proposed_d1.0,3060,74.043415,162,0.284641,100.709388,226572.851165,16345.301120,242918.152285
0.5,23,lowest_rtt_w10,3060,64.434467,752,0.168627,75.098061,197169.468128,46421.133896,243590.602024
0.5,23,lowest_rtt_w20,3060,68.010822,516,0.111111,74.262175,208113.115527,30996.157390,239109.272917
0.5,23,lowest_rtt_w50,3060,74.804961,271,0.079085,79.057197,228903.182040,16619.047882,245522.229922
0.5,23,lowest_rtt_w100,3060,76.694586,166,0.068954,80.226548,234685.434643,10767.971910,245453.406553
0.5,23,oracle_a1,3060,21.820376,1232,0.454902,36.361122,66770.351951,36215.373745,102985.725696
0.5,24,static,2894,99.411429,0,0.041120,101.588712,287696.676844,0.000000,287696.676844
0.5,24,nearest,2894,96.279171,44,0.038355,98.039497,278631.919868,2513.103998,281145.023866
0.5,24,proposed_d0.0,2894,69.765634,227,0.354527,104.985945,201901.744566,24430.896788,226332.641354
0.5,24,proposed_d0.25,2894,74.155047,184,0.316517,105.569619,214604.706148,20126.831981,234731.538129
0.5,24,proposed_d1.0,2894,77.681706,163,0.282654,105.502339,224810.856507,17784.601047,242595.457554
0.5,24,lowest_rtt_w10,2894,67.838435,731,0.210781,83.422255,196324.430075,43381.806848,239706.236923
0.5,24,lowest_rtt_w20,2894,74.488112,529,0.135798,83.878687,215568.597230,30613.945559,246182.542789
0.5,24,lowest_rtt_w50,2894,80.543336,280,0.090187,86.329060,233092.415554,20916.312791,254008.728345
0.5,24,lowest_rtt_w100,2894,86.056470,236,0.075674,90.938102,249047.423394,18571.513836,267618.937230
0.5,24,oracle_a1,2894,23.897013,1125,0.475466,41.745689,69157.955308,35916.595898,105074.551206
0.5,25,static,2903,98.751146,0,0.041681,100.959230,286674.577438,0.000000,286674.577438
0.5,25,nearest,2903,92.110637,5,0.044781,94.335081,267397.180406,444.651086,267841.831492
0.5,25,proposed_d0.0,2903,70.633657,260,0.340338,104.043606,205049.505483,27605.908327,232655.413810
0.5,25,proposed_d0.25,2903,73.734057,185,0.310713,104.069949,214049.968697,20333.838144,234383.806841
0.5,25,proposed_d1.0,2903,77.894470,167,0.275921,104.815246,226127.647438,18485.228799,244612.876237
0.5,25,lowest_rtt_w10,2903,67.176839,810,0.152256,76.882716,195014.363205,50380.920556,245395.283761
0.5,25,lowest_rtt_w20,2903,70.455536,552,0.101619,76.198781,204532.422038,32208.770772,236741.192810
0.5,25,lowest_rtt_w50,2903,75.097436,260,0.059594,77.729618,218007.856566,14777.253460,232785.110026
0.5,25,lowest_rtt_w100,2903,80.429884,213,0.056149,83.095604,233487.954544,11448.316708,244936.271252
0.5,25,oracle_a1,2903,22.082568,1205,0.452635,36.689550,64105.694373,36007.130060,100112.824433
0.5,26,static,3057,108.747307,0,0.049395,112.294053,332440.518025,0.000000,332440.518025
0.5,26,nearest,3057,111.794512,4,0.039581,114.319422,341755.823271,430.321639,342186.144910
0.5,26,proposed_d0.0,3057,74.269239,274,0.346091,110.518791,227041.062966,30653.832869,257694.895835
0.5,26,proposed_d0.25,3057,78.125607,189,0.311089,110.501415,238829.979791,20256.072886,259086.052677
0.5,26,proposed_d1.0,3057,81.854225,171,0.273798,109.961426,250228.366444,17781.682264,268010.048708
0.5,26,lowest_rtt_w10,3057,70.004807,746,0.162251,81.175593,214004.694555,48027.359181,262032.053736
0.5,26,lowest_rtt_w20,3057,74.778501,506,0.119398,82.646314,228597.877194,31632.300600,260230.177794
0.5,26,lowest_rtt_w50,3057,86.274376,306,0.050703,88.775592,263740.766595,22808.125961,286548.892556
0.5,26,lowest_rtt_w100,3057,89.300353,185,0.049395,91.836606,272991.178046,12021.650812,285012.828858
0.5,26,oracle_a1,3057,23.034061,1363,0.404645,35.330288,70415.124834,36338.722859,106753.847693
0.5,27,static,2968,103.002929,0,0.042453,105.480891,305712.693374,0.000000,305712.693374
0.5,27,nearest,2968,102.316777,18,0.059636,106.678679,303676.193062,1726.305104,305402.498166
0.5,27,proposed_d0.0,2968,72.320962,277,0.334906,105.730808,214648.614922,28638.886332,243287.501254
0.5,27,proposed_d0.25,2968,76.172038,194,0.305256,106.761691,226078.607735,21588.460153,247667.067888
0.5,27,proposed_d1.0,2968,80.466232,171,0.266846,107.025632,238823.776207,19190.072569,258013.848776
0.5,27,lowest_rtt_w10,2968,68.305952,778,0.157008,78.655502,202732.065880,50718.003266,253450.069146
0.5,27,lowest_rtt_w20,2968,69.955977,501,0.105458,75.967360,207629.339806,32115.520715,239744.860521
0.5,27,lowest_rtt_w50,2968,75.023349,241,0.059299,77.626540,222669.299330,18890.225910,241559.525240
0.5,27,lowest_rtt_w100,2968,79.255702,146,0.075809,83.592753,235230.922681,10592.361928,245823.284609
0.5,27,oracle_a1,2968,23.191439,1244,0.444070,38.118904,68832.191105,35724.376261,104556.567366
0.5,28,static,3014,114.211568,0,0.041473,117.066689,344233.665616,0.000000,344233.665616
0.5,28,nearest,3014,110.197091,14,0.056735,114.704901,332134.032782,1368.413416,333502.446198
0.5,28,proposed_d0.0,3014,71.484199,241,0.346715,106.361288,215453.376811,26805.936205,242259.313016
0.5,28,proposed_d0.25,3014,74.921777,183,0.316191,106.640580,225814.234743,20549.683210,246363.917953
0.5,28,proposed_d1.0,3014,79.366637,168,0.279695,107.408127,239211.044176,18802.272556,258013.316732
0.5,28,lowest_rtt_w10,3014,60.707772,701,0.144326,68.610013,182973.223622,37980.145751,220953.369373
0.5,28,lowest_rtt_w20,3014,64.033096,454,0.097877,68.763424,192995.749909,27214.883124,220210.633033
0.5,28,lowest_rtt_w50,3014,67.041337,240,0.056072,68.904952,202062.588644,16140.934878,218203.523522
0.5,28,lowest_rtt_w100,3014,69.336205,177,0.050100,70.887643,208979.320588,13849.492551,222828.813139
0.5,28,oracle_a1,3014,20.863215,1354,0.424353,32.768721,62881.731260,34003.218433,96884.949693
0.5,29,static,3063,95.144592,0,0.049625,98.008206,291427.886314,0.000000,291427.886314
0.5,29,nearest,3063,93.613806,4,0.056154,97.064368,286739.087083,352.543663,287091.630746
0.5,29,proposed_d0.0,3063,67.215384,241,0.360757,102.019776,205880.722106,24623.125304,230503.847410
0.5,29,proposed_d0.25,3063,70.225625,177,0.328110,101.542804,215101.089991,18520.354839,233621.444830
0.5,29,proposed_d1.0,3063,73.921086,158,0.287627,100.959801,226420.285474,16173.951627,242594.237101
0.5,29,lowest_rtt_w10,3063,63.645508,771,0.172380,74.485282,194946.190231,46214.928629,241161.118860
0.5,29,lowest_rtt_w20,3063,66.816245,486,0.106432,72.536411,204658.157852,27859.604717,232517.762569
0.5,29,lowest_rtt_w50,3063,69.552785,233,0.069213,72.576002,213040.180449,13998.104326,227038.284775
0.5,29,lowest_rtt_w100,3063,77.032798,142,0.037218,77.933354,235951.461616,9602.649225,245554.110841
0.5,29,oracle_a1,3063,20.802722,1271,0.414626,32.120879,63718.736754,30390.233373,94108.970127
0.5,30,static,2933,103.595828,0,0.044323,106.307729,303846.563458,0.000000,303846.563458
0.5,30,nearest,2933,98.348614,12,0.052165,101.651253,288456.484463,1199.928233,289656.412696
0.5,30,proposed_d0.0,2933,75.843706,247,0.346403,112.980485,222449.589130,29282.104962,251731.694092
0.5,30,proposed_d0.25,2933,80.155423,185,0.310263,113.311841,235095.855131,22529.974833,257625.829964
0.5,30,proposed_d1.0,2933,82.892554,172,0.280600,112.444483,243123.859534,20751.287330,263875.146864
0.5,30,lowest_rtt_w10,2933,70.447235,738,0.188203,84.315725,206621.741179,49810.390280,256432.131459
0.5,30,lowest_rtt_w20,2933,74.860395,482,0.112513,82.097403,219565.539206,33747.165460,253312.704666
0.5,30,lowest_rtt_w50,2933,78.642127,217,0.054552,81.064320,230657.359111,18556.023348,249213.382459
0.5,30,lowest_rtt_w100,2933,84.989504,148,0.067508,88.997520,249274.216146,13949.668583,263223.884729
0.5,30,oracle_a1,2933,26.617682,1145,0.455506,45.212062,78069.662591,38805.312958,116874.975549
0.4,1,static,3072,93.707702,0,0.051432,96.680186,287870.061215,0.000000,287870.061215
0.4,1,nearest,3072,95.200314,25,0.046875,97.783936,292455.365939,4199.591890,296654.957829
0.4,1,proposed_d0.0,3072,70.454643,372,0.264974,93.132269,216436.663798,34431.307737,250867.971535
0.4,1,proposed_d0.25,3072,72.818010,225,0.242839,93.530922,223696.925354,20814.920023,244511.845377
0.4,1,proposed_d1.0,3072,74.709468,190,0.221354,93.379384,229507.486301,16974.890541,246482.376842
0.4,1,lowest_rtt_w10,3072,67.558871,847,0.143880,76.576750,207540.852170,52356.968588,259897.820758
0.4,1,lowest_rtt_w20,3072,67.153612,563,0.126302,74.572242,206295.897115,34244.191725,240540.088840
0.4,1,lowest_rtt_w50,3072,71.903287,274,0.090169,76.831090,220886.896602,18644.110329,239531.006931
0.4,1,lowest_rtt_w100,3072,74.139694,194,0.094076,79.631024,227757.141173,12647.434835,240404.576008
0.4,1,oracle_a1,3072,23.049935,1419,0.395182,34.803768,70809.401080,35799.697763,106609.098843
0.4,2,static,3076,96.908050,0,0.051365,100.047005,298089.161914,0.000000,298089.161914
0.4,2,nearest,3076,89.341873,5,0.046814,91.631515,274815.602022,505.132572,275320.734594
0.4,2,proposed_d0.0,3076,78.250513,364,0.276333,105.366837,240698.578097,39042.336931,279740.915028
0.4,2,proposed_d0.25,3076,81.792950,226,0.249675,106.344504,251595.114445,25169.803755,276764.918200
0.4,2,proposed_d1.0,3076,85.275894,189,0.220741,106.865520,262308.650398,21006.756014,283315.406412
0.4,2,lowest_rtt_w10,3076,72.020956,804,0.128739,80.367336,221536.459250,46575.697230,268112.156480
0.4,2,lowest_rtt_w20,3076,74.991803,533,0.090702,80.272716,230674.786300,27142.112056,257816.898356
0.4,2,lowest_rtt_w50,3076,74.879658,253,0.043563,76.199125,230329.827079,15679.677485,246009.504564
0.4,2,lowest_rtt_w100,3076,73.651376,92,0.053316,75.686687,226551.633792,5021.286085,231572.919877
0.4,2,oracle_a1,3076,25.340160,1385,0.356632,36.278086,77946.332208,36604.637346,114550.969554
0.4,3,static,2993,96.628382,0,0.046442,99.237123,289208.748659,0.000000,289208.748659
0.4,3,nearest,2993,91.071693,5,0.052790,94.035830,272577.578068,366.621124,272944.199192
0.4,3,proposed_d0.0,2993,77.850162,404,0.251253,101.302782,233005.534039,41844.244347,274849.778386
0.4,3,proposed_d0.25,2993,79.837517,260,0.231874,101.334358,238953.688746,26976.021177,265929.709923
0.4,3,proposed_d1.0,2993,81.847451,204,0.208821,100.922053,244969.422306,20902.653706,265872.076012
0.4,3,lowest_rtt_w10,2993,75.146336,892,0.136652,84.724065,224912.984674,59619.344880,284532.329554
0.4,3,lowest_rtt_w20,2993,78.681525,608,0.101570,85.350615,235493.804153,42797.842214,278291.646367
0.4,3,lowest_rtt_w50,2993,83.810370,345,0.068827,87.857351,250844.437389,25261.651624,276106.089013
0.4,3,lowest_rtt_w100,2993,88.380562,227,0.059806,91.875274,264523.022260,17660.593385,282183.615645
0.4,3,oracle_a1,2993,25.800442,1350,0.369195,37.730256,77220.723348,37483.870498,114704.593846
0.4,4,static,2947,101.916866,0,0.049881,105.162501,300349.003125,0.000000,300349.003125
0.4,4,nearest,2947,98.457734,4,0.049881,101.521765,290154.940671,350.263260,290505.203931
0.4,4,proposed_d0.0,2947,80.391788,379,0.253139,104.961653,236914.598240,38539.549039,275454.147279
0.4,4,proposed_d0.25,2947,83.792718,238,0.230404,106.280044,246937.139820,24474.487069,271411.626889
0.4,4,proposed_d1.0,2947,86.205472,196,0.209365,106.503659,254047.526419,20587.839179,274635.365598
0.4,4,lowest_rtt_w10,2947,78.484046,973,0.112996,86.227423,231292.483419,72189.019938,303481.503357
0.4,4,lowest_rtt_w20,2947,80.522386,617,0.102138,87.454827,237299.472110,44988.426903,282287.899013
0.4,4,lowest_rtt_w50,2947,88.378976,420,0.060400,91.931687,260452.841994,30427.174451,290880.016445
0.4,4,lowest_rtt_w100,2947,90.690091,273,0.050221,93.379671,267263.698744,23176.531921,290440.230665
0.4,4,oracle_a1,2947,22.300706,1535,0.360706,31.754873,65720.180514,39882.290333,105602.470847
0.4,5,static,2961,102.176180,0,0.056738,106.201814,302543.667534,0.000000,302543.667534
0.4,5,nearest,2961,100.375618,6,0.051672,103.735828,297212.205866,393.231552,297605.437418
0.4,5,proposed_d0.0,2961,79.768313,397,0.251266,103.866475,236193.974879,43296.567197,279490.542076
0.4,5,proposed_d0.25,2961,81.463361,247,0.231678,103.424620,241213.011034,26388.183026,267601.194060
0.4,5,proposed_d1.0,2961,84.544492,191,0.201959,103.433872,250336.239607,20053.392151,270389.631758
0.4,5,lowest_rtt_w10,2961,75.895981,914,0.113475,83.354667,224727.999663,59318.389314,284046.388977
0.4,5,lowest_rtt_w20,2961,75.798243,569,0.093212,81.384208,224438.598838,38584.351740,263022.950578
0.4,5,lowest_rtt_w50,2961,78.873254,255,0.060115,81.790048,233543.704893,18886.298683,252430.003576
0.4,5,lowest_rtt_w100,2961,78.703819,171,0.055387,81.201290,233042.009226,14747.649205,247789.658431
0.4,5,oracle_a1,2961,24.839670,1392,0.370483,36.281257,73550.262194,40848.338659,114398.600853
0.4,6,static,2952,103.362029,0,0.047087,106.370675,305124.708509,0.000000,305124.708509
0.4,6,nearest,2952,108.770765,4,0.050136,112.406312,321091.297796,295.281344,321386.579140
0.4,6,proposed_d0.0,2952,77.684477,397,0.257791,101.971966,229324.576716,40512.846376,269837.423092
0.4,6,proposed_d0.25,2952,78.479213,237,0.239160,100.519429,231670.637132,23793.489327,255464.126459
0.4,6,proposed_d1.0,2952,80.893714,194,0.213753,100.342198,238798.242345,19740.423569,258538.665914
0.4,6,lowest_rtt_w10,2952,73.216825,807,0.108062,79.845070,216136.068322,55481.082443,271617.150765
0.4,6,lowest_rtt_w20,2952,74.332303,505,0.087737,79.288882,219428.958315,38452.933310,257881.891625
0.4,6,lowest_rtt_w50,2952,78.699913,278,0.054878,81.153456,232322.142093,24616.058820,256938.200913
0.4,6,lowest_rtt_w100,2952,79.301744,200,0.046070,81.035067,234098.748765,18862.955048,252961.703813
0.4,6,oracle_a1,2952,23.334025,1331,0.333333,32.001038,68882.043276,35099.950013,103981.993289
0.4,7,static,2971,116.186146,0,0.045103,119.579499,345189.039493,0.000000,345189.039493
0.4,7,nearest,2971,107.922550,5,0.056883,112.311169,320637.894990,470.237830,321108.132820
0.4,7,proposed_d0.0,2971,84.065989,397,0.249074,109.286442,249760.052328,42068.613221,291828.665549
0.4,7,proposed_d0.25,2971,86.786493,250,0.225513,109.474434,257842.671548,27104.332104,284947.003652
0.4,7,proposed_d1.0,2971,89.661985,206,0.197577,109.246542,266385.756488,22255.999582,288641.756070
0.4,7,lowest_rtt_w10,2971,79.423694,846,0.124537,88.437445,235967.793986,58470.271019,294438.065005
0.4,7,lowest_rtt_w20,2971,83.273701,582,0.091215,89.431173,247406.165876,41601.601170,289007.767046
0.4,7,lowest_rtt_w50,2971,88.512899,326,0.071356,93.160501,262971.822965,26596.701581,289568.524546
0.4,7,lowest_rtt_w100,2971,89.273297,241,0.073039,94.149951,265230.965554,17666.337399,282897.302953
0.4,7,oracle_a1,2971,29.492219,1352,0.372602,43.819411,87621.382898,46774.468703,134395.851601
0.4,8,static,2983,93.314936,0,0.051961,96.319821,278358.454617,0.000000,278358.454617
0.4,8,nearest,2983,95.995329,5,0.046933,98.624012,286354.065477,463.236040,286817.301517
0.4,8,proposed_d0.0,2983,75.300734,383,0.261146,99.208752,224622.090119,36140.724594,260762.814713
0.4,8,proposed_d0.25,2983,77.189899,240,0.243044,99.331916,230257.467331,22603.953063,252861.420394
0.4,8,proposed_d1.0,2983,78.899593,192,0.220248,98.620587,235357.485104,17749.542720,253107.027824
0.4,8,lowest_rtt_w10,2983,71.896146,874,0.121690,79.580231,214466.204803,57140.745125,271606.949928
0.4,8,lowest_rtt_w20,2983,70.730207,486,0.104928,76.787344,210988.208389,31989.643319,242977.851708
0.4,8,lowest_rtt_w50,2983,72.306157,221,0.067382,75.385790,215689.267142,18913.019025,234602.286167
0.4,8,lowest_rtt_w100,2983,72.984842,119,0.061348,75.624209,217713.784265,10158.727624,227872.511889
0.4,8,oracle_a1,2983,24.403780,1375,0.354341,34.699104,72796.474863,35224.949516,108021.424379
0.4,9,static,2932,94.090396,0,0.053547,97.300555,275873.041145,0.000000,275873.041145
0.4,9,nearest,2932,105.712278,5,0.048090,108.951773,309948.398523,440.799752,310389.198275
0.4,9,proposed_d0.0,2932,77.566072,373,0.257844,101.819726,227423.723723,39443.837535,266867.561258
0.4,9,proposed_d0.25,2932,80.975887,234,0.230900,102.686164,237421.300149,24357.088724,261778.388873
0.4,9,proposed_d1.0,2932,83.689556,193,0.207026,103.016678,245377.776747,20123.817017,265501.593764
0.4,9,lowest_rtt_w10,2932,74.517761,864,0.128922,83.250617,218486.075836,58926.718968,277412.794804
0.4,9,lowest_rtt_w20,2932,75.446688,555,0.096180,81.262524,221209.688180,35670.511935,256880.200115
0.4,9,lowest_rtt_w50,2932,78.741752,321,0.067190,82.269403,230870.816502,21240.616699,252111.433201
0.4,9,lowest_rtt_w100,2932,78.890415,161,0.065825,82.308396,231306.695734,11396.127202,242702.822936
0.4,9,oracle_a1,2932,24.997821,1345,0.370396,36.527417,73293.611719,37446.814578,110740.426297
0.4,10,static,3006,103.432684,0,0.045908,106.313336,310918.646863,0.000000,310918.646863
0.4,10,nearest,3006,87.999186,5,0.047572,90.294640,264525.554129,428.686323,264954.240452
0.4,10,proposed_d0.0,3006,77.804733,378,0.263806,102.968381,233881.026396,38189.910456,272070.936852
0.4,10,proposed_d0.25,3006,81.158703,233,0.234864,103.456983,243963.061395,23392.397391,267355.458786
0.4,10,proposed_d1.0,3006,84.148165,194,0.210579,104.061266,252949.383324,20589.603928,273538.987252
0.4,10,lowest_rtt_w10,3006,68.870993,759,0.111444,75.258032,207026.204079,43948.028297,250974.232376
0.4,10,lowest_rtt_w20,3006,69.316746,465,0.089820,73.959846,208366.139194,26863.073832,235229.213026
0.4,10,lowest_rtt_w50,3006,70.906773,234,0.044245,72.096680,213145.760443,13468.633361,226614.393804
0.4,10,lowest_rtt_w100,3006,69.247805,157,0.059880,71.531105,208158.901812,8604.008353,216762.910165
0.4,10,oracle_a1,3006,26.008225,1202,0.395542,39.718615,78180.723074,40018.792544,118199.515618
0.4,11,static,3002,102.887818,0,0.046969,105.859920,308869.230632,0.000000,308869.230632
0.4,11,nearest,3002,99.172171,39,0.058961,103.260481,297714.858449,5006.591899,302721.450348
0.4,11,proposed_d0.0,3002,79.961752,395,0.262825,105.757424,240045.180305,41667.925554,281713.105859
0.4,11,proposed_d0.25,3002,81.835858,230,0.246169,105.906870,245671.246100,26055.365186,271726.611286
0.4,11,proposed_d1.0,3002,84.062740,189,0.222185,105.504217,252356.346183,21227.917839,273584.264022
0.4,11,lowest_rtt_w10,3002,75.178661,876,0.123584,83.497659,225686.339893,59403.660598,285090.000491
0.4,11,lowest_rtt_w20,3002,76.862610,573,0.088608,82.140919,230741.555729,41331.411442,272072.967171
0.4,11,lowest_rtt_w50,3002,81.145119,290,0.045303,82.900785,243597.648588,19906.370453,263504.019041
0.4,11,lowest_rtt_w100,3002,83.442688,191,0.057295,86.392562,250494.950077,12208.357658,262703.307735
0.4,11,oracle_a1,3002,24.038235,1362,0.352099,34.014798,72162.782919,40456.136063,112618.918982
0.4,12,static,3026,98.931802,0,0.047918,101.810355,299367.632395,0.000000,299367.632395
0.4,12,nearest,3026,111.039137,5,0.049901,114.766062,336004.428174,705.318650,336709.746824
0.4,12,proposed_d0.0,3026,78.103179,400,0.256775,102.395829,236340.219613,39342.832155,275683.051768
0.4,12,proposed_d0.25,3026,80.280218,243,0.229676,101.619879,242927.938805,25419.811068,268347.749873
0.4,12,proposed_d1.0,3026,81.752068,193,0.213153,101.356471,247381.757980,19814.639009,267196.396989
0.4,12,lowest_rtt_w10,3026,70.233104,891,0.115995,77.186308,212525.374177,50835.908731,263361.282908
0.4,12,lowest_rtt_w20,3026,71.595090,576,0.097158,77.084459,216646.740999,31555.452531,248202.193530
0.4,12,lowest_rtt_w50,3026,75.233922,281,0.079643,79.571220,227657.847877,14556.912797,242214.760674
0.4,12,lowest_rtt_w100,3026,75.038440,182,0.072042,78.708804,227066.320468,11830.320956,238896.641424
0.4,12,oracle_a1,3026,23.162708,1543,0.341705,32.147768,70090.354773,35357.038354,105447.393127
0.4,13,static,3014,95.643643,0,0.053749,98.962812,288269.939131,0.000000,288269.939131
0.4,13,nearest,3014,101.437764,23,0.048772,104.536248,305733.421667,3206.880352,308940.302019
0.4,13,proposed_d0.0,3014,75.663979,374,0.267087,100.508481,228051.233477,35518.157846,263569.391323
0.4,13,proposed_d0.25,3014,78.131194,252,0.239549,100.113184,235487.417729,24451.831498,259939.249227
0.4,13,proposed_d1.0,3014,80.690210,201,0.214665,100.199532,243200.292939,19717.506811,262917.799750
0.4,13,lowest_rtt_w10,3014,73.749634,912,0.117784,81.328844,222281.397208,55832.440145,278113.837353
0.4,13,lowest_rtt_w20,3014,74.736324,586,0.099204,80.746697,225255.281177,36135.020350,261390.301527
0.4,13,lowest_rtt_w50,3014,80.796414,358,0.049768,82.923321,243520.391086,20777.921212,264298.312298
0.4,13,lowest_rtt_w100,3014,80.516943,181,0.056735,83.239559,242678.067630,12599.966439,255278.034069
0.4,13,oracle_a1,3014,24.181244,1404,0.377571,35.636605,72882.270822,36541.835625,109424.106447
0.4,14,static,3050,102.636037,0,0.045574,105.441399,313039.913398,0.000000,313039.913398
0.4,14,nearest,3050,110.479176,5,0.048525,114.011540,336961.487681,534.284486,337495.772167
0.4,14,proposed_d0.0,3050,81.054378,386,0.257377,106.452915,247215.853171,39820.827379,287036.680550
0.4,14,proposed_d0.25,3050,83.275092,246,0.235410,106.298898,253989.031206,25059.299047,279048.330253
0.4,14,proposed_d1.0,3050,85.803978,194,0.210164,106.103002,261702.131644,19007.012009,280709.143653
0.4,14,lowest_rtt_w10,3050,81.811194,938,0.142295,93.052042,249524.142218,65845.702530,315369.844748
0.4,14,lowest_rtt_w20,3050,82.581889,599,0.123607,91.947161,251874.761468,38615.906291,290490.667759
0.4,14,lowest_rtt_w50,3050,91.736215,316,0.063934,95.865308,279795.455124,23666.213547,303461.668671
0.4,14,lowest_rtt_w100,3050,90.267045,204,0.062623,94.163864,275314.485783,17631.352673,292945.838456
0.4,14,oracle_a1,3050,27.423556,1511,0.374754,40.661692,83641.846519,46288.381069,129930.227588
0.4,15,static,3022,102.108755,0,0.053607,105.779251,308572.658064,0.000000,308572.658064
0.4,15,nearest,3022,109.921148,4,0.046989,113.242260,332181.708313,590.155156,332771.863469
0.4,15,proposed_d0.0,3022,82.116988,406,0.253144,107.272281,248157.537193,45799.308712,293956.845905
0.4,15,proposed_d0.25,3022,83.497418,253,0.236929,106.801907,252329.196434,27914.713920,280243.910354
0.4,15,proposed_d1.0,3022,86.578406,213,0.209133,106.943910,261639.944186,23487.549124,285127.493310
0.4,15,lowest_rtt_w10,3022,74.571075,917,0.103574,80.955994,225353.788195,59259.694492,284613.482687
0.4,15,lowest_rtt_w20,3022,74.802608,569,0.086698,79.713581,226053.482269,38573.644010,264627.126279
