dominant_peer_ratio,seed,policy_id,total_requests,mean_latency_ms,migration_count,self_service_fraction,mean_remote_rtt_ms,total_served_ms,total_migration_rtt_ms,combined_ms_alpha1
0.7,17,lowest_rtt_w100,2945,66.731728,108,0.083531,70.631692,196524.937783,5427.829885,201952.767668
0.7,17,oracle_a1,2945,15.988442,919,0.633277,38.144408,47085.960433,25521.012874,72606.973307
0.7,18,static,3040,102.107781,0,0.061842,106.706752,310407.655561,0.000000,310407.655561
0.7,18,nearest,3040,101.749452,40,0.052303,105.254542,309318.335120,6346.862802,315665.197922
0.7,18,proposed_d0.0,3040,54.932337,157,0.514145,108.946719,166994.303714,17736.833444,184731.137158
0.7,18,proposed_d0.25,3040,60.823376,150,0.465461,110.044962,184903.063829,17207.928565,202110.992394
0.7,18,proposed_d1.0,3040,66.530157,149,0.411184,109.593115,202251.676603,16968.534775,219220.211378
0.7,18,lowest_rtt_w10,3040,48.492935,558,0.318421,68.213572,147418.521636,26264.773584,173683.295220
0.7,18,lowest_rtt_w20,3040,58.828767,400,0.192763,70.399124,178839.450272,20243.375159,199082.825431
0.7,18,lowest_rtt_w50,3040,72.980324,255,0.077632,76.954417,221860.185684,16969.145300,238829.330984
0.7,18,lowest_rtt_w100,3040,77.281683,157,0.065461,80.554846,234936.316422,9787.288998,244723.605420
0.7,18,oracle_a1,3040,14.382045,982,0.631908,33.638443,43721.417663,24832.083478,68553.501141
0.7,19,static,2979,109.372743,0,0.050688,113.105871,325821.402796,0.000000,325821.402796
0.7,19,nearest,2979,101.667667,16,0.045989,104.472196,302867.980160,686.408051,303554.388211
0.7,19,proposed_d0.0,2979,58.370837,169,0.513595,115.892839,173886.723092,20803.137074,194689.860166
0.7,19,proposed_d0.25,2979,65.341707,153,0.459550,117.201829,194652.944066,19476.259953,214129.204019
0.7,19,proposed_d1.0,2979,71.923020,150,0.406177,117.750523,214258.675342,19206.019935,233464.695277
0.7,19,lowest_rtt_w10,2979,50.937958,586,0.303458,70.258399,151744.177270,26982.141806,178726.319076
0.7,19,lowest_rtt_w20,2979,61.182211,440,0.175227,71.755721,182261.807208,21718.744650,203980.551858
0.7,19,lowest_rtt_w50,2979,70.622699,217,0.033233,70.981604,210385.020409,14271.515802,224656.536211
0.7,19,lowest_rtt_w100,2979,77.265095,138,0.049010,79.143918,230172.719177,8474.845992,238647.565169
0.7,19,oracle_a1,2979,14.770060,1006,0.627392,34.272081,44000.009472,24078.603238,68078.612710
0.7,20,static,3045,106.023524,0,0.055501,110.136172,322841.629500,0.000000,322841.629500
0.7,20,nearest,3045,104.657535,33,0.056814,108.841294,318682.195414,2949.911125,321632.106539
0.7,20,proposed_d0.0,3045,54.754736,169,0.500821,105.683007,166728.171066,18418.045784,185146.216850
0.7,20,proposed_d0.25,3045,60.144697,151,0.449918,105.701853,183140.603489,15816.506975,198957.110464
0.7,20,proposed_d1.0,3045,65.167285,150,0.402956,105.799990,198434.382411,15876.078819,214310.461230
0.7,20,lowest_rtt_w10,3045,53.107369,579,0.343842,77.888857,161711.937187,31859.487085,193571.424272
0.7,20,lowest_rtt_w20,3045,63.697365,434,0.235468,80.699517,193958.476017,26040.512455,219998.988472
0.7,20,lowest_rtt_w50,3045,78.386713,277,0.086700,83.638095,238687.542414,22460.530396,261148.072810
0.7,20,lowest_rtt_w100,3045,77.676908,203,0.045977,79.323988,236526.185736,16376.503888,252902.689624
0.7,20,oracle_a1,3045,17.119326,855,0.653202,43.596920,52128.347029,27507.687378,79636.034407
0.7,21,static,3058,110.910574,0,0.056900,115.481462,339164.535886,0.000000,339164.535886
0.7,21,nearest,3058,98.064665,22,0.046109,100.708175,299881.745752,1493.935382,301375.681134
0.7,21,proposed_d0.0,3058,56.009350,158,0.518967,112.277764,171276.591491,19439.132434,190715.723925
0.7,21,proposed_d0.25,3058,61.676277,149,0.470569,112.717761,188606.054296,18019.351717,206625.406013
0.7,21,proposed_d1.0,3058,68.200258,149,0.416612,113.475554,208556.388205,18019.351717,226575.739922
0.7,21,lowest_rtt_w10,3058,50.256120,553,0.344016,73.562918,153683.214087,28908.215381,182591.429468
0.7,21,lowest_rtt_w20,3058,62.099123,437,0.200458,75.166919,189899.116974,25655.416610,215554.533584
0.7,21,lowest_rtt_w50,3058,73.802660,243,0.100065,79.786531,225688.533890,17629.896577,243318.430467
0.7,21,lowest_rtt_w100,3058,84.115938,177,0.076194,88.888686,257226.537572,13377.551139,270604.088711
0.7,21,oracle_a1,3058,15.908110,891,0.643231,38.983501,48646.999827,27266.185353,75913.185180
0.7,22,static,3009,99.331427,0,0.050515,102.509718,298888.264647,0.000000,298888.264647
0.7,22,nearest,3009,99.408680,6,0.048189,102.340334,299120.717891,591.783727,299712.501618
0.7,22,proposed_d0.0,3009,55.039088,161,0.509472,108.126433,165612.614767,17453.719251,183066.334018
0.7,22,proposed_d0.25,3009,59.986368,152,0.462280,107.837442,180498.981869,16385.974144,196884.956013
0.7,22,proposed_d1.0,3009,65.188755,151,0.409438,106.997729,196152.964631,16153.408598,212306.373229
0.7,22,lowest_rtt_w10,3009,51.038448,579,0.311399,71.214618,153574.688596,25667.667409,179242.356005
0.7,22,lowest_rtt_w20,3009,59.751218,374,0.201728,72.345302,179791.414859,16053.275801,195844.690660
0.7,22,lowest_rtt_w50,3009,74.771067,203,0.087737,79.769814,224986.140646,12848.207697,237834.348343
0.7,22,lowest_rtt_w100,3009,88.146431,159,0.058491,91.498274,265232.610244,8560.391390,273793.001634
0.7,22,oracle_a1,3009,15.636320,1061,0.618146,35.710780,47049.685952,26119.713856,73169.399808
0.7,23,static,3060,103.233873,0,0.043137,105.797695,315895.649904,0.000000,315895.649904
0.7,23,nearest,3060,93.062244,5,0.057516,96.619441,284770.467719,496.613844,285267.081563
0.7,23,proposed_d0.0,3060,52.278965,162,0.500980,100.755489,159973.631907,16545.336420,176518.968327
0.7,23,proposed_d0.25,3060,57.648650,153,0.449020,100.999329,176404.869417,15487.439673,191892.309090
0.7,23,proposed_d1.0,3060,63.724403,152,0.387908,100.841790,194996.672153,15550.577761,210547.249914
0.7,23,lowest_rtt_w10,3060,49.432843,548,0.336275,71.464549,151264.498081,29161.791259,180426.289340
0.7,23,lowest_rtt_w20,3060,58.858208,421,0.209804,71.954556,180106.115559,21961.611874,202067.727433
0.7,23,lowest_rtt_w50,3060,70.607472,236,0.115686,77.582729,216058.864304,13810.723660,229869.587964
0.7,23,lowest_rtt_w100,3060,78.210035,144,0.097386,84.432552,239322.707759,8976.829516,248299.537275
0.7,23,oracle_a1,3060,15.724076,908,0.648366,39.029435,48115.671540,26891.726747,75007.398287
0.7,24,static,2894,99.246739,0,0.044229,101.746950,287220.063284,0.000000,287220.063284
0.7,24,nearest,2894,97.139972,44,0.038355,98.934632,281123.080308,2513.103998,283636.184306
0.7,24,proposed_d0.0,2894,56.252161,162,0.494817,107.391076,162793.753200,17868.992926,180662.746126
0.7,24,proposed_d0.25,2894,62.087060,152,0.441603,107.606405,179679.951140,16849.374418,196529.325558
0.7,24,proposed_d1.0,2894,69.021267,150,0.381479,108.357289,199747.547710,16590.652753,216338.200463
0.7,24,lowest_rtt_w10,2894,53.263043,544,0.354181,79.376804,154143.247318,28619.659516,182762.906834
0.7,24,lowest_rtt_w20,2894,64.623262,416,0.205943,78.864978,187019.720137,22762.385448,209782.105585
0.7,24,lowest_rtt_w50,2894,75.317015,268,0.071182,78.935804,217967.441690,18544.239990,236511.681680
0.7,24,lowest_rtt_w100,2894,84.308670,183,0.082930,89.751805,243989.289842,14513.155050,258502.444892
0.7,24,oracle_a1,2894,17.579200,845,0.649965,44.507607,50874.205762,27259.416841,78133.622603
0.7,25,static,2903,96.607629,0,0.042025,98.757982,280451.946636,0.000000,280451.946636
0.7,25,nearest,2903,94.231380,5,0.039270,96.001326,273553.697059,444.651086,273998.348145
0.7,25,proposed_d0.0,2903,55.574991,156,0.502239,107.631971,161334.198282,17943.931573,179278.129855
0.7,25,proposed_d0.25,2903,61.894567,152,0.446435,108.197840,179679.928238,17504.967178,197184.895416
0.7,25,proposed_d1.0,2903,66.983835,152,0.400965,108.480777,194454.071581,17504.967178,211959.038759
0.7,25,lowest_rtt_w10,2903,51.071050,585,0.338960,74.233068,148259.256994,28634.480755,176893.737749
0.7,25,lowest_rtt_w20,2903,60.040598,411,0.176714,70.498684,174297.855054,19999.721356,194297.576410
0.7,25,lowest_rtt_w50,2903,70.629994,198,0.072339,73.981757,205038.872327,11943.236309,216982.108636
0.7,25,lowest_rtt_w100,2903,77.761812,162,0.060971,80.681049,225742.538848,7863.373067,233605.911915
0.7,25,oracle_a1,2903,16.133316,895,0.643817,39.679900,46835.016378,26050.102716,72885.119094
0.7,26,static,3057,108.620097,0,0.050703,112.314830,332051.635222,0.000000,332051.635222
0.7,26,nearest,3057,111.529004,4,0.048086,115.061913,340944.166628,430.321639,341374.488267
0.7,26,proposed_d0.0,3057,55.102602,156,0.515865,109.685578,168448.654868,17470.585330,185919.240198
0.7,26,proposed_d0.25,3057,60.226299,152,0.468760,109.604554,184111.796166,16700.135582,200811.931748
0.7,26,proposed_d1.0,3057,66.130709,151,0.413150,109.279586,202161.577153,16403.392506,218564.969659
0.7,26,lowest_rtt_w10,3057,52.329284,589,0.326791,74.760262,159970.619741,27878.108326,187848.728067
0.7,26,lowest_rtt_w20,3057,60.450336,403,0.205430,73.562239,184796.678443,19167.397447,203964.075890
0.7,26,lowest_rtt_w50,3057,79.272982,227,0.074256,83.471203,242337.505705,16076.722185,258414.227890
0.7,26,lowest_rtt_w100,3057,87.654953,170,0.070985,92.199715,267961.190640,11714.255086,279675.445726
0.7,26,oracle_a1,3057,16.008494,1004,0.647040,39.688569,48937.965845,27953.986806,76891.952651
0.7,27,static,2968,104.290043,0,0.040094,106.562600,309532.847886,0.000000,309532.847886
0.7,27,nearest,2968,102.900532,18,0.066712,108.112917,305408.779207,1726.305104,307135.084311
0.7,27,proposed_d0.0,2968,57.036674,178,0.495283,109.044625,169284.847946,20234.971185,189519.819131
0.7,27,proposed_d0.25,2968,62.805197,154,0.441712,108.913593,186405.824420,17375.927270,203781.751690
0.7,27,proposed_d1.0,2968,68.735686,151,0.387129,108.890333,204007.516586,16919.721577,220927.238163
0.7,27,lowest_rtt_w10,2968,51.190294,563,0.335243,73.997360,151932.791775,27101.560292,179034.352067
0.7,27,lowest_rtt_w20,2968,60.218343,441,0.197439,72.540740,178728.042072,24356.147191,203084.189263
0.7,27,lowest_rtt_w50,2968,68.531321,207,0.088612,72.999986,203400.961802,12957.278685,216358.240487
0.7,27,lowest_rtt_w100,2968,80.045642,145,0.085243,85.318404,237575.466858,9550.840383,247126.307241
0.7,27,oracle_a1,2968,16.966595,908,0.638140,41.360199,50356.853826,27361.059099,77717.912925
0.7,28,static,3014,114.463540,0,0.038819,117.005561,344993.110052,0.000000,344993.110052
0.7,28,nearest,3014,109.262568,14,0.055408,113.554402,329317.381307,1368.413416,330685.794723
0.7,28,proposed_d0.0,3014,55.462374,160,0.509290,108.949017,167163.595959,18077.022741,185240.618700
0.7,28,proposed_d0.25,3014,62.312201,151,0.450232,109.704872,187808.972322,16975.622306,204784.594628
0.7,28,proposed_d1.0,3014,68.001178,151,0.396483,109.360940,204955.550123,16975.622306,221931.172429
0.7,28,lowest_rtt_w10,3014,48.688228,571,0.302256,66.913133,146746.319657,27061.648590,173807.968247
0.7,28,lowest_rtt_w20,3014,57.501216,436,0.190445,68.557650,173308.665875,21207.471669,194516.137544
0.7,28,lowest_rtt_w50,3014,61.673903,172,0.074652,64.488040,185885.143467,13244.979435,199130.122902
0.7,28,lowest_rtt_w100,3014,69.009895,113,0.060717,71.341513,207995.822644,10560.298780,218556.121424
0.7,28,oracle_a1,3014,15.232565,1007,0.615129,34.381854,45910.951060,24863.049808,70774.000868
0.7,29,static,3063,93.794334,0,0.052236,96.853615,287292.045425,0.000000,287292.045425
0.7,29,nearest,3063,93.564855,4,0.062031,97.620310,286589.150728,352.543663,286941.694391
0.7,29,proposed_d0.0,3063,50.617659,170,0.509958,99.211119,155041.890239,17223.083185,172264.973424
0.7,29,proposed_d0.25,3063,55.108975,155,0.464251,99.130281,168798.790852,15690.814533,184489.605385
0.7,29,proposed_d1.0,3063,60.995252,153,0.405811,99.287065,186828.458211,15343.679545,202172.137756
0.7,29,lowest_rtt_w10,3063,47.509001,586,0.328436,67.765713,145520.071569,28390.827195,173910.898764
0.7,29,lowest_rtt_w20,3063,56.048373,416,0.205681,68.043635,171676.165075,21440.588916,193116.753991
0.7,29,lowest_rtt_w50,3063,65.770339,221,0.104146,71.183874,201454.549667,13559.189783,215013.739450
0.7,29,lowest_rtt_w100,3063,75.228065,94,0.054195,77.424081,230423.563762,6065.043078,236488.606840
0.7,29,oracle_a1,3063,15.320632,896,0.638263,36.824093,46927.095180,22967.225409,69894.320589
0.7,30,static,2933,103.301679,0,0.043641,105.924358,302983.823176,0.000000,302983.823176
0.7,30,nearest,2933,97.752596,12,0.061030,101.976167,286708.364220,1199.928233,287908.292453
0.7,30,proposed_d0.0,2933,59.108201,157,0.504944,115.356992,173364.352643,19059.743824,192424.096467
0.7,30,proposed_d0.25,2933,65.581940,151,0.451074,115.829707,192351.828819,18240.034754,210591.863573
0.7,30,proposed_d1.0,2933,71.346922,151,0.399591,115.499445,209260.522067,18240.034754,227500.556821
0.7,30,lowest_rtt_w10,2933,52.963326,503,0.351176,78.547259,155341.433984,27864.141930,183205.575914
0.7,30,lowest_rtt_w20,2933,62.691500,361,0.188885,74.824787,183874.168936,21354.885543,205229.054479
0.7,30,lowest_rtt_w50,2933,71.066508,200,0.039550,71.910567,208438.067980,16792.353350,225230.421330
0.7,30,lowest_rtt_w100,2933,83.226839,141,0.066144,86.980036,244104.317755,11899.034874,256003.352629
0.7,30,oracle_a1,2933,18.503161,797,0.662803,48.942135,54269.771674,27182.384391,81452.156065
0.6,1,static,3072,93.022369,0,0.048503,95.662237,285764.718438,0.000000,285764.718438
0.6,1,nearest,3072,94.856214,25,0.050130,97.756782,291398.290046,4199.591890,295597.881936
0.6,1,proposed_d0.0,3072,56.019434,196,0.425456,94.021361,172091.701715,17821.149868,189912.851583
0.6,1,proposed_d0.25,3072,59.346644,168,0.386719,93.507904,182312.891399,14251.222990,196564.114389
0.6,1,proposed_d1.0,3072,62.224413,158,0.343099,91.679583,191153.398100,12927.338342,204080.736442
0.6,1,lowest_rtt_w10,3072,54.022350,670,0.254557,69.787187,165956.658371,36529.128025,202485.786396
0.6,1,lowest_rtt_w20,3072,58.869109,484,0.197266,70.844243,180845.902833,26374.891882,207220.794715
0.6,1,lowest_rtt_w50,3072,68.864642,263,0.106771,74.857208,211552.179873,14861.408703,226413.588576
0.6,1,lowest_rtt_w100,3072,71.905876,185,0.126302,80.011494,220894.850779,11539.060667,232433.911446
0.6,1,oracle_a1,3072,18.249826,1174,0.530599,34.618214,56063.464413,30949.711044,87013.175457
0.6,2,static,3076,97.201245,0,0.052666,100.493833,298991.030415,0.000000,298991.030415
0.6,2,nearest,3076,88.554868,5,0.045839,90.713041,272394.774226,505.132572,272899.906798
0.6,2,proposed_d0.0,3076,62.663056,184,0.434655,107.302796,192751.561689,20572.607415,213324.169104
0.6,2,proposed_d0.25,3076,67.893444,164,0.388817,107.812890,208840.232973,18786.857010,227627.089983
0.6,2,proposed_d1.0,3076,73.158192,158,0.337776,107.453411,225034.598803,18077.663740,243112.262543
0.6,2,lowest_rtt_w10,3076,58.616653,650,0.254226,75.916663,180304.825986,35056.811429,215361.637415
0.6,2,lowest_rtt_w20,3076,67.816072,487,0.161573,78.499511,208602.238572,27075.819747,235678.058319
0.6,2,lowest_rtt_w50,3076,69.433790,211,0.050715,71.036417,213578.336971,11495.274030,225073.611001
0.6,2,lowest_rtt_w100,3076,72.494197,98,0.046489,73.931180,222992.151269,4370.240826,227362.392095
0.6,2,oracle_a1,3076,19.152858,1143,0.525683,36.163257,58914.192582,32419.111947,91333.304529
0.6,3,static,2993,96.099672,0,0.045105,98.544548,287626.319533,0.000000,287626.319533
0.6,3,nearest,2993,90.674136,5,0.053458,93.682206,271387.688190,366.621124,271754.309314
0.6,3,proposed_d0.0,2993,62.165845,210,0.415302,102.900785,186062.373137,22269.572829,208331.945966
0.6,3,proposed_d0.25,2993,66.150533,171,0.377548,103.060948,197988.546701,17502.179072,215490.725773
0.6,3,proposed_d1.0,2993,70.040605,159,0.340127,103.111661,209631.529909,16227.673685,225859.203594
0.6,3,lowest_rtt_w10,2993,60.444446,691,0.257267,78.688361,180910.225949,40631.992474,221542.218423
0.6,3,lowest_rtt_w20,2993,68.164667,492,0.181089,80.795939,204016.847144,28194.456359,232211.303503
0.6,3,lowest_rtt_w50,2993,78.937909,286,0.093218,84.847149,236261.161931,19667.127269,255928.289200
0.6,3,lowest_rtt_w100,2993,86.125066,218,0.075844,91.029040,257772.323354,15733.517437,273505.840791
0.6,3,oracle_a1,2993,19.926354,1100,0.544270,39.335467,59639.576837,32282.499825,91922.076662
0.6,4,static,2947,102.103587,0,0.053275,105.736656,300899.269881,0.000000,300899.269881
0.6,4,nearest,2947,98.893872,4,0.051917,102.199800,291440.240034,350.263260,291790.503294
0.6,4,proposed_d0.0,2947,62.870098,186,0.422803,105.458072,185278.179622,20939.189614,206217.369236
0.6,4,proposed_d0.25,2947,67.116039,158,0.385477,105.961882,197790.968206,17481.079219,215272.047425
0.6,4,proposed_d1.0,2947,72.534188,156,0.343400,107.423386,213758.251168,17305.786934,231064.038102
0.6,4,lowest_rtt_w10,2947,60.277413,676,0.241602,76.842746,177637.537263,40514.845862,218152.383125
0.6,4,lowest_rtt_w20,2947,68.412010,442,0.162199,79.269418,201610.193839,27946.822002,229557.015841
0.6,4,lowest_rtt_w50,2947,80.926588,288,0.063115,84.243627,238490.654278,20632.176018,259122.830296
0.6,4,lowest_rtt_w100,2947,87.778852,200,0.063115,91.557507,258684.276758,14883.877001,273568.153759
0.6,4,oracle_a1,2947,18.300004,1191,0.520190,33.971791,53930.112683,30332.653278,84262.765961
0.6,5,static,2961,101.183897,0,0.062141,105.755678,299605.519030,0.000000,299605.519030
0.6,5,nearest,2961,102.222615,6,0.053698,105.909765,302681.162841,393.231552,303074.394393
0.6,5,proposed_d0.0,2961,65.208122,210,0.408983,106.948142,193081.248049,23825.060076,216906.308125
0.6,5,proposed_d0.25,2961,69.801893,163,0.371834,107.936239,206683.404712,18755.906748,225439.311460
0.6,5,proposed_d1.0,2961,73.980407,155,0.329956,107.426404,219055.985581,17429.798138,236485.783719
0.6,5,lowest_rtt_w10,2961,61.541817,707,0.239446,78.287442,182225.319490,38119.065873,220344.385363
0.6,5,lowest_rtt_w20,2961,66.795637,496,0.143195,75.624707,197781.882371,25786.836088,223568.718459
0.6,5,lowest_rtt_w50,2961,74.420755,283,0.070584,77.920732,220359.855592,18121.808915,238481.664507
0.6,5,lowest_rtt_w100,2961,79.684067,154,0.064505,83.040622,235944.522361,13011.150844,248955.673205
0.6,5,oracle_a1,2961,20.621858,1100,0.530226,39.640058,61061.320784,32661.602624,93722.923408
0.6,6,static,2952,102.405226,0,0.042005,104.807718,302300.226999,0.000000,302300.226999
0.6,6,nearest,2952,108.181728,4,0.049458,111.706508,319352.461112,295.281344,319647.742456
0.6,6,proposed_d0.0,2952,60.222340,198,0.431572,102.426906,177776.348130,19284.251603,197060.599733
0.6,6,proposed_d0.25,2952,64.235446,168,0.386856,101.502230,189623.036430,16071.552201,205694.588631
0.6,6,proposed_d1.0,2952,68.455029,161,0.345190,101.487453,202079.246140,15363.385832,217442.631972
0.6,6,lowest_rtt_w10,2952,58.498137,664,0.240515,74.390054,172686.501338,38073.863592,210760.364930
0.6,6,lowest_rtt_w20,2952,63.616283,468,0.171070,74.332353,187795.267625,29262.756843,217058.024468
0.6,6,lowest_rtt_w50,2952,71.721489,214,0.078591,75.668321,211721.834197,16224.604848,227946.439045
0.6,6,lowest_rtt_w100,2952,75.565762,152,0.064024,78.597947,223070.128010,12350.488722,235420.616732
0.6,6,oracle_a1,2952,18.240397,1088,0.522019,33.977074,53845.651909,29724.564367,83570.216276
0.6,7,static,2971,114.290032,0,0.057220,119.105207,339555.685822,0.000000,339555.685822
0.6,7,nearest,2971,106.692020,5,0.061595,111.563842,316981.992446,470.237830,317452.230276
0.6,7,proposed_d0.0,2971,66.014829,190,0.422753,110.896826,196130.056047,20804.801942,216934.857989
0.6,7,proposed_d0.25,2971,70.384615,164,0.384382,111.082937,209112.692058,17796.095171,226908.787229
0.6,7,proposed_d1.0,2971,74.780154,153,0.341636,110.546952,222171.838030,16413.178223,238585.016253
0.6,7,lowest_rtt_w10,2971,62.966190,615,0.277684,84.403798,187072.549789,37620.439803,224692.989592
0.6,7,lowest_rtt_w20,2971,71.725195,429,0.183103,85.353751,213095.552876,25838.600651,238934.153527
0.6,7,lowest_rtt_w50,2971,85.950825,257,0.084147,91.664058,255359.901427,19407.597163,274767.498590
0.6,7,lowest_rtt_w100,2971,89.216408,188,0.094244,96.291322,265061.948758,15172.529458,280234.478216
0.6,7,oracle_a1,2971,24.075323,1047,0.539212,47.907804,71527.783826,36793.526584,108321.310410
0.6,8,static,2983,93.749378,0,0.049950,96.573181,279654.394743,0.000000,279654.394743
0.6,8,nearest,2983,97.399783,5,0.050955,100.521919,290543.551642,463.236040,291006.787682
0.6,8,proposed_d0.0,2983,58.634507,192,0.423399,98.221357,174906.734625,18586.012201,193492.746826
0.6,8,proposed_d0.25,2983,62.333213,160,0.384847,98.078461,185939.975119,15071.998974,201011.974093
0.6,8,proposed_d1.0,2983,66.470029,152,0.343614,98.219662,198280.097468,14448.875331,212728.972799
0.6,8,lowest_rtt_w10,2983,56.059998,620,0.245726,71.671545,167226.975488,33307.990640,200534.966128
0.6,8,lowest_rtt_w20,2983,61.049276,425,0.180691,72.072009,182109.989446,24722.376137,206832.365583
0.6,8,lowest_rtt_w50,2983,67.779441,181,0.088166,72.139732,202186.071108,11720.923280,213906.994388
0.6,8,lowest_rtt_w100,2983,68.574985,122,0.072075,71.746091,204559.181248,9668.606917,214227.788165
0.6,8,oracle_a1,2983,19.467287,1101,0.533020,37.404821,58070.915944,30130.235774,88201.151718
0.6,9,static,2932,96.301634,0,0.055935,99.888870,282356.391101,0.000000,282356.391101
0.6,9,nearest,2932,107.999654,5,0.040246,110.444558,316654.985746,440.799752,317095.785498
0.6,9,proposed_d0.0,2932,61.398321,189,0.419168,102.264168,180019.878002,18557.254356,198577.132358
0.6,9,proposed_d0.25,2932,65.159349,162,0.372783,100.697776,191047.210360,15408.295795,206455.506155
0.6,9,proposed_d1.0,2932,69.090714,155,0.328786,99.954255,202573.974480,14851.535234,217425.509714
0.6,9,lowest_rtt_w10,2932,59.989632,635,0.248636,77.179120,175889.601992,36956.347275,212845.949267
0.6,9,lowest_rtt_w20,2932,63.643832,420,0.181787,75.339607,186603.716046,24368.002279,210971.718325
0.6,9,lowest_rtt_w50,2932,76.877729,242,0.071965,80.684124,225405.501312,14430.682381,239836.183693
0.6,9,lowest_rtt_w100,2932,79.828662,159,0.071965,83.863887,234057.636862,10834.997502,244892.634364
0.6,9,oracle_a1,2932,20.229657,1061,0.539905,39.621463,59313.353987,30856.074762,90169.428749
0.6,10,static,3006,103.618087,0,0.040585,105.916771,311475.968106,0.000000,311475.968106
0.6,10,nearest,3006,87.082397,5,0.051231,89.676608,261769.684611,428.686323,262198.370934
0.6,10,proposed_d0.0,3006,60.139514,194,0.430140,102.024156,180779.378901,20082.944804,200862.323705
0.6,10,proposed_d0.25,3006,64.741319,162,0.383899,101.836071,194612.403767,16741.102809,211353.506576
0.6,10,proposed_d1.0,3006,68.944753,156,0.346307,102.410141,207247.927826,16124.016102,223371.943928
0.6,10,lowest_rtt_w10,3006,55.475670,619,0.267798,73.034014,166759.864293,33431.988546,200191.852839
0.6,10,lowest_rtt_w20,3006,61.160956,391,0.175316,71.737731,183849.834392,20216.137161,204065.971553
0.6,10,lowest_rtt_w50,3006,68.435744,213,0.061876,70.817676,205717.847370,14064.256809,219782.104179
0.6,10,lowest_rtt_w100,3006,68.969404,116,0.071856,72.154132,207322.029276,7077.681655,214399.710931
0.6,10,oracle_a1,3006,20.601343,973,0.556886,41.978707,61927.637520,31782.666777,93710.304297
0.6,11,static,3002,104.075630,0,0.046969,107.106271,312435.040502,0.000000,312435.040502
0.6,11,nearest,3002,100.198908,39,0.052298,103.617969,300797.122363,5006.591899,305803.714262
0.6,11,proposed_d0.0,3002,63.210124,183,0.430047,107.394970,189756.793178,20225.114584,209981.907762
0.6,11,proposed_d0.25,3002,67.732942,160,0.392072,108.126187,203334.290555,17698.238736,221032.529291
0.6,11,proposed_d1.0,3002,71.725048,154,0.351432,107.506212,215318.594505,17061.084807,232379.679312
0.6,11,lowest_rtt_w10,3002,58.823745,661,0.244171,75.180645,176588.883115,37626.903452,214215.786567
0.6,11,lowest_rtt_w20,3002,64.533973,465,0.161226,74.554006,193730.986689,27682.116254,221413.102943
0.6,11,lowest_rtt_w50,3002,75.894445,281,0.058294,78.468738,227835.123264,20626.095694,248461.218958
0.6,11,lowest_rtt_w100,3002,79.973328,159,0.082278,84.964040,240079.930937,10078.272704,250158.203641
0.6,11,oracle_a1,3002,20.202286,1050,0.518321,37.789254,60647.261449,29963.475048,90610.736497
0.6,12,static,3026,98.907443,0,0.052545,102.281801,299293.923190,0.000000,299293.923190
0.6,12,nearest,3026,113.189833,5,0.044944,116.422296,342512.434209,705.318650,343217.752859
0.6,12,proposed_d0.0,3026,58.929129,191,0.432915,100.389013,178319.545644,18395.267130,196714.812774
0.6,12,proposed_d0.25,3026,63.850675,163,0.390284,101.441812,193212.142801,15996.310285,209208.453086
0.6,12,proposed_d1.0,3026,69.219790,157,0.340053,101.856326,209459.083474,15848.041365,225307.124839
0.6,12,lowest_rtt_w10,3026,54.903130,670,0.254792,70.991074,166136.871995,32473.354431,198610.226426
0.6,12,lowest_rtt_w20,3026,59.980663,436,0.180106,70.717246,181501.486100,21980.417824,203481.903924
0.6,12,lowest_rtt_w50,3026,69.120433,234,0.116656,75.984449,209158.431274,12881.309646,222039.740920
0.6,12,lowest_rtt_w100,3026,73.124174,159,0.092862,78.405009,221273.749198,10261.071847,231534.821045
0.6,12,oracle_a1,3026,18.032703,1182,0.516523,33.161284,54566.957953,28176.716887,82743.674840
0.6,13,static,3014,95.831866,0,0.053417,99.126970,288837.245012,0.000000,288837.245012
0.6,13,nearest,3014,102.110884,23,0.049768,105.354122,307762.204490,3206.880352,310969.084842
0.6,13,proposed_d0.0,3014,59.239338,206,0.428334,100.127315,178547.363990,18656.769616,197204.133606
0.6,13,proposed_d0.25,3014,63.431214,168,0.384539,99.813305,191181.680199,15714.095558,206895.775757
0.6,13,proposed_d1.0,3014,67.450884,159,0.343729,99.731529,203296.963729,15247.889578,218544.853307
0.6,13,lowest_rtt_w10,3014,57.744195,681,0.230259,72.419399,174041.004760,33297.855663,207338.860423
0.6,13,lowest_rtt_w20,3014,63.907933,506,0.163902,74.043853,192618.509406,24774.142195,217392.651601
0.6,13,lowest_rtt_w50,3014,73.307704,271,0.058062,75.703213,220949.421361,16952.939746,237902.361107
0.6,13,lowest_rtt_w100,3014,80.560122,206,0.042468,82.044424,242808.208415,12304.075222,255112.283637
0.6,13,oracle_a1,3014,18.181707,1151,0.554413,36.315461,54799.664364,31513.968373,86313.632737
0.6,14,static,3050,103.093589,0,0.053443,106.801332,314435.445350,0.000000,314435.445350
0.6,14,nearest,3050,111.279671,5,0.051803,115.249999,339402.996440,534.284486,339937.280926
0.6,14,proposed_d0.0,3050,63.822306,176,0.432787,108.993082,194658.032032,18251.330805,212909.362837
0.6,14,proposed_d0.25,3050,67.718832,157,0.392459,108.171850,206542.437330,16038.331079,222580.768409
