sweep,knob_name,knob_value,policy_id,n_seeds,total_served_ms_mean,total_migration_rtt_ms_mean,mean_migration_rtt_ms_mean,migration_count_mean,migration_bytes_total_mean,mean_migration_bytes_per_migration_mean,combined_ms_alpha0.5_mean,combined_ms_alpha0.5_std,combined_ms_alpha1_mean,combined_ms_alpha1_std,combined_ms_alpha2_mean,combined_ms_alpha2_std
ambiguity,dominant_peer_ratio,0.7,oracle_a1,30,48511.660784,26330.102524,28.651964,924.633333,3787298.133333,4096.000000,61676.712046,3889.874763,74841.763308,4637.541284,101171.865832,6204.608143
ambiguity,dominant_peer_ratio,0.7,oracle_a2,30,64537.569022,14746.151907,25.184654,591.700000,2423603.200000,4096.000000,71910.644976,4792.387761,79283.720930,4953.644024,94029.872837,5368.146077
ambiguity,dominant_peer_ratio,0.7,static,30,305908.908894,0.000000,,0.000000,0.000000,,305908.908894,19591.028579,305908.908894,19591.028579,305908.908894,19591.028579
ambiguity,dominant_peer_ratio,0.85,engagement_g00_d0.0,30,129251.431203,16245.530493,107.200012,151.533333,620680.533333,4096.000000,137374.196449,8024.285728,145496.961696,8715.799307,161742.492189,10112.753385
ambiguity,dominant_peer_ratio,0.85,engagement_g00_d0.25,30,149663.967633,16105.909782,107.349471,150.033333,614536.533333,4096.000000,157716.922525,9803.788362,165769.877416,10498.971648,181875.787198,11896.902361
ambiguity,dominant_peer_ratio,0.85,engagement_g00_d0.5,30,156262.739263,16088.356505,107.323604,149.900000,613990.400000,4096.000000,164306.917516,10379.091953,172351.095768,11078.211221,188439.452274,12483.245443
ambiguity,dominant_peer_ratio,0.85,engagement_g00_d1.0,30,169521.411149,16089.669145,107.357573,149.866667,613853.866667,4096.000000,177566.245721,11349.884172,185611.080293,12042.225240,201700.749438,13435.490123
ambiguity,dominant_peer_ratio,0.85,engagement_g00_d10.0,30,317623.857758,5908.792404,104.648242,56.500000,231424.000000,4096.000000,320578.253960,22599.879711,323532.650162,22805.059702,329441.442566,23223.433778
ambiguity,dominant_peer_ratio,0.85,engagement_g00_d2.0,30,196620.324249,16068.015698,107.338576,149.700000,613171.200000,4096.000000,204654.332098,13605.562120,212688.339947,14289.633085,228756.355645,15665.830780
ambiguity,dominant_peer_ratio,0.85,engagement_g00_d5.0,30,275017.673666,15933.980739,107.393350,148.400000,607846.400000,4096.000000,282984.664036,20131.310665,290951.654405,20819.807712,306885.635143,22200.425726
ambiguity,dominant_peer_ratio,0.85,engagement_g05_d0.0,30,132689.165789,16175.353901,107.163848,150.933333,618222.933333,4096.000000,140776.842739,8161.415905,148864.519690,8851.401723,165039.873591,10244.705253
ambiguity,dominant_peer_ratio,0.85,engagement_g05_d0.25,30,150135.672408,16094.652662,107.339067,149.933333,614126.933333,4096.000000,158182.998740,9902.749033,166230.325070,10612.018560,182324.977733,12037.764805
ambiguity,dominant_peer_ratio,0.85,engagement_g05_d0.5,30,156653.087019,16081.641334,107.347984,149.800000,613580.800000,4096.000000,164693.907686,10467.980444,172734.728352,11174.071513,188816.369686,12593.166339
ambiguity,dominant_peer_ratio,0.85,engagement_g05_d1.0,30,169709.041573,16081.641334,107.347984,149.800000,613580.800000,4096.000000,177749.862239,11390.495752,185790.682906,12090.386134,201872.324240,13498.554320
ambiguity,dominant_peer_ratio,0.85,engagement_g05_d10.0,30,316077.828720,4956.667204,103.641384,47.733333,195515.733333,4096.000000,318556.162322,20723.771832,321034.495924,20926.905638,325991.163127,21344.113806
ambiguity,dominant_peer_ratio,0.85,engagement_g05_d2.0,30,196624.848722,16061.934354,107.316750,149.666667,613034.666667,4096.000000,204655.815899,13663.378380,212686.783076,14354.306134,228748.717429,15744.433410
ambiguity,dominant_peer_ratio,0.85,engagement_g05_d5.0,30,274878.581656,15839.322298,107.254197,147.700000,604979.200000,4096.000000,282798.242805,20013.706520,290717.903954,20700.853075,306557.226252,22078.787450
ambiguity,dominant_peer_ratio,0.85,naive_target_aware,30,129251.431203,16245.530493,107.200012,151.533333,620680.533333,4096.000000,137374.196449,8024.285728,145496.961696,8715.799307,161742.492189,10112.753385
ambiguity,dominant_peer_ratio,0.85,nearest,30,300860.482609,1315.130190,99.477918,12.566667,51473.066667,4096.000000,301518.047704,22884.505930,302175.612799,22989.840615,303490.742989,23276.542859
ambiguity,dominant_peer_ratio,0.85,oracle_a0.5,30,20252.225281,33474.726784,38.533408,870.433333,3565294.933333,4096.000000,36989.588673,2172.922790,53726.952065,3693.880103,87201.678850,6815.890885
ambiguity,dominant_peer_ratio,0.85,oracle_a1,30,29967.708851,18216.639790,29.908950,613.566667,2513169.066667,4096.000000,39076.028746,2445.600275,48184.348641,2910.008845,66400.988431,3915.109354
ambiguity,dominant_peer_ratio,0.85,oracle_a2,30,38908.106137,11822.670708,27.378548,435.700000,1784627.200000,4096.000000,44819.441492,2836.211634,50730.776846,3038.867665,62553.447554,3526.691181
ambiguity,dominant_peer_ratio,0.85,static,30,305621.662639,0.000000,,0.000000,0.000000,,305621.662639,20015.141097,305621.662639,20015.141097,305621.662639,20015.141097
switching,phase_duration,2.0,engagement_g00_d0.0,5,291672.682371,53780.560271,107.311780,501.200000,2052915.200000,4096.000000,318562.962507,21176.041200,345453.242642,23626.823071,399233.802913,28556.332509
switching,phase_duration,2.0,engagement_g00_d0.25,5,313096.353352,46653.182526,106.596561,438.000000,1794048.000000,4096.000000,336422.944615,20323.479450,359749.535877,21880.457120,406402.718403,25024.224053
switching,phase_duration,2.0,engagement_g00_d0.5,5,317808.899188,44577.578996,106.833383,417.400000,1709670.400000,4096.000000,340097.688686,19916.261555,362386.478184,21224.382111,406964.057181,23888.337618
switching,phase_duration,2.0,engagement_g00_d1.0,5,321236.733065,40458.005370,106.513268,380.200000,1557299.200000,4096.000000,341465.735750,19131.864411,361694.738435,20228.511299,402152.743805,22453.180553
switching,phase_duration,2.0,engagement_g00_d10.0,5,295120.703888,20.562326,102.811628,0.200000,819.200000,4096.000000,295130.985051,7899.902185,295141.266214,7910.959470,295161.828539,7933.227667
switching,phase_duration,2.0,engagement_g00_d2.0,5,316174.202434,29683.230660,103.879223,285.600000,1169817.600000,4096.000000,331015.817764,13899.850215,345857.433094,14760.032539,375540.663754,16565.762651
switching,phase_duration,2.0,engagement_g00_d5.0,5,302248.469905,5304.274621,104.146205,51.000000,208896.000000,4096.000000,304900.607215,12458.103397,307552.744525,12405.674889,312857.019146,12326.957083
switching,phase_duration,2.0,engagement_g05_d0.0,5,298757.255568,22187.596282,106.611409,208.400000,853606.400000,4096.000000,309851.053709,10358.494220,320944.851850,10632.466435,343132.448132,11252.855248
switching,phase_duration,2.0,engagement_g05_d0.25,5,307585.864396,21957.196103,106.553821,206.400000,845414.400000,4096.000000,318564.462447,11661.619328,329543.060499,11867.164120,351500.256601,12336.248259
switching,phase_duration,2.0,engagement_g05_d0.5,5,311168.204618,21766.735273,106.433693,204.800000,838860.800000,4096.000000,322051.572254,12209.976686,332934.939891,12441.664018,354701.675164,12968.044663
switching,phase_duration,2.0,engagement_g05_d1.0,5,314729.232062,21355.233765,107.226419,199.400000,816742.400000,4096.000000,325406.848944,12077.886121,336084.465826,12408.625587,357439.699591,13102.638274
switching,phase_duration,2.0,engagement_g05_d10.0,5,295837.750765,0.000000,,0.000000,0.000000,,295837.750765,8768.571847,295837.750765,8768.571847,295837.750765,8768.571847
switching,phase_duration,2.0,engagement_g05_d2.0,5,315889.240263,16707.952354,105.480684,158.000000,647168.000000,4096.000000,324243.216440,7679.854325,332597.192617,8226.806273,349305.144971,9629.659824
switching,phase_duration,2.0,engagement_g05_d5.0,5,301276.220839,1165.812039,106.520557,10.800000,44236.800000,4096.000000,301859.126858,12003.832799,302442.032878,12083.259402,303607.844917,12252.531591
switching,phase_duration,2.0,naive_target_aware,5,291672.682371,53780.560271,107.311780,501.200000,2052915.200000,4096.000000,318562.962507,21176.041200,345453.242642,23626.823071,399233.802913,28556.332509
switching,phase_duration,2.0,nearest,5,288289.587062,1162.968080,99.087764,9.000000,36864.000000,4096.000000,288871.071101,7656.668133,289452.555141,8024.079781,290615.523221,8957.471968
switching,phase_duration,2.0,oracle_a0.5,5,24128.741967,59593.554519,41.963322,1425.400000,5838438.400000,4096.000000,53925.519226,2145.928989,83722.296486,3472.491972,143315.851004,6617.096017
switching,phase_duration,2.0,oracle_a1,5,36918.750971,40738.993567,34.253554,1192.800000,4885708.800000,4096.000000,57288.247754,2366.427415,77657.744537,3182.655960,118396.738104,5037.970914
switching,phase_duration,2.0,oracle_a2,5,58781.211219,25341.390847,28.518437,891.600000,3651993.600000,4096.000000,71451.906643,3998.868563,84122.602066,4103.105984,109463.992913,4388.247041
switching,phase_duration,2.0,static,5,295837.750765,0.000000,,0.000000,0.000000,,295837.750765,8768.571847,295837.750765,8768.571847,295837.750765,8768.571847
switching,phase_duration,5.0,engagement_g00_d0.0,5,203602.926749,31751.263925,106.537850,298.200000,1221427.200000,4096.000000,219478.558711,18152.428830,235354.190674,19773.966424,267105.454598,23019.259442
switching,phase_duration,5.0,engagement_g00_d0.25,5,239896.621449,31213.056021,106.673125,292.800000,1199308.800000,4096.000000,255503.149459,21461.773038,271109.677470,22933.415146,302322.733490,25891.406482
switching,phase_duration,5.0,engagement_g00_d0.5,5,251829.647805,30910.648375,106.666329,290.000000,1187840.000000,4096.000000,267284.971992,21827.288827,282740.296180,23277.670998,313650.944555,26189.991231
switching,phase_duration,5.0,engagement_g00_d1.0,5,272544.919070,30617.151114,106.831190,286.800000,1174732.800000,4096.000000,287853.494626,23922.169758,303162.070183,25311.867178,333779.221297,28111.229054
switching,phase_duration,5.0,engagement_g00_d10.0,5,304166.062985,200.958589,102.790088,2.000000,8192.000000,4096.000000,304266.542280,10606.027799,304367.021574,10675.895489,304567.980163,10815.948923
switching,phase_duration,5.0,engagement_g00_d2.0,5,305015.129993,29328.987059,106.392604,275.800000,1129676.800000,4096.000000,319679.623523,28229.095088,334344.117052,29632.728808,363673.104112,32463.803676
switching,phase_duration,5.0,engagement_g00_d5.0,5,323282.234856,12861.625351,106.353268,120.800000,494796.800000,4096.000000,329713.047532,19367.424618,336143.860208,19888.745112,349005.485559,20945.454149
switching,phase_duration,5.0,engagement_g05_d0.0,5,210663.738482,30149.378985,107.022477,281.600000,1153433.600000,4096.000000,225738.427974,17834.638738,240813.117467,19424.700309,270962.496452,22605.996455
switching,phase_duration,5.0,engagement_g05_d0.25,5,241402.442547,29925.492855,107.076980,279.400000,1144422.400000,4096.000000,256365.188974,20930.148830,271327.935402,22435.210040,301253.428257,25451.010550
switching,phase_duration,5.0,engagement_g05_d0.5,5,253253.400011,29840.862810,107.172893,278.400000,1140326.400000,4096.000000,268173.831416,21569.990040,283094.262821,23061.231594,312935.125630,26047.770151
switching,phase_duration,5.0,engagement_g05_d1.0,5,273367.145485,29718.277805,107.197372,277.200000,1135411.200000,4096.000000,288226.284387,23978.916356,303085.423290,25416.195481,332803.701095,28304.981315
switching,phase_duration,5.0,engagement_g05_d10.0,5,300368.646528,26.064192,65.160481,0.400000,1638.400000,4096.000000,300381.678624,7299.400362,300394.710721,7315.931554,300420.774913,7349.229026
switching,phase_duration,5.0,engagement_g05_d2.0,5,305933.958537,28496.657283,107.039439,266.200000,1090355.200000,4096.000000,320182.287178,27064.410618,334430.615820,28369.873323,362927.273103,30997.017590
switching,phase_duration,5.0,engagement_g05_d5.0,5,323856.438282,10477.195569,107.780661,97.000000,397312.000000,4096.000000,329095.036067,17139.578765,334333.633851,17711.075146,344810.829420,18873.000629
switching,phase_duration,5.0,naive_target_aware,5,203602.926749,31751.263925,106.537850,298.200000,1221427.200000,4096.000000,219478.558711,18152.428830,235354.190674,19773.966424,267105.454598,23019.259442
switching,phase_duration,5.0,nearest,5,291691.302420,1162.968080,99.087764,9.000000,36864.000000,4096.000000,292272.786460,11237.938326,292854.270500,11806.195815,294017.238579,13034.727926
switching,phase_duration,5.0,oracle_a0.5,5,20896.440655,40295.709171,39.090151,1032.600000,4229529.600000,4096.000000,41044.295241,1672.331030,61192.149826,2945.044914,101487.858997,5744.011528
switching,phase_duration,5.0,oracle_a1,5,30273.111431,25744.930101,31.429325,820.400000,3360358.400000,4096.000000,43145.576482,1902.218185,56018.041532,2318.762740,81762.971633,3463.184523
switching,phase_duration,5.0,oracle_a2,5,39935.062768,18867.115141,29.227246,648.000000,2654208.000000,4096.000000,49368.620339,2272.444166,58802.177909,2553.581419,77669.293049,3358.651102
switching,phase_duration,5.0,static,5,299881.605454,0.000000,,0.000000,0.000000,,299881.605454,6730.013244,299881.605454,6730.013244,299881.605454,6730.013244
switching,phase_duration,10.0,engagement_g00_d0.0,5,129847.001114,16168.768189,105.865432,152.600000,625049.600000,4096.000000,137931.385209,11345.029201,146015.769303,12328.188217,162184.537492,14304.466523
switching,phase_duration,10.0,engagement_g00_d0.25,5,150451.392176,15912.024870,105.788496,150.400000,616038.400000,4096.000000,158407.404611,13936.325555,166363.417046,14841.039294,182275.441915,16656.479397
switching,phase_duration,10.0,engagement_g00_d0.5,5,157141.920289,15902.832757,105.867574,150.200000,615219.200000,4096.000000,165093.336668,13754.868196,173044.753046,14654.304135,188947.585803,16461.032668
switching,phase_duration,10.0,engagement_g00_d1.0,5,169772.571795,15910.708593,106.071391,150.000000,614400.000000,4096.000000,177727.926091,14500.196574,185683.280387,15399.013387,201593.988980,17205.430257
switching,phase_duration,10.0,engagement_g00_d10.0,5,324821.631058,6067.057327,107.206456,56.800000,232652.800000,4096.000000,327855.159721,15922.763634,330888.688385,16081.095876,336955.745712,16403.747471
switching,phase_duration,10.0,engagement_g00_d2.0,5,196179.156902,15876.847866,106.150727,149.600000,612761.600000,4096.000000,204117.580835,16588.533692,212056.004768,17468.518804,227932.852634,19237.592736
switching,phase_duration,10.0,engagement_g00_d5.0,5,272434.883257,15731.110143,106.054777,148.400000,607846.400000,4096.000000,280300.438328,24375.414395,288165.993400,25256.152059,303897.103543,27019.785295
switching,phase_duration,10.0,engagement_g05_d0.0,5,132554.741080,16005.941829,105.646441,151.400000,620134.400000,4096.000000,140557.711995,11839.630076,148560.682909,12797.012652,164566.624739,14729.078161
switching,phase_duration,10.0,engagement_g05_d0.25,5,150795.939950,15883.412639,105.861356,150.000000,614400.000000,4096.000000,158737.646269,14244.651772,166679.352588,15189.437310,182562.765227,17085.987540
switching,phase_duration,10.0,engagement_g05_d0.5,5,157358.392398,15874.220526,105.940433,149.800000,613580.800000,4096.000000,165295.502661,14272.769632,173232.612923,15210.852460,189106.833449,17096.215029
switching,phase_duration,10.0,engagement_g05_d1.0,5,169807.359703,15874.220526,105.940433,149.800000,613580.800000,4096.000000,177744.469966,14849.653648,185681.580228,15785.881679,201555.800754,17667.827560
switching,phase_duration,10.0,engagement_g05_d10.0,5,323105.665552,5062.070105,105.297396,48.200000,197427.200000,4096.000000,325636.700605,12041.271729,328167.735657,12100.747440,333229.805763,12250.391531
switching,phase_duration,10.0,engagement_g05_d2.0,5,196013.295710,15840.359799,106.019770,149.400000,611942.400000,4096.000000,203933.475610,16948.614105,211853.655509,17867.174210,227694.015309,19713.789105
switching,phase_duration,10.0,engagement_g05_d5.0,5,271908.849128,15571.545217,105.699702,147.400000,603750.400000,4096.000000,279694.621737,24383.658515,287480.394345,25263.497496,303051.939563,27024.538105
switching,phase_duration,10.0,naive_target_aware,5,129847.001114,16168.768189,105.865432,152.600000,625049.600000,4096.000000,137931.385209,11345.029201,146015.769303,12328.188217,162184.537492,14304.466523
switching,phase_duration,10.0,nearest,5,284637.559359,1162.968080,99.087764,9.000000,36864.000000,4096.000000,285219.043399,12577.184444,285800.527439,12948.503730,286963.495518,13818.392754
switching,phase_duration,10.0,oracle_a0.5,5,20454.244568,32500.802424,37.161441,876.000000,3588096.000000,4096.000000,36704.645780,2303.182107,52955.046992,3437.579411,85455.849416,5728.640161
switching,phase_duration,10.0,oracle_a1,5,29642.699129,18387.448102,29.261073,630.800000,2583756.800000,4096.000000,38836.423180,2579.403649,48030.147231,2770.545203,66417.595333,3185.796884
switching,phase_duration,10.0,oracle_a2,5,38296.585237,12228.090146,27.098477,454.600000,1862041.600000,4096.000000,44410.630310,2900.530045,50524.675383,2853.788862,62752.765529,2868.971872
switching,phase_duration,10.0,static,5,293296.045551,0.000000,,0.000000,0.000000,,293296.045551,9110.478422,293296.045551,9110.478422,293296.045551,9110.478422
switching,phase_duration,20.0,engagement_g00_d0.0,5,89173.603307,8110.281497,105.566006,76.800000,314572.800000,4096.000000,93228.744055,6399.565472,97283.884804,6866.192388,105394.166301,7805.481971
switching,phase_duration,20.0,engagement_g00_d0.25,5,99357.289736,7968.749600,105.672993,75.400000,308838.400000,4096.000000,103341.664536,7468.514670,107326.039336,7921.562319,115294.788936,8829.071154
switching,phase_duration,20.0,engagement_g00_d0.5,5,102458.400580,7959.557487,105.828359,75.200000,308019.200000,4096.000000,106438.179323,7812.176722,110417.958067,8262.660540,118377.515554,9165.872609
switching,phase_duration,20.0,engagement_g00_d1.0,5,108470.913443,7967.433323,106.232444,75.000000,307200.000000,4096.000000,112454.630105,7885.884896,116438.346766,8333.296827,124405.780090,9232.173331
switching,phase_duration,20.0,engagement_g00_d10.0,5,228348.615462,7938.137584,106.145132,74.800000,306380.800000,4096.000000,232317.684253,19935.829456,236286.753045,20382.377986,244224.890629,21275.955725
switching,phase_duration,20.0,engagement_g00_d2.0,5,121523.280575,7938.137584,106.145132,74.800000,306380.800000,4096.000000,125492.349367,9203.884854,129461.418158,9621.436873,137399.555742,10464.704333
switching,phase_duration,20.0,engagement_g00_d5.0,5,161230.592156,7938.137584,106.145132,74.800000,306380.800000,4096.000000,165199.660948,12712.860852,169168.729740,13147.622560,177106.867323,14020.098498
switching,phase_duration,20.0,engagement_g05_d0.0,5,90638.000696,8044.821306,105.544347,76.200000,312115.200000,4096.000000,94660.411349,6768.908075,98682.822002,7224.608640,106727.643307,8142.715917
switching,phase_duration,20.0,engagement_g05_d0.25,5,99619.770106,7976.625436,106.077078,75.200000,308019.200000,4096.000000,103608.082824,7519.243451,107596.395542,7974.645153,115573.020978,8887.079158
switching,phase_duration,20.0,engagement_g05_d0.5,5,102726.107083,7967.433323,106.232444,75.000000,307200.000000,4096.000000,106709.823745,7996.778509,110693.540407,8448.462448,118660.973730,9354.597676
switching,phase_duration,20.0,engagement_g05_d1.0,5,108564.214584,7967.433323,106.232444,75.000000,307200.000000,4096.000000,112547.931245,7884.297946,116531.647907,8332.065743,124499.081230,9231.550682
switching,phase_duration,20.0,engagement_g05_d10.0,5,228356.894295,7938.137584,106.145132,74.800000,306380.800000,4096.000000,232325.963086,19941.865142,236295.031878,20388.459229,244233.169462,21282.122207
switching,phase_duration,20.0,engagement_g05_d2.0,5,121523.280575,7938.137584,106.145132,74.800000,306380.800000,4096.000000,125492.349367,9203.884854,129461.418158,9621.436873,137399.555742,10464.704333
switching,phase_duration,20.0,engagement_g05_d5.0,5,161230.592156,7938.137584,106.145132,74.800000,306380.800000,4096.000000,165199.660948,12712.860852,169168.729740,13147.622560,177106.867323,14020.098498
switching,phase_duration,20.0,naive_target_aware,5,89173.603307,8110.281497,105.566006,76.800000,314572.800000,4096.000000,93228.744055,6399.565472,97283.884804,6866.192388,105394.166301,7805.481971
switching,phase_duration,20.0,nearest,5,284707.487553,1162.968080,99.087764,9.000000,36864.000000,4096.000000,285288.971593,5423.364987,285870.455633,5516.951516,287033.423713,6067.318632
switching,phase_duration,20.0,oracle_a0.5,5,19500.390746,28447.400661,36.577751,778.800000,3189964.800000,4096.000000,33724.091076,1735.392119,47947.791406,2638.698164,76395.192067,4518.266871
switching,phase_duration,20.0,oracle_a1,5,28424.914773,14533.572882,27.871775,523.200000,2143027.200000,4096.000000,35691.701214,1922.370879,42958.487655,2165.003569,57492.060537,2742.820165
switching,phase_duration,20.0,oracle_a2,5,37482.731734,8109.262311,23.939956,342.800000,1404108.800000,4096.000000,41537.362889,2222.977901,45591.994045,2327.936538,53701.256356,2543.833026
switching,phase_duration,20.0,static,5,294439.198632,0.000000,,0.000000,0.000000,,294439.198632,12334.397558,294439.198632,12334.397558,294439.198632,12334.397558
switching,phase_duration,40.0,engagement_g00_d0.0,5,70460.173723,4210.103141,101.487543,41.400000,169574.400000,4096.000000,72565.225293,5925.117043,74670.276864,6228.043919,78880.380004,6842.390122
switching,phase_duration,40.0,engagement_g00_d0.25,5,75952.958733,4115.435003,101.785557,40.400000,165478.400000,4096.000000,78010.676234,6601.406395,80068.393735,6883.425252,84183.828738,7452.269165
switching,phase_duration,40.0,engagement_g00_d0.5,5,77507.505524,4106.242890,102.066494,40.200000,164659.200000,4096.000000,79560.626968,6748.042308,81613.748413,7029.267157,85719.991303,7596.485327
switching,phase_duration,40.0,engagement_g00_d1.0,5,80858.033011,4114.118726,102.852968,40.000000,163840.000000,4096.000000,82915.092374,7456.060092,84972.151737,7736.307369,89086.270462,8302.687214
switching,phase_duration,40.0,engagement_g00_d10.0,5,143909.872357,4084.822986,102.726657,39.800000,163020.800000,4096.000000,145952.283850,14822.722999,147994.695343,15105.279135,152079.518329,15670.801795
switching,phase_duration,40.0,engagement_g00_d2.0,5,87730.471901,4084.822986,102.726657,39.800000,163020.800000,4096.000000,89772.883394,8521.187010,91815.294887,8771.435899,95900.117873,9278.194700
switching,phase_duration,40.0,engagement_g00_d5.0,5,108471.386444,4084.822986,102.726657,39.800000,163020.800000,4096.000000,110513.797937,10427.317864,112556.209430,10688.034108,116641.032416,11213.215126
switching,phase_duration,40.0,engagement_g05_d0.0,5,71263.025934,4191.506708,101.606274,41.200000,168755.200000,4096.000000,73358.779288,6374.713626,75454.532642,6652.504096,79646.039351,7218.918287
switching,phase_duration,40.0,engagement_g05_d0.25,5,76208.944184,4123.310839,102.572031,40.200000,164659.200000,4096.000000,78270.599603,6954.774489,80332.255023,7242.646319,84455.565861,7823.076325
switching,phase_duration,40.0,engagement_g05_d0.5,5,77787.462919,4114.118726,102.852968,40.000000,163840.000000,4096.000000,79844.522281,7225.378982,81901.581644,7511.282459,86015.700370,8087.942492
switching,phase_duration,40.0,engagement_g05_d1.0,5,80956.959161,4114.118726,102.852968,40.000000,163840.000000,4096.000000,83014.018524,7647.627355,85071.077886,7927.028386,89185.196612,8491.752048
switching,phase_duration,40.0,engagement_g05_d10.0,5,143919.930628,4084.822986,102.726657,39.800000,163020.800000,4096.000000,145962.342121,14818.885063,148004.753614,15101.504471,152089.576600,15667.146922
switching,phase_duration,40.0,engagement_g05_d2.0,5,87730.471901,4084.822986,102.726657,39.800000,163020.800000,4096.000000,89772.883394,8521.187010,91815.294887,8771.435899,95900.117873,9278.194700
switching,phase_duration,40.0,engagement_g05_d5.0,5,108471.386444,4084.822986,102.726657,39.800000,163020.800000,4096.000000,110513.797937,10427.317864,112556.209430,10688.034108,116641.032416,11213.215126
switching,phase_duration,40.0,naive_target_aware,5,70460.173723,4210.103141,101.487543,41.400000,169574.400000,4096.000000,72565.225293,5925.117043,74670.276864,6228.043919,78880.380004,6842.390122
switching,phase_duration,40.0,nearest,5,275799.743326,1162.968080,99.087764,9.000000,36864.000000,4096.000000,276381.227366,17501.249094,276962.711406,17859.887031,278125.679486,18672.630332
switching,phase_duration,40.0,oracle_a0.5,5,19492.632883,27318.631959,36.545173,748.000000,3063808.000000,4096.000000,33151.948862,1953.965703,46811.264842,3072.073000,74129.896801,5318.625936
switching,phase_duration,40.0,oracle_a1,5,28645.273334,12858.599205,26.736788,482.400000,1975910.400000,4096.000000,35074.572936,2102.520502,41503.872539,2549.498883,54362.471743,3454.758140
switching,phase_duration,40.0,oracle_a2,5,38244.120975,6047.388513,22.419107,271.600000,1112473.600000,4096.000000,41267.815231,2781.298940,44291.509488,2860.455764,50338.898001,3044.781972
switching,phase_duration,40.0,static,5,288473.653293,0.000000,,0.000000,0.000000,,288473.653293,18932.187950,288473.653293,18932.187950,288473.653293,18932.187950
switching,phase_duration,80.0,engagement_g00_d0.0,5,60295.242534,2090.942575,97.394494,21.400000,87654.400000,4096.000000,61340.713821,4681.431361,62386.185109,4833.166744,64477.127683,5141.805769
switching,phase_duration,80.0,engagement_g00_d0.25,5,63015.991210,1996.274437,97.666647,20.400000,83558.400000,4096.000000,64014.128428,4645.848970,65012.265647,4779.844743,67008.540083,5051.965637
switching,phase_duration,80.0,engagement_g00_d0.5,5,63784.050688,1987.082324,98.207088,20.200000,82739.200000,4096.000000,64777.591850,4880.556327,65771.133012,5017.188617,67758.215336,5293.710832
switching,phase_duration,80.0,engagement_g00_d1.0,5,65571.872602,1994.958160,99.747908,20.000000,81920.000000,4096.000000,66569.351682,5499.279757,67566.830762,5638.978619,69561.788921,5921.950077
switching,phase_duration,80.0,engagement_g00_d10.0,5,95862.628107,1965.662420,99.494521,19.800000,81100.800000,4096.000000,96845.459317,8728.478923,97828.290527,8858.657003,99793.952947,9119.801689
switching,phase_duration,80.0,engagement_g00_d2.0,5,69136.403517,1965.662420,99.494521,19.800000,81100.800000,4096.000000,70119.234728,6029.147439,71102.065937,6144.914652,73067.728357,6379.243711
switching,phase_duration,80.0,engagement_g00_d5.0,5,78989.689518,1965.662420,99.494521,19.800000,81100.800000,4096.000000,79972.520728,6297.425135,80955.351938,6422.706862,82921.014358,6674.909993
switching,phase_duration,80.0,engagement_g05_d0.0,5,60686.387513,2072.346142,97.591954,21.200000,86835.200000,4096.000000,61722.560585,4947.557812,62758.733655,5078.676866,64831.079798,5346.721330
switching,phase_duration,80.0,engagement_g05_d0.25,5,63155.571648,2004.150273,99.207467,20.200000,82739.200000,4096.000000,64157.646784,4780.139814,65159.721920,4923.436279,67163.872193,5213.759062
switching,phase_duration,80.0,engagement_g05_d0.5,5,63946.473760,1994.958160,99.747908,20.000000,81920.000000,4096.000000,64943.952840,5150.259034,65941.431919,5295.075661,67936.390079,5587.714323
switching,phase_duration,80.0,engagement_g05_d1.0,5,65571.872602,1994.958160,99.747908,20.000000,81920.000000,4096.000000,66569.351682,5499.279757,67566.830762,5638.978619,69561.788921,5921.950077
switching,phase_duration,80.0,engagement_g05_d10.0,5,95889.321089,1965.662420,99.494521,19.800000,81100.800000,4096.000000,96872.152299,8718.308203,97854.983509,8848.718658,99820.645929,9110.308974
switching,phase_duration,80.0,engagement_g05_d2.0,5,69136.403517,1965.662420,99.494521,19.800000,81100.800000,4096.000000,70119.234728,6029.147439,71102.065937,6144.914652,73067.728357,6379.243711
switching,phase_duration,80.0,engagement_g05_d5.0,5,78989.689518,1965.662420,99.494521,19.800000,81100.800000,4096.000000,79972.520728,6297.425135,80955.351938,6422.706862,82921.014358,6674.909993
switching,phase_duration,80.0,naive_target_aware,5,60295.242534,2090.942575,97.394494,21.400000,87654.400000,4096.000000,61340.713821,4681.431361,62386.185109,4833.166744,64477.127683,5141.805769
switching,phase_duration,80.0,nearest,5,273837.612371,1162.968080,99.087764,9.000000,36864.000000,4096.000000,274419.096411,30689.104187,275000.580451,30645.355479,276163.548530,30628.403070
switching,phase_duration,80.0,oracle_a0.5,5,19585.810182,25941.457973,35.079496,739.400000,3028582.400000,4096.000000,32556.539169,1926.717977,45527.268156,2983.981122,71468.726129,5117.513354
switching,phase_duration,80.0,oracle_a1,5,28591.287457,11926.129438,25.312183,472.600000,1935769.600000,4096.000000,34554.352177,2278.644138,40517.416896,2370.204050,52443.546334,2556.506213
switching,phase_duration,80.0,oracle_a2,5,37923.104083,5335.608875,20.373588,263.000000,1077248.000000,4096.000000,40590.908521,2272.610061,43258.712958,2359.203189,48594.321833,2605.092812
switching,phase_duration,80.0,static,5,289189.246209,0.000000,,0.000000,0.000000,,289189.246209,32772.716479,289189.246209,32772.716479,289189.246209,32772.716479
