sweep,knob_name,knob_value,seed,policy_id,total_requests,migration_count,total_served_ms,total_migration_rtt_ms,mean_migration_rtt_ms,migration_bytes_total,mean_migration_bytes_per_migration,combined_ms_alpha0.5,combined_ms_alpha1,combined_ms_alpha2
ambiguity,dominant_peer_ratio,0.85,17,engagement_g00_d5.0,2945,149,283646.032039,17321.042556,116.248608,610304,4096.000000,292306.553317,300967.074595,318288.117151
ambiguity,dominant_peer_ratio,0.85,17,engagement_g00_d10.0,2945,49,285313.678140,4662.613692,95.155381,200704,4096.000000,287644.984986,289976.291832,294638.905524
ambiguity,dominant_peer_ratio,0.85,17,engagement_g05_d0.0,2945,152,135457.833244,17692.740993,116.399612,622592,4096.000000,144304.203741,153150.574237,170843.315230
ambiguity,dominant_peer_ratio,0.85,17,engagement_g05_d0.25,2945,151,154863.877107,17650.348849,116.889727,618496,4096.000000,163689.051532,172514.225956,190164.574805
ambiguity,dominant_peer_ratio,0.85,17,engagement_g05_d0.5,2945,150,161336.359345,17423.874319,116.159162,614400,4096.000000,170048.296505,178760.233664,196184.107983
ambiguity,dominant_peer_ratio,0.85,17,engagement_g05_d1.0,2945,150,171842.301678,17423.874319,116.159162,614400,4096.000000,180554.238838,189266.175997,206690.050316
ambiguity,dominant_peer_ratio,0.85,17,engagement_g05_d2.0,2945,150,201087.717422,17423.874319,116.159162,614400,4096.000000,209799.654582,218511.591741,235935.466060
ambiguity,dominant_peer_ratio,0.85,17,engagement_g05_d5.0,2945,149,283646.032039,17321.042556,116.248608,610304,4096.000000,292306.553317,300967.074595,318288.117151
ambiguity,dominant_peer_ratio,0.85,17,engagement_g05_d10.0,2945,43,278331.797944,4123.089683,95.885807,176128,4096.000000,280393.342785,282454.887627,286577.977310
ambiguity,dominant_peer_ratio,0.85,17,oracle_a1,2945,641,28221.697229,18460.485047,28.799509,2625536,4096.000000,37451.939753,46682.182276,65142.667323
ambiguity,dominant_peer_ratio,0.85,17,oracle_a0.5,2945,864,19645.062069,32066.363498,37.113847,3538944,4096.000000,35678.243818,51711.425567,83777.789065
ambiguity,dominant_peer_ratio,0.85,17,oracle_a2,2945,451,36601.689297,12058.608085,26.737490,1847296,4096.000000,42630.993340,48660.297382,60718.905467
ambiguity,dominant_peer_ratio,0.85,18,static,3040,0,308474.183136,0.000000,,0,,308474.183136,308474.183136,308474.183136
ambiguity,dominant_peer_ratio,0.85,18,nearest,3040,40,308367.341103,6346.862802,158.671570,163840,4096.000000,311540.772504,314714.203905,321061.066707
ambiguity,dominant_peer_ratio,0.85,18,naive_target_aware,3040,150,132617.284592,17131.090577,114.207271,614400,4096.000000,141182.829880,149748.375169,166879.465746
ambiguity,dominant_peer_ratio,0.85,18,engagement_g00_d0.0,3040,150,132617.284592,17131.090577,114.207271,614400,4096.000000,141182.829880,149748.375169,166879.465746
ambiguity,dominant_peer_ratio,0.85,18,engagement_g00_d0.25,3040,149,154459.321851,16968.534775,113.882784,610304,4096.000000,162943.589239,171427.856626,188396.391401
ambiguity,dominant_peer_ratio,0.85,18,engagement_g00_d0.5,3040,149,162505.210517,16968.534775,113.882784,610304,4096.000000,170989.477905,179473.745292,196442.280067
ambiguity,dominant_peer_ratio,0.85,18,engagement_g00_d1.0,3040,149,176679.706590,16968.534775,113.882784,610304,4096.000000,185163.973977,193648.241365,210616.776140
ambiguity,dominant_peer_ratio,0.85,18,engagement_g00_d2.0,3040,149,208474.804812,16968.534775,113.882784,610304,4096.000000,216959.072200,225443.339587,242411.874362
ambiguity,dominant_peer_ratio,0.85,18,engagement_g00_d5.0,3040,145,288529.698625,16578.666936,114.335634,593920,4096.000000,296819.032093,305108.365561,321687.032497
ambiguity,dominant_peer_ratio,0.85,18,engagement_g00_d10.0,3040,56,336537.726084,6436.646697,114.940120,229376,4096.000000,339756.049432,342974.372781,349411.019478
ambiguity,dominant_peer_ratio,0.85,18,engagement_g05_d0.0,3040,150,135995.724506,17131.090577,114.207271,614400,4096.000000,144561.269794,153126.815083,170257.905660
ambiguity,dominant_peer_ratio,0.85,18,engagement_g05_d0.25,3040,149,155157.272151,16968.534775,113.882784,610304,4096.000000,163641.539539,172125.806926,189094.341701
ambiguity,dominant_peer_ratio,0.85,18,engagement_g05_d0.5,3040,149,163106.838871,16968.534775,113.882784,610304,4096.000000,171591.106259,180075.373646,197043.908421
ambiguity,dominant_peer_ratio,0.85,18,engagement_g05_d1.0,3040,149,176732.907937,16968.534775,113.882784,610304,4096.000000,185217.175324,193701.442712,210669.977487
ambiguity,dominant_peer_ratio,0.85,18,engagement_g05_d2.0,3040,149,208528.006159,16968.534775,113.882784,610304,4096.000000,217012.273547,225496.540934,242465.075709
ambiguity,dominant_peer_ratio,0.85,18,engagement_g05_d5.0,3040,145,288529.698625,16578.666936,114.335634,593920,4096.000000,296819.032093,305108.365561,321687.032497
ambiguity,dominant_peer_ratio,0.85,18,engagement_g05_d10.0,3040,47,335961.387427,5210.277798,110.856974,192512,4096.000000,338566.526326,341171.665225,346381.943023
ambiguity,dominant_peer_ratio,0.85,18,oracle_a1,3040,642,27754.983176,16746.605219,26.085055,2629632,4096.000000,36128.285785,44501.588395,61248.193614
ambiguity,dominant_peer_ratio,0.85,18,oracle_a0.5,3040,902,19640.935500,29687.043650,32.912465,3694592,4096.000000,34484.457325,49327.979150,79015.022800
ambiguity,dominant_peer_ratio,0.85,18,oracle_a2,3040,487,35162.795511,11374.248610,23.355747,1994752,4096.000000,40849.919816,46537.044121,57911.292731
ambiguity,dominant_peer_ratio,0.85,19,static,2979,0,322124.894161,0.000000,,0,,322124.894161,322124.894161,322124.894161
ambiguity,dominant_peer_ratio,0.85,19,nearest,2979,16,307580.264552,686.408051,42.900503,65536,4096.000000,307923.468577,308266.672603,308953.080654
ambiguity,dominant_peer_ratio,0.85,19,naive_target_aware,2979,150,145277.138459,19266.221207,128.441475,614400,4096.000000,154910.249062,164543.359666,183809.580873
ambiguity,dominant_peer_ratio,0.85,19,engagement_g00_d0.0,2979,150,145277.138459,19266.221207,128.441475,614400,4096.000000,154910.249062,164543.359666,183809.580873
ambiguity,dominant_peer_ratio,0.85,19,engagement_g00_d0.25,2979,149,169461.294499,19209.470699,128.922622,610304,4096.000000,179066.029848,188670.765198,207880.235897
ambiguity,dominant_peer_ratio,0.85,19,engagement_g00_d0.5,2979,149,177574.916521,19209.470699,128.922622,610304,4096.000000,187179.651870,196784.387220,215993.857919
ambiguity,dominant_peer_ratio,0.85,19,engagement_g00_d1.0,2979,149,192705.646882,19209.470699,128.922622,610304,4096.000000,202310.382231,211915.117581,231124.588280
ambiguity,dominant_peer_ratio,0.85,19,engagement_g00_d2.0,2979,149,226611.907738,19209.470699,128.922622,610304,4096.000000,236216.643087,245821.378437,265030.849136
ambiguity,dominant_peer_ratio,0.85,19,engagement_g00_d5.0,2979,148,318617.460629,19243.916315,130.026462,606208,4096.000000,328239.418786,337861.376944,357105.293259
ambiguity,dominant_peer_ratio,0.85,19,engagement_g00_d10.0,2979,61,327922.745101,6268.424100,102.761051,249856,4096.000000,331056.957151,334191.169201,340459.593301
ambiguity,dominant_peer_ratio,0.85,19,engagement_g05_d0.0,2979,150,149675.133541,19266.221207,128.441475,614400,4096.000000,159308.244144,168941.354748,188207.575955
ambiguity,dominant_peer_ratio,0.85,19,engagement_g05_d0.25,2979,149,170034.251316,19209.470699,128.922622,610304,4096.000000,179638.986665,189243.722015,208453.192714
ambiguity,dominant_peer_ratio,0.85,19,engagement_g05_d0.5,2979,149,178057.884794,19209.470699,128.922622,610304,4096.000000,187662.620143,197267.355493,216476.826192
ambiguity,dominant_peer_ratio,0.85,19,engagement_g05_d1.0,2979,149,193083.667880,19209.470699,128.922622,610304,4096.000000,202688.403229,212293.138579,231502.609278
ambiguity,dominant_peer_ratio,0.85,19,engagement_g05_d2.0,2979,149,226701.896282,19209.470699,128.922622,610304,4096.000000,236306.631631,245911.366981,265120.837680
ambiguity,dominant_peer_ratio,0.85,19,engagement_g05_d5.0,2979,148,318617.460629,19243.916315,130.026462,606208,4096.000000,328239.418786,337861.376944,357105.293259
ambiguity,dominant_peer_ratio,0.85,19,engagement_g05_d10.0,2979,51,305208.656438,5023.452881,98.499076,208896,4096.000000,307720.382878,310232.109319,315255.562200
ambiguity,dominant_peer_ratio,0.85,19,oracle_a1,2979,724,27341.853184,18782.322444,25.942434,2965504,4096.000000,36733.014406,46124.175628,64906.498072
ambiguity,dominant_peer_ratio,0.85,19,oracle_a0.5,2979,920,19984.430126,30549.642203,33.206133,3768320,4096.000000,35259.251227,50534.072329,81083.714532
ambiguity,dominant_peer_ratio,0.85,19,oracle_a2,2979,532,35931.812574,12578.976334,23.644692,2179072,4096.000000,42221.300741,48510.788908,61089.765242
ambiguity,dominant_peer_ratio,0.85,20,static,3045,0,322069.397915,0.000000,,0,,322069.397915,322069.397915,322069.397915
ambiguity,dominant_peer_ratio,0.85,20,nearest,3045,33,311631.988480,2949.911125,89.391246,135168,4096.000000,313106.944042,314581.899605,317531.810730
ambiguity,dominant_peer_ratio,0.85,20,naive_target_aware,3045,154,130916.950691,16599.196536,107.786990,630784,4096.000000,139216.548959,147516.147227,164115.343763
ambiguity,dominant_peer_ratio,0.85,20,engagement_g00_d0.0,3045,154,130916.950691,16599.196536,107.786990,630784,4096.000000,139216.548959,147516.147227,164115.343763
ambiguity,dominant_peer_ratio,0.85,20,engagement_g00_d0.25,3045,150,151258.002991,15844.393118,105.629287,614400,4096.000000,159180.199550,167102.396109,182946.789227
ambiguity,dominant_peer_ratio,0.85,20,engagement_g00_d0.5,3045,150,157567.330342,15844.393118,105.629287,614400,4096.000000,165489.526901,173411.723460,189256.116578
ambiguity,dominant_peer_ratio,0.85,20,engagement_g00_d1.0,3045,150,171521.991155,15844.393118,105.629287,614400,4096.000000,179444.187714,187366.384273,203210.777391
ambiguity,dominant_peer_ratio,0.85,20,engagement_g00_d2.0,3045,150,202206.895076,15844.393118,105.629287,614400,4096.000000,210129.091635,218051.288194,233895.681312
ambiguity,dominant_peer_ratio,0.85,20,engagement_g00_d5.0,3045,149,278176.695691,15796.214411,106.014862,610304,4096.000000,286074.802897,293972.910102,309769.124513
ambiguity,dominant_peer_ratio,0.85,20,engagement_g00_d10.0,3045,49,331427.771486,5154.218025,105.188123,200704,4096.000000,334004.880499,336581.989511,341736.207536
ambiguity,dominant_peer_ratio,0.85,20,engagement_g05_d0.0,3045,152,134324.857814,16225.611452,106.747444,622592,4096.000000,142437.663540,150550.469266,166776.080718
ambiguity,dominant_peer_ratio,0.85,20,engagement_g05_d0.25,3045,150,151819.127650,15844.393118,105.629287,614400,4096.000000,159741.324209,167663.520768,183507.913886
ambiguity,dominant_peer_ratio,0.85,20,engagement_g05_d0.5,3045,150,157980.453773,15844.393118,105.629287,614400,4096.000000,165902.650332,173824.846891,189669.240009
ambiguity,dominant_peer_ratio,0.85,20,engagement_g05_d1.0,3045,150,171603.021993,15844.393118,105.629287,614400,4096.000000,179525.218552,187447.415111,203291.808229
ambiguity,dominant_peer_ratio,0.85,20,engagement_g05_d2.0,3045,150,202343.976653,15844.393118,105.629287,614400,4096.000000,210266.173212,218188.369771,234032.762889
ambiguity,dominant_peer_ratio,0.85,20,engagement_g05_d5.0,3045,148,278745.369785,15747.297329,106.400658,606208,4096.000000,286619.018450,294492.667114,310239.964443
ambiguity,dominant_peer_ratio,0.85,20,engagement_g05_d10.0,3045,42,325073.646977,4095.480647,97.511444,172032,4096.000000,327121.387301,329169.127624,333264.608271
ambiguity,dominant_peer_ratio,0.85,20,oracle_a1,3045,601,32357.728617,20110.644243,33.461970,2461696,4096.000000,42413.050739,52468.372860,72579.017103
ambiguity,dominant_peer_ratio,0.85,20,oracle_a0.5,3045,889,20828.597171,37927.149075,42.662710,3641344,4096.000000,39792.171709,58755.746246,96682.895321
ambiguity,dominant_peer_ratio,0.85,20,oracle_a2,3045,414,41781.776495,13203.733541,31.893076,1695744,4096.000000,48383.643265,54985.510036,68189.243577
ambiguity,dominant_peer_ratio,0.85,21,static,3058,0,337742.927446,0.000000,,0,,337742.927446,337742.927446,337742.927446
ambiguity,dominant_peer_ratio,0.85,21,nearest,3058,22,298733.365953,1493.935382,67.906154,90112,4096.000000,299480.333644,300227.301335,301721.236717
ambiguity,dominant_peer_ratio,0.85,21,naive_target_aware,3058,149,139472.248596,18019.351717,120.935246,610304,4096.000000,148481.924454,157491.600313,175510.952030
ambiguity,dominant_peer_ratio,0.85,21,engagement_g00_d0.0,3058,149,139472.248596,18019.351717,120.935246,610304,4096.000000,148481.924454,157491.600313,175510.952030
ambiguity,dominant_peer_ratio,0.85,21,engagement_g00_d0.25,3058,149,161137.687678,18019.351717,120.935246,610304,4096.000000,170147.363536,179157.039395,197176.391112
ambiguity,dominant_peer_ratio,0.85,21,engagement_g00_d0.5,3058,149,169295.298525,18019.351717,120.935246,610304,4096.000000,178304.974383,187314.650242,205334.001959
ambiguity,dominant_peer_ratio,0.85,21,engagement_g00_d1.0,3058,149,185433.442279,18019.351717,120.935246,610304,4096.000000,194443.118137,203452.793996,221472.145713
ambiguity,dominant_peer_ratio,0.85,21,engagement_g00_d2.0,3058,149,215082.908776,18019.351717,120.935246,610304,4096.000000,224092.584635,233102.260493,251121.612210
ambiguity,dominant_peer_ratio,0.85,21,engagement_g00_d5.0,3058,148,309324.433040,17886.308445,120.853435,606208,4096.000000,318267.587263,327210.741485,345097.049930
ambiguity,dominant_peer_ratio,0.85,21,engagement_g00_d10.0,3058,58,345136.298417,5862.785422,101.082507,237568,4096.000000,348067.691128,350999.083839,356861.869261
ambiguity,dominant_peer_ratio,0.85,21,engagement_g05_d0.0,3058,149,142767.663886,18019.351717,120.935246,610304,4096.000000,151777.339744,160787.015603,178806.367320
ambiguity,dominant_peer_ratio,0.85,21,engagement_g05_d0.25,3058,149,161427.080356,18019.351717,120.935246,610304,4096.000000,170436.756214,179446.432073,197465.783790
ambiguity,dominant_peer_ratio,0.85,21,engagement_g05_d0.5,3058,149,169389.621160,18019.351717,120.935246,610304,4096.000000,178399.297018,187408.972877,205428.324594
ambiguity,dominant_peer_ratio,0.85,21,engagement_g05_d1.0,3058,149,185433.442279,18019.351717,120.935246,610304,4096.000000,194443.118137,203452.793996,221472.145713
ambiguity,dominant_peer_ratio,0.85,21,engagement_g05_d2.0,3058,149,215082.908776,18019.351717,120.935246,610304,4096.000000,224092.584635,233102.260493,251121.612210
ambiguity,dominant_peer_ratio,0.85,21,engagement_g05_d5.0,3058,147,308028.356169,17683.648068,120.296926,602112,4096.000000,316870.180203,325712.004237,343395.652305
ambiguity,dominant_peer_ratio,0.85,21,engagement_g05_d10.0,3058,51,336995.238386,4870.877472,95.507401,208896,4096.000000,339430.677122,341866.115858,346736.993330
ambiguity,dominant_peer_ratio,0.85,21,oracle_a1,3058,633,28926.976400,19413.325195,30.668760,2592768,4096.000000,38633.638997,48340.301595,67753.626790
ambiguity,dominant_peer_ratio,0.85,21,oracle_a0.5,3058,833,20622.049536,32249.086172,38.714389,3411968,4096.000000,36746.592622,52871.135708,85120.221880
ambiguity,dominant_peer_ratio,0.85,21,oracle_a2,3058,453,38875.809754,12312.759602,27.180485,1855488,4096.000000,45032.189555,51188.569356,63501.328958
ambiguity,dominant_peer_ratio,0.85,22,static,3009,0,298020.799009,0.000000,,0,,298020.799009,298020.799009,298020.799009
ambiguity,dominant_peer_ratio,0.85,22,nearest,3009,6,292615.637256,591.783727,98.630621,24576,4096.000000,292911.529120,293207.420983,293799.204710
ambiguity,dominant_peer_ratio,0.85,22,naive_target_aware,3009,152,127219.905165,16336.243867,107.475289,622592,4096.000000,135388.027098,143556.149032,159892.392899
ambiguity,dominant_peer_ratio,0.85,22,engagement_g00_d0.0,3009,152,127219.905165,16336.243867,107.475289,622592,4096.000000,135388.027098,143556.149032,159892.392899
ambiguity,dominant_peer_ratio,0.85,22,engagement_g00_d0.25,3009,150,148328.822955,16117.133211,107.447555,614400,4096.000000,156387.389560,164445.956166,180563.089377
ambiguity,dominant_peer_ratio,0.85,22,engagement_g00_d0.5,3009,150,156092.942880,16117.133211,107.447555,614400,4096.000000,164151.509486,172210.076091,188327.209302
ambiguity,dominant_peer_ratio,0.85,22,engagement_g00_d1.0,3009,150,170338.108156,16117.133211,107.447555,614400,4096.000000,178396.674761,186455.241367,202572.374578
ambiguity,dominant_peer_ratio,0.85,22,engagement_g00_d2.0,3009,150,199353.216497,16117.133211,107.447555,614400,4096.000000,207411.783102,215470.349708,231587.482919
ambiguity,dominant_peer_ratio,0.85,22,engagement_g00_d5.0,3009,148,275301.163273,15896.591286,107.409401,606208,4096.000000,283249.458916,291197.754559,307094.345845
ambiguity,dominant_peer_ratio,0.85,22,engagement_g00_d10.0,3009,62,307289.323271,6074.829770,97.981125,253952,4096.000000,310326.738156,313364.153041,319438.982811
ambiguity,dominant_peer_ratio,0.85,22,engagement_g05_d0.0,3009,150,130524.173778,16117.133211,107.447555,614400,4096.000000,138582.740383,146641.306989,162758.440200
ambiguity,dominant_peer_ratio,0.85,22,engagement_g05_d0.25,3009,150,149050.843710,16117.133211,107.447555,614400,4096.000000,157109.410316,165167.976921,181285.110132
ambiguity,dominant_peer_ratio,0.85,22,engagement_g05_d0.5,3009,150,156650.386076,16117.133211,107.447555,614400,4096.000000,164708.952682,172767.519287,188884.652498
ambiguity,dominant_peer_ratio,0.85,22,engagement_g05_d1.0,3009,150,170757.548649,16117.133211,107.447555,614400,4096.000000,178816.115254,186874.681860,202991.815071
ambiguity,dominant_peer_ratio,0.85,22,engagement_g05_d2.0,3009,150,199522.515853,16117.133211,107.447555,614400,4096.000000,207581.082458,215639.649064,231756.782275
ambiguity,dominant_peer_ratio,0.85,22,engagement_g05_d5.0,3009,148,275301.163273,15896.591286,107.409401,606208,4096.000000,283249.458916,291197.754559,307094.345845
ambiguity,dominant_peer_ratio,0.85,22,engagement_g05_d10.0,3009,53,322365.576063,5817.513788,109.764411,217088,4096.000000,325274.332957,328183.089851,334000.603639
ambiguity,dominant_peer_ratio,0.85,22,oracle_a1,3009,629,28058.382326,16505.152942,26.240307,2576384,4096.000000,36310.958797,44563.535268,61068.688210
ambiguity,dominant_peer_ratio,0.85,22,oracle_a0.5,3009,845,20027.384126,28963.099712,34.275858,3461120,4096.000000,34508.933982,48990.483838,77953.583550
ambiguity,dominant_peer_ratio,0.85,22,oracle_a2,3009,473,35938.889730,10986.690905,23.227676,1937408,4096.000000,41432.235182,46925.580635,57912.271540
ambiguity,dominant_peer_ratio,0.85,23,static,3060,0,312275.563763,0.000000,,0,,312275.563763,312275.563763,312275.563763
ambiguity,dominant_peer_ratio,0.85,23,nearest,3060,5,283822.989613,496.613844,99.322769,20480,4096.000000,284071.296535,284319.603457,284816.217301
ambiguity,dominant_peer_ratio,0.85,23,naive_target_aware,3060,151,126850.291677,15313.528062,101.414093,618496,4096.000000,134507.055708,142163.819739,157477.347801
ambiguity,dominant_peer_ratio,0.85,23,engagement_g00_d0.0,3060,151,126850.291677,15313.528062,101.414093,618496,4096.000000,134507.055708,142163.819739,157477.347801
ambiguity,dominant_peer_ratio,0.85,23,engagement_g00_d0.25,3060,150,145659.423724,15317.775993,102.118507,614400,4096.000000,153318.311721,160977.199717,176294.975710
ambiguity,dominant_peer_ratio,0.85,23,engagement_g00_d0.5,3060,150,153049.390439,15317.775993,102.118507,614400,4096.000000,160708.278436,168367.166432,183684.942425
ambiguity,dominant_peer_ratio,0.85,23,engagement_g00_d1.0,3060,150,165716.851394,15317.775993,102.118507,614400,4096.000000,173375.739390,181034.627387,196352.403380
ambiguity,dominant_peer_ratio,0.85,23,engagement_g00_d2.0,3060,150,191709.221248,15317.775993,102.118507,614400,4096.000000,199368.109245,207026.997241,222344.773234
ambiguity,dominant_peer_ratio,0.85,23,engagement_g00_d5.0,3060,148,265723.748164,15038.174001,101.609284,606208,4096.000000,273242.835164,280761.922165,295800.096166
ambiguity,dominant_peer_ratio,0.85,23,engagement_g00_d10.0,3060,45,330014.902292,4910.788044,109.128623,184320,4096.000000,332470.296314,334925.690336,339836.478380
ambiguity,dominant_peer_ratio,0.85,23,engagement_g05_d0.0,3060,150,131946.231737,15317.775993,102.118507,614400,4096.000000,139605.119734,147264.007730,162581.783723
ambiguity,dominant_peer_ratio,0.85,23,engagement_g05_d0.25,3060,150,146376.304411,15317.775993,102.118507,614400,4096.000000,154035.192408,161694.080404,177011.856397
ambiguity,dominant_peer_ratio,0.85,23,engagement_g05_d0.5,3060,150,153883.369146,15317.775993,102.118507,614400,4096.000000,161542.257143,169201.145139,184518.921132
ambiguity,dominant_peer_ratio,0.85,23,engagement_g05_d1.0,3060,150,166194.869807,15317.775993,102.118507,614400,4096.000000,173853.757803,181512.645800,196830.421793
ambiguity,dominant_peer_ratio,0.85,23,engagement_g05_d2.0,3060,150,191837.688180,15317.775993,102.118507,614400,4096.000000,199496.576177,207155.464173,222473.240166
ambiguity,dominant_peer_ratio,0.85,23,engagement_g05_d5.0,3060,148,265723.748164,15038.174001,101.609284,606208,4096.000000,273242.835164,280761.922165,295800.096166
ambiguity,dominant_peer_ratio,0.85,23,engagement_g05_d10.0,3060,40,322059.670017,4093.979477,102.349487,163840,4096.000000,324106.659755,326153.649494,330247.628971
ambiguity,dominant_peer_ratio,0.85,23,oracle_a1,3060,636,30827.386656,19103.115898,30.036346,2605056,4096.000000,40378.944605,49930.502554,69033.618452
ambiguity,dominant_peer_ratio,0.85,23,oracle_a0.5,3060,902,21549.122167,33773.244663,37.442622,3694592,4096.000000,38435.744499,55322.366830,89095.611493
ambiguity,dominant_peer_ratio,0.85,23,oracle_a2,3060,424,40152.420837,12369.341333,29.172975,1736704,4096.000000,46337.091504,52521.762170,64891.103503
ambiguity,dominant_peer_ratio,0.85,24,static,2894,0,285543.369968,0.000000,,0,,285543.369968,285543.369968,285543.369968
ambiguity,dominant_peer_ratio,0.85,24,nearest,2894,44,280751.493099,2513.103998,57.116000,180224,4096.000000,282008.045098,283264.597097,285777.701095
ambiguity,dominant_peer_ratio,0.85,24,naive_target_aware,2894,154,130820.639598,17049.917965,110.713753,630784,4096.000000,139345.598581,147870.557563,164920.475528
ambiguity,dominant_peer_ratio,0.85,24,engagement_g00_d0.0,2894,154,130820.639598,17049.917965,110.713753,630784,4096.000000,139345.598581,147870.557563,164920.475528
ambiguity,dominant_peer_ratio,0.85,24,engagement_g00_d0.25,2894,150,150031.601543,16590.652753,110.604352,614400,4096.000000,158326.927920,166622.254296,183212.907049
ambiguity,dominant_peer_ratio,0.85,24,engagement_g00_d0.5,2894,150,157421.490367,16590.652753,110.604352,614400,4096.000000,165716.816744,174012.143120,190602.795873
ambiguity,dominant_peer_ratio,0.85,24,engagement_g00_d1.0,2894,150,170925.664258,16590.652753,110.604352,614400,4096.000000,179220.990635,187516.317011,204106.969764
ambiguity,dominant_peer_ratio,0.85,24,engagement_g00_d2.0,2894,150,196326.741016,16590.652753,110.604352,614400,4096.000000,204622.067392,212917.393769,229508.046522
ambiguity,dominant_peer_ratio,0.85,24,engagement_g00_d5.0,2894,150,274723.018123,16590.652753,110.604352,614400,4096.000000,283018.344499,291313.670876,307904.323629
ambiguity,dominant_peer_ratio,0.85,24,engagement_g00_d10.0,2894,52,307415.214363,5121.873998,98.497577,212992,4096.000000,309976.151362,312537.088361,317658.962359
ambiguity,dominant_peer_ratio,0.85,24,engagement_g05_d0.0,2894,152,134877.022399,16771.006765,110.335571,622592,4096.000000,143262.525782,151648.029164,168419.035929
ambiguity,dominant_peer_ratio,0.85,24,engagement_g05_d0.25,2894,150,150461.312455,16590.652753,110.604352,614400,4096.000000,158756.638832,167051.965208,183642.617961
ambiguity,dominant_peer_ratio,0.85,24,engagement_g05_d0.5,2894,150,157783.424289,16590.652753,110.604352,614400,4096.000000,166078.750666,174374.077042,190964.729795
ambiguity,dominant_peer_ratio,0.85,24,engagement_g05_d1.0,2894,150,171102.419700,16590.652753,110.604352,614400,4096.000000,179397.746077,187693.072453,204283.725206
ambiguity,dominant_peer_ratio,0.85,24,engagement_g05_d2.0,2894,150,196326.741016,16590.652753,110.604352,614400,4096.000000,204622.067392,212917.393769,229508.046522
ambiguity,dominant_peer_ratio,0.85,24,engagement_g05_d5.0,2894,150,275278.553563,16590.652753,110.604352,614400,4096.000000,283573.879939,291869.206316,308459.859069
ambiguity,dominant_peer_ratio,0.85,24,engagement_g05_d10.0,2894,46,306180.302611,4341.401858,94.378301,188416,4096.000000,308351.003540,310521.704469,314863.106327
ambiguity,dominant_peer_ratio,0.85,24,oracle_a1,2894,580,31062.356531,19541.633768,33.692472,2375680,4096.000000,40833.173415,50603.990299,70145.624067
ambiguity,dominant_peer_ratio,0.85,24,oracle_a0.5,2894,878,20107.584526,37022.111516,42.166414,3596288,4096.000000,38618.640284,57129.696042,94151.807558
ambiguity,dominant_peer_ratio,0.85,24,oracle_a2,2894,413,40852.655951,12615.673910,30.546426,1691648,4096.000000,47160.492906,53468.329861,66084.003771
ambiguity,dominant_peer_ratio,0.85,25,static,2903,0,279672.939539,0.000000,,0,,279672.939539,279672.939539,279672.939539
ambiguity,dominant_peer_ratio,0.85,25,nearest,2903,5,272692.510853,444.651086,88.930217,20480,4096.000000,272914.836396,273137.161939,273581.813025
ambiguity,dominant_peer_ratio,0.85,25,naive_target_aware,2903,150,129488.505634,17371.639720,115.810931,614400,4096.000000,138174.325494,146860.145354,164231.785074
ambiguity,dominant_peer_ratio,0.85,25,engagement_g00_d0.0,2903,150,129488.505634,17371.639720,115.810931,614400,4096.000000,138174.325494,146860.145354,164231.785074
ambiguity,dominant_peer_ratio,0.85,25,engagement_g00_d0.25,2903,150,152604.840222,17371.639720,115.810931,614400,4096.000000,161290.660082,169976.479942,187348.119662
ambiguity,dominant_peer_ratio,0.85,25,engagement_g00_d0.5,2903,150,158631.156168,17371.639720,115.810931,614400,4096.000000,167316.976028,176002.795888,193374.435608
ambiguity,dominant_peer_ratio,0.85,25,engagement_g00_d1.0,2903,150,171283.898817,17371.639720,115.810931,614400,4096.000000,179969.718677,188655.538537,206027.178257
ambiguity,dominant_peer_ratio,0.85,25,engagement_g00_d2.0,2903,149,198771.533803,17173.711733,115.259810,610304,4096.000000,207358.389669,215945.245536,233118.957269
ambiguity,dominant_peer_ratio,0.85,25,engagement_g00_d5.0,2903,148,281363.137235,16971.535099,114.672534,606208,4096.000000,289848.904784,298334.672334,315306.207433
ambiguity,dominant_peer_ratio,0.85,25,engagement_g00_d10.0,2903,59,303397.556516,5811.091020,98.493068,241664,4096.000000,306303.102026,309208.647536,315019.738556
ambiguity,dominant_peer_ratio,0.85,25,engagement_g05_d0.0,2903,150,133265.553857,17371.639720,115.810931,614400,4096.000000,141951.373717,150637.193577,168008.833297
ambiguity,dominant_peer_ratio,0.85,25,engagement_g05_d0.25,2903,150,153472.208747,17371.639720,115.810931,614400,4096.000000,162158.028607,170843.848467,188215.488187
ambiguity,dominant_peer_ratio,0.85,25,engagement_g05_d0.5,2903,150,159212.590704,17371.639720,115.810931,614400,4096.000000,167898.410564,176584.230424,193955.870144
ambiguity,dominant_peer_ratio,0.85,25,engagement_g05_d1.0,2903,150,171607.200561,17371.639720,115.810931,614400,4096.000000,180293.020421,188978.840281,206350.480001
ambiguity,dominant_peer_ratio,0.85,25,engagement_g05_d2.0,2903,149,198771.533803,17173.711733,115.259810,610304,4096.000000,207358.389669,215945.245536,233118.957269
ambiguity,dominant_peer_ratio,0.85,25,engagement_g05_d5.0,2903,147,280393.925343,16773.869675,114.107957,602112,4096.000000,288780.860180,297167.795018,313941.664693
ambiguity,dominant_peer_ratio,0.85,25,engagement_g05_d10.0,2903,47,293299.024203,4677.945702,99.530760,192512,4096.000000,295637.997054,297976.969905,302654.915607
