sweep,knob_name,knob_value,seed,policy_id,total_requests,migration_count,total_served_ms,total_migration_rtt_ms,mean_migration_rtt_ms,migration_bytes_total,mean_migration_bytes_per_migration,combined_ms_alpha0.5,combined_ms_alpha1,combined_ms_alpha2
ambiguity,dominant_peer_ratio,0.4,22,engagement_g05_d1.0,3009,113,272575.563503,12039.132855,106.540999,462848,4096.000000,278595.129931,284614.696358,296653.829213
ambiguity,dominant_peer_ratio,0.4,22,engagement_g05_d2.0,3009,108,278592.462289,11398.426434,105.540985,442368,4096.000000,284291.675506,289990.888723,301389.315157
ambiguity,dominant_peer_ratio,0.4,22,engagement_g05_d5.0,3009,72,294979.747628,7582.531014,105.312931,294912,4096.000000,298771.013135,302562.278642,310144.809656
ambiguity,dominant_peer_ratio,0.4,22,engagement_g05_d10.0,3009,3,309309.952342,302.076539,100.692180,12288,4096.000000,309460.990611,309612.028881,309914.105420
ambiguity,dominant_peer_ratio,0.4,22,oracle_a1,3009,1546,72104.420202,38832.252578,25.117887,6332416,4096.000000,91520.546491,110936.672780,149768.925358
ambiguity,dominant_peer_ratio,0.4,22,oracle_a0.5,3009,2153,44610.701368,80527.885255,37.402641,8818688,4096.000000,84874.643995,125138.586623,205666.471878
ambiguity,dominant_peer_ratio,0.4,22,oracle_a2,3009,1039,96453.544650,20973.627888,20.186360,4255744,4096.000000,106940.358594,117427.172538,138400.800426
ambiguity,dominant_peer_ratio,0.4,23,static,3060,0,312789.849872,0.000000,,0,,312789.849872,312789.849872,312789.849872
ambiguity,dominant_peer_ratio,0.4,23,nearest,3060,5,287138.371921,496.613844,99.322769,20480,4096.000000,287386.678843,287634.985765,288131.599609
ambiguity,dominant_peer_ratio,0.4,23,naive_target_aware,3060,370,241443.854948,39838.330050,107.671162,1515520,4096.000000,261363.019973,281282.184998,321120.515048
ambiguity,dominant_peer_ratio,0.4,23,engagement_g00_d0.0,3060,370,241443.854948,39838.330050,107.671162,1515520,4096.000000,261363.019973,281282.184998,321120.515048
ambiguity,dominant_peer_ratio,0.4,23,engagement_g00_d0.25,3060,234,249563.408016,26254.149829,112.197221,958464,4096.000000,262690.482930,275817.557845,302071.707674
ambiguity,dominant_peer_ratio,0.4,23,engagement_g00_d0.5,3060,213,253052.265551,23952.461959,112.452873,872448,4096.000000,265028.496530,277004.727510,300957.189469
ambiguity,dominant_peer_ratio,0.4,23,engagement_g00_d1.0,3060,187,255620.809609,20576.503223,110.034777,765952,4096.000000,265909.061220,276197.312832,296773.816055
ambiguity,dominant_peer_ratio,0.4,23,engagement_g00_d2.0,3060,159,267788.302701,17273.864601,108.640658,651264,4096.000000,276425.235001,285062.167302,302336.031903
ambiguity,dominant_peer_ratio,0.4,23,engagement_g00_d5.0,3060,122,295043.019857,12496.051275,102.426650,499712,4096.000000,301291.045494,307539.071132,320035.122407
ambiguity,dominant_peer_ratio,0.4,23,engagement_g00_d10.0,3060,34,312360.741010,3401.711231,100.050330,139264,4096.000000,314061.596625,315762.452241,319164.163472
ambiguity,dominant_peer_ratio,0.4,23,engagement_g05_d0.0,3060,112,276500.372972,11201.209796,100.010802,458752,4096.000000,282100.977870,287701.582768,298902.792564
ambiguity,dominant_peer_ratio,0.4,23,engagement_g05_d0.25,3060,109,277075.979738,10930.500491,100.279821,446464,4096.000000,282541.229983,288006.480229,298936.980720
ambiguity,dominant_peer_ratio,0.4,23,engagement_g05_d0.5,3060,109,277977.998675,10930.500491,100.279821,446464,4096.000000,283443.248920,288908.499166,299838.999657
ambiguity,dominant_peer_ratio,0.4,23,engagement_g05_d1.0,3060,107,278133.451949,10676.402114,99.779459,438272,4096.000000,283471.653006,288809.854063,299486.256177
ambiguity,dominant_peer_ratio,0.4,23,engagement_g05_d2.0,3060,103,281956.358636,10505.650552,101.996607,421888,4096.000000,287209.183912,292462.009188,302967.659740
ambiguity,dominant_peer_ratio,0.4,23,engagement_g05_d5.0,3060,74,297817.915110,7304.594815,98.710741,303104,4096.000000,301470.212517,305122.509925,312427.104740
ambiguity,dominant_peer_ratio,0.4,23,engagement_g05_d10.0,3060,7,326624.158159,751.410088,107.344298,28672,4096.000000,326999.863203,327375.568247,328126.978335
ambiguity,dominant_peer_ratio,0.4,23,oracle_a1,3060,1355,73694.191056,39409.829462,29.084745,5550080,4096.000000,93399.105787,113104.020518,152513.849980
ambiguity,dominant_peer_ratio,0.4,23,oracle_a0.5,3060,2108,44476.949487,83356.279763,39.542827,8634368,4096.000000,86155.089368,127833.229250,211189.509013
ambiguity,dominant_peer_ratio,0.4,23,oracle_a2,3060,797,100655.873222,20104.857487,25.225668,3264512,4096.000000,110708.301965,120760.730709,140865.588196
ambiguity,dominant_peer_ratio,0.4,24,static,2894,0,283791.615725,0.000000,,0,,283791.615725,283791.615725,283791.615725
ambiguity,dominant_peer_ratio,0.4,24,nearest,2894,44,283227.237581,2513.103998,57.116000,180224,4096.000000,284483.789580,285740.341579,288253.445577
ambiguity,dominant_peer_ratio,0.4,24,naive_target_aware,2894,357,230018.658204,37047.526633,103.774584,1462272,4096.000000,248542.421520,267066.184837,304113.711470
ambiguity,dominant_peer_ratio,0.4,24,engagement_g00_d0.0,2894,357,230018.658204,37047.526633,103.774584,1462272,4096.000000,248542.421520,267066.184837,304113.711470
ambiguity,dominant_peer_ratio,0.4,24,engagement_g00_d0.25,2894,227,235821.679572,23910.137946,105.331004,929792,4096.000000,247776.748545,259731.817518,283641.955464
ambiguity,dominant_peer_ratio,0.4,24,engagement_g00_d0.5,2894,212,238711.222037,22409.493490,105.705158,868352,4096.000000,249915.968782,261120.715527,283530.209017
ambiguity,dominant_peer_ratio,0.4,24,engagement_g00_d1.0,2894,188,244135.802997,20584.894300,109.494119,770048,4096.000000,254428.250147,264720.697297,285305.591597
ambiguity,dominant_peer_ratio,0.4,24,engagement_g00_d2.0,2894,161,258105.198357,17611.746441,109.389729,659456,4096.000000,266911.071577,275716.944798,293328.691239
ambiguity,dominant_peer_ratio,0.4,24,engagement_g00_d5.0,2894,124,283093.041086,13931.338630,112.349505,507904,4096.000000,290058.710401,297024.379716,310955.718346
ambiguity,dominant_peer_ratio,0.4,24,engagement_g00_d10.0,2894,33,284258.883712,3260.187038,98.793547,135168,4096.000000,285888.977231,287519.070750,290779.257788
ambiguity,dominant_peer_ratio,0.4,24,engagement_g05_d0.0,2894,117,263491.958236,12932.681018,110.535735,479232,4096.000000,269958.298745,276424.639254,289357.320272
ambiguity,dominant_peer_ratio,0.4,24,engagement_g05_d0.25,2894,114,263445.928734,12638.280111,110.862106,466944,4096.000000,269765.068789,276084.208845,288722.488956
ambiguity,dominant_peer_ratio,0.4,24,engagement_g05_d0.5,2894,114,264259.942376,12638.280111,110.862106,466944,4096.000000,270579.082431,276898.222487,289536.502598
ambiguity,dominant_peer_ratio,0.4,24,engagement_g05_d1.0,2894,114,265755.893605,12638.280111,110.862106,466944,4096.000000,272075.033660,278394.173716,291032.453827
ambiguity,dominant_peer_ratio,0.4,24,engagement_g05_d2.0,2894,105,269893.602685,11618.060285,110.648193,430080,4096.000000,275702.632827,281511.662970,293129.723255
ambiguity,dominant_peer_ratio,0.4,24,engagement_g05_d5.0,2894,64,274470.087689,6740.396539,105.318696,262144,4096.000000,277840.285958,281210.484228,287950.880767
ambiguity,dominant_peer_ratio,0.4,24,engagement_g05_d10.0,2894,5,289321.952396,499.284957,99.856991,20480,4096.000000,289571.594874,289821.237353,290320.522310
ambiguity,dominant_peer_ratio,0.4,24,oracle_a1,2894,1303,76187.841497,40964.202303,31.438375,5337088,4096.000000,96669.942648,117152.043800,158116.246103
ambiguity,dominant_peer_ratio,0.4,24,oracle_a0.5,2894,2089,42005.700386,91537.176961,43.818658,8556544,4096.000000,87774.288867,133542.877347,225080.054308
ambiguity,dominant_peer_ratio,0.4,24,oracle_a2,2894,759,104711.479750,20537.622291,27.058791,3108864,4096.000000,114980.290895,125249.102041,145786.724332
ambiguity,dominant_peer_ratio,0.4,25,static,2903,0,286187.887923,0.000000,,0,,286187.887923,286187.887923,286187.887923
ambiguity,dominant_peer_ratio,0.4,25,nearest,2903,5,275766.872079,444.651086,88.930217,20480,4096.000000,275989.197622,276211.523165,276656.174251
ambiguity,dominant_peer_ratio,0.4,25,naive_target_aware,2903,383,232608.647229,40654.452278,106.147395,1568768,4096.000000,252935.873368,273263.099507,313917.551785
ambiguity,dominant_peer_ratio,0.4,25,engagement_g00_d0.0,2903,383,232608.647229,40654.452278,106.147395,1568768,4096.000000,252935.873368,273263.099507,313917.551785
ambiguity,dominant_peer_ratio,0.4,25,engagement_g00_d0.25,2903,247,244398.880506,27260.296223,110.365572,1011712,4096.000000,258029.028618,271659.176729,298919.472952
ambiguity,dominant_peer_ratio,0.4,25,engagement_g00_d0.5,2903,233,245558.271007,25708.308154,110.336086,954368,4096.000000,258412.425084,271266.579161,296974.887315
ambiguity,dominant_peer_ratio,0.4,25,engagement_g00_d1.0,2903,212,250307.502441,23595.872922,111.301287,868352,4096.000000,262105.438902,273903.375363,297499.248285
ambiguity,dominant_peer_ratio,0.4,25,engagement_g00_d2.0,2903,175,266144.247723,20036.233823,114.492765,716800,4096.000000,276162.364635,286180.481546,306216.715369
ambiguity,dominant_peer_ratio,0.4,25,engagement_g00_d5.0,2903,118,289216.678521,13217.876557,112.015903,483328,4096.000000,295825.616800,302434.555078,315652.431635
ambiguity,dominant_peer_ratio,0.4,25,engagement_g00_d10.0,2903,33,301196.760823,4059.837707,123.025385,135168,4096.000000,303226.679677,305256.598530,309316.436237
ambiguity,dominant_peer_ratio,0.4,25,engagement_g05_d0.0,2903,108,274127.543319,11988.339155,111.003140,442368,4096.000000,280121.712897,286115.882474,298104.221629
ambiguity,dominant_peer_ratio,0.4,25,engagement_g05_d0.25,2903,104,275032.321590,11889.365992,114.320827,425984,4096.000000,280977.004586,286921.687582,298811.053574
ambiguity,dominant_peer_ratio,0.4,25,engagement_g05_d0.5,2903,104,275441.696236,11889.365992,114.320827,425984,4096.000000,281386.379232,287331.062228,299220.428220
ambiguity,dominant_peer_ratio,0.4,25,engagement_g05_d1.0,2903,103,278216.597357,11803.131039,114.593505,421888,4096.000000,284118.162877,290019.728396,301822.859435
ambiguity,dominant_peer_ratio,0.4,25,engagement_g05_d2.0,2903,96,286699.157519,11198.153177,116.647429,393216,4096.000000,292298.234108,297897.310696,309095.463873
ambiguity,dominant_peer_ratio,0.4,25,engagement_g05_d5.0,2903,69,316235.133091,8444.312495,122.381341,282624,4096.000000,320457.289339,324679.445586,333123.758081
ambiguity,dominant_peer_ratio,0.4,25,engagement_g05_d10.0,2903,5,284553.184449,402.474778,80.494956,20480,4096.000000,284754.421838,284955.659227,285358.134005
ambiguity,dominant_peer_ratio,0.4,25,oracle_a1,2903,1307,73105.897148,38527.448130,29.477772,5353472,4096.000000,92369.621213,111633.345278,150160.793408
ambiguity,dominant_peer_ratio,0.4,25,oracle_a0.5,2903,2074,42265.767824,84482.720492,40.734195,8495104,4096.000000,84507.128070,126748.488316,211231.208808
ambiguity,dominant_peer_ratio,0.4,25,oracle_a2,2903,859,99340.642485,19735.229661,22.974656,3518464,4096.000000,109208.257316,119075.872146,138811.101807
ambiguity,dominant_peer_ratio,0.4,26,static,3057,0,330741.691371,0.000000,,0,,330741.691371,330741.691371,330741.691371
ambiguity,dominant_peer_ratio,0.4,26,nearest,3057,4,341033.628068,430.321639,107.580410,16384,4096.000000,341248.788888,341463.949707,341894.271346
ambiguity,dominant_peer_ratio,0.4,26,naive_target_aware,3057,371,255748.973775,40260.998221,108.520211,1519616,4096.000000,275879.472885,296009.971996,336270.970217
ambiguity,dominant_peer_ratio,0.4,26,engagement_g00_d0.0,3057,371,255748.973775,40260.998221,108.520211,1519616,4096.000000,275879.472885,296009.971996,336270.970217
ambiguity,dominant_peer_ratio,0.4,26,engagement_g00_d0.25,3057,240,264045.124201,25950.724823,108.128020,983040,4096.000000,277020.486612,289995.849024,315946.573847
ambiguity,dominant_peer_ratio,0.4,26,engagement_g00_d0.5,3057,225,265557.180051,24180.904853,107.470688,921600,4096.000000,277647.632477,289738.084904,313918.989757
ambiguity,dominant_peer_ratio,0.4,26,engagement_g00_d1.0,3057,199,268719.163254,20619.097504,103.613555,815104,4096.000000,279028.712006,289338.260758,309957.358262
ambiguity,dominant_peer_ratio,0.4,26,engagement_g00_d2.0,3057,167,283206.679610,18725.541043,112.128988,684032,4096.000000,292569.450132,301932.220653,320657.761696
ambiguity,dominant_peer_ratio,0.4,26,engagement_g00_d5.0,3057,118,315634.754540,12844.310982,108.850093,483328,4096.000000,322056.910031,328479.065522,341323.376504
ambiguity,dominant_peer_ratio,0.4,26,engagement_g00_d10.0,3057,33,315887.492180,2949.186722,89.369295,135168,4096.000000,317362.085541,318836.678902,321785.865624
ambiguity,dominant_peer_ratio,0.4,26,engagement_g05_d0.0,3057,109,284772.169312,11522.622020,105.712129,446464,4096.000000,290533.480322,296294.791332,307817.413352
ambiguity,dominant_peer_ratio,0.4,26,engagement_g05_d0.25,3057,104,286204.792452,11270.018241,108.365560,425984,4096.000000,291839.801572,297474.810693,308744.828934
ambiguity,dominant_peer_ratio,0.4,26,engagement_g05_d0.5,3057,104,286795.573792,11270.018241,108.365560,425984,4096.000000,292430.582912,298065.592033,309335.610274
ambiguity,dominant_peer_ratio,0.4,26,engagement_g05_d1.0,3057,98,288249.941259,10456.182101,106.695736,401408,4096.000000,293478.032309,298706.123360,309162.305461
ambiguity,dominant_peer_ratio,0.4,26,engagement_g05_d2.0,3057,94,297632.407271,10029.842413,106.700451,385024,4096.000000,302647.328478,307662.249684,317692.092097
ambiguity,dominant_peer_ratio,0.4,26,engagement_g05_d5.0,3057,55,326707.869140,5863.752089,106.613674,225280,4096.000000,329639.745185,332571.621229,338435.373318
ambiguity,dominant_peer_ratio,0.4,26,engagement_g05_d10.0,3057,3,342181.904487,531.848404,177.282801,12288,4096.000000,342447.828689,342713.752891,343245.601295
ambiguity,dominant_peer_ratio,0.4,26,oracle_a1,3057,1479,77531.736433,39601.400807,26.775795,6057984,4096.000000,97332.436836,117133.137240,156734.538047
ambiguity,dominant_peer_ratio,0.4,26,oracle_a0.5,3057,2169,50137.169720,79915.784243,36.844529,8884224,4096.000000,90095.061842,130052.953963,209968.738206
ambiguity,dominant_peer_ratio,0.4,26,oracle_a2,3057,974,102352.137941,22116.709090,22.707094,3989504,4096.000000,113410.492486,124468.847031,146585.556121
ambiguity,dominant_peer_ratio,0.4,27,static,2968,0,310717.899562,0.000000,,0,,310717.899562,310717.899562,310717.899562
ambiguity,dominant_peer_ratio,0.4,27,nearest,2968,18,305462.922461,1726.305104,95.905839,73728,4096.000000,306326.075013,307189.227565,308915.532669
ambiguity,dominant_peer_ratio,0.4,27,naive_target_aware,2968,376,242624.043717,41563.209536,110.540451,1540096,4096.000000,263405.648485,284187.253253,325750.462789
ambiguity,dominant_peer_ratio,0.4,27,engagement_g00_d0.0,2968,376,242624.043717,41563.209536,110.540451,1540096,4096.000000,263405.648485,284187.253253,325750.462789
ambiguity,dominant_peer_ratio,0.4,27,engagement_g00_d0.25,2968,239,250621.887758,26958.564934,112.797343,978944,4096.000000,264101.170225,277580.452692,304539.017626
ambiguity,dominant_peer_ratio,0.4,27,engagement_g00_d0.5,2968,222,253992.801699,25224.772225,113.625100,909312,4096.000000,266605.187812,279217.573924,304442.346149
ambiguity,dominant_peer_ratio,0.4,27,engagement_g00_d1.0,2968,202,258440.484173,22397.752811,110.879964,827392,4096.000000,269639.360579,280838.236984,303235.989795
ambiguity,dominant_peer_ratio,0.4,27,engagement_g00_d2.0,2968,165,266375.780447,17565.962533,106.460379,675840,4096.000000,275158.761714,283941.742980,301507.705513
ambiguity,dominant_peer_ratio,0.4,27,engagement_g00_d5.0,2968,120,297784.836842,13397.114712,111.642623,491520,4096.000000,304483.394198,311181.951554,324579.066266
ambiguity,dominant_peer_ratio,0.4,27,engagement_g00_d10.0,2968,30,317066.650721,3531.729190,117.724306,122880,4096.000000,318832.515316,320598.379911,324130.109101
ambiguity,dominant_peer_ratio,0.4,27,engagement_g05_d0.0,2968,106,265738.042663,11345.667798,107.034602,434176,4096.000000,271410.876562,277083.710461,288429.378259
ambiguity,dominant_peer_ratio,0.4,27,engagement_g05_d0.25,2968,101,267138.654184,10808.465402,107.014509,413696,4096.000000,272542.886885,277947.119586,288755.584988
ambiguity,dominant_peer_ratio,0.4,27,engagement_g05_d0.5,2968,101,267255.034805,10808.465402,107.014509,413696,4096.000000,272659.267506,278063.500207,288871.965609
ambiguity,dominant_peer_ratio,0.4,27,engagement_g05_d1.0,2968,100,269197.147605,10716.092903,107.160929,409600,4096.000000,274555.194057,279913.240508,290629.333411
ambiguity,dominant_peer_ratio,0.4,27,engagement_g05_d2.0,2968,96,277708.545830,10172.162152,105.960022,393216,4096.000000,282794.626906,287880.707982,298052.870134
ambiguity,dominant_peer_ratio,0.4,27,engagement_g05_d5.0,2968,63,298497.890909,6589.585266,104.596592,258048,4096.000000,301792.683542,305087.476175,311677.061441
ambiguity,dominant_peer_ratio,0.4,27,engagement_g05_d10.0,2968,1,311627.556482,84.099841,84.099841,4096,4096.000000,311669.606403,311711.656323,311795.756164
ambiguity,dominant_peer_ratio,0.4,27,oracle_a1,2968,1332,75870.925758,38291.473463,28.747352,5455872,4096.000000,95016.662489,114162.399221,152453.872684
ambiguity,dominant_peer_ratio,0.4,27,oracle_a0.5,2968,2111,45016.806862,84967.971932,40.250105,8646656,4096.000000,87500.792828,129984.778794,214952.750726
ambiguity,dominant_peer_ratio,0.4,27,oracle_a2,2968,852,99645.408882,20616.025244,24.197213,3489792,4096.000000,109953.421504,120261.434126,140877.459370
ambiguity,dominant_peer_ratio,0.4,28,static,3014,0,343186.781905,0.000000,,0,,343186.781905,343186.781905,343186.781905
ambiguity,dominant_peer_ratio,0.4,28,nearest,3014,14,330385.354959,1368.413416,97.743815,57344,4096.000000,331069.561667,331753.768375,333122.181791
ambiguity,dominant_peer_ratio,0.4,28,naive_target_aware,3014,384,245071.522689,42148.800073,109.762500,1572864,4096.000000,266145.922726,287220.322762,329369.122835
ambiguity,dominant_peer_ratio,0.4,28,engagement_g00_d0.0,3014,384,245071.522689,42148.800073,109.762500,1572864,4096.000000,266145.922726,287220.322762,329369.122835
ambiguity,dominant_peer_ratio,0.4,28,engagement_g00_d0.25,3014,249,249495.082460,27946.087752,112.233284,1019904,4096.000000,263468.126336,277441.170212,305387.257964
ambiguity,dominant_peer_ratio,0.4,28,engagement_g00_d0.5,3014,240,253126.405070,27132.034747,113.050145,983040,4096.000000,266692.422444,280258.439817,307390.474564
ambiguity,dominant_peer_ratio,0.4,28,engagement_g00_d1.0,3014,211,260317.762835,24263.487804,114.992833,864256,4096.000000,272449.506737,284581.250639,308844.738443
ambiguity,dominant_peer_ratio,0.4,28,engagement_g00_d2.0,3014,168,270695.708956,18865.434060,112.294250,688128,4096.000000,280128.425986,289561.143016,308426.577076
ambiguity,dominant_peer_ratio,0.4,28,engagement_g00_d5.0,3014,116,302244.764496,12549.784944,108.187801,475136,4096.000000,308519.656968,314794.549440,327344.334384
ambiguity,dominant_peer_ratio,0.4,28,engagement_g00_d10.0,3014,25,320860.355088,2555.146886,102.205875,102400,4096.000000,322137.928531,323415.501974,325970.648860
ambiguity,dominant_peer_ratio,0.4,28,engagement_g05_d0.0,3014,106,283715.275980,12171.041725,114.821148,434176,4096.000000,289800.796843,295886.317705,308057.359430
ambiguity,dominant_peer_ratio,0.4,28,engagement_g05_d0.25,3014,102,283595.031995,11689.842751,114.606301,417792,4096.000000,289439.953371,295284.874746,306974.717497
ambiguity,dominant_peer_ratio,0.4,28,engagement_g05_d0.5,3014,100,284823.724528,11425.435118,114.254351,409600,4096.000000,290536.442087,296249.159646,307674.594764
ambiguity,dominant_peer_ratio,0.4,28,engagement_g05_d1.0,3014,98,288598.636131,11292.085963,115.225367,401408,4096.000000,294244.679113,299890.722094,311182.808057
ambiguity,dominant_peer_ratio,0.4,28,engagement_g05_d2.0,3014,93,293911.661811,10350.544182,111.296174,380928,4096.000000,299086.933902,304262.205993,314612.750175
ambiguity,dominant_peer_ratio,0.4,28,engagement_g05_d5.0,3014,64,320772.007738,7598.401782,118.725028,262144,4096.000000,324571.208629,328370.409520,335968.811302
ambiguity,dominant_peer_ratio,0.4,28,engagement_g05_d10.0,3014,5,343342.060754,528.091299,105.618260,20480,4096.000000,343606.106404,343870.152053,344398.243352
ambiguity,dominant_peer_ratio,0.4,28,oracle_a1,3014,1459,69944.075806,35622.189150,24.415483,5976064,4096.000000,87755.170381,105566.264956,141188.454106
ambiguity,dominant_peer_ratio,0.4,28,oracle_a0.5,3014,2157,43434.383148,75804.452794,35.143464,8835072,4096.000000,81336.609545,119238.835942,195043.288736
ambiguity,dominant_peer_ratio,0.4,28,oracle_a2,3014,917,94919.758979,17158.557887,18.711623,3756032,4096.000000,103499.037923,112078.316866,129236.874753
ambiguity,dominant_peer_ratio,0.4,29,static,3063,0,288445.353691,0.000000,,0,,288445.353691,288445.353691,288445.353691
ambiguity,dominant_peer_ratio,0.4,29,nearest,3063,4,286864.695577,352.543663,88.135916,16384,4096.000000,287040.967408,287217.239240,287569.782903
ambiguity,dominant_peer_ratio,0.4,29,naive_target_aware,3063,377,231088.495182,37169.898220,98.593894,1544192,4096.000000,249673.444292,268258.393402,305428.291622
ambiguity,dominant_peer_ratio,0.4,29,engagement_g00_d0.0,3063,377,231088.495182,37169.898220,98.593894,1544192,4096.000000,249673.444292,268258.393402,305428.291622
ambiguity,dominant_peer_ratio,0.4,29,engagement_g00_d0.25,3063,227,239352.779392,22869.346038,100.746018,929792,4096.000000,250787.452411,262222.125430,285091.471468
ambiguity,dominant_peer_ratio,0.4,29,engagement_g00_d0.5,3063,210,239882.745384,20626.803277,98.222873,860160,4096.000000,250196.147022,260509.548661,281136.351938
ambiguity,dominant_peer_ratio,0.4,29,engagement_g00_d1.0,3063,185,247859.860800,18970.070600,102.540922,757760,4096.000000,257344.896100,266829.931400,285800.002000
ambiguity,dominant_peer_ratio,0.4,29,engagement_g00_d2.0,3063,158,259075.629089,16405.652966,103.833247,647168,4096.000000,267278.455572,275481.282055,291886.935021
ambiguity,dominant_peer_ratio,0.4,29,engagement_g00_d5.0,3063,129,291016.947915,13139.542428,101.856918,528384,4096.000000,297586.719129,304156.490343,317296.032771
ambiguity,dominant_peer_ratio,0.4,29,engagement_g00_d10.0,3063,29,297270.913828,2877.029182,99.207903,118784,4096.000000,298709.428419,300147.943010,303024.972192
ambiguity,dominant_peer_ratio,0.4,29,engagement_g05_d0.0,3063,123,268449.632417,13201.846871,107.332088,503808,4096.000000,275050.555853,281651.479288,294853.326159
ambiguity,dominant_peer_ratio,0.4,29,engagement_g05_d0.25,3063,120,269679.730535,12758.360165,106.319668,491520,4096.000000,276058.910618,282438.090700,295196.450865
ambiguity,dominant_peer_ratio,0.4,29,engagement_g05_d0.5,3063,119,270275.371300,12508.064922,105.109789,487424,4096.000000,276529.403761,282783.436222,295291.501144
ambiguity,dominant_peer_ratio,0.4,29,engagement_g05_d1.0,3063,117,272110.811552,12292.700754,105.065818,479232,4096.000000,278257.161929,284403.512306,296696.213060
ambiguity,dominant_peer_ratio,0.4,29,engagement_g05_d2.0,3063,109,280070.583198,11289.129211,103.569993,446464,4096.000000,285715.147804,291359.712409,302648.841620
ambiguity,dominant_peer_ratio,0.4,29,engagement_g05_d5.0,3063,77,298552.210519,8495.705842,110.333842,315392,4096.000000,302800.063440,307047.916361,315543.622203
ambiguity,dominant_peer_ratio,0.4,29,engagement_g05_d10.0,3063,6,292587.487760,656.579507,109.429918,24576,4096.000000,292915.777513,293244.067267,293900.646774
ambiguity,dominant_peer_ratio,0.4,29,oracle_a1,3063,1401,70593.058297,32968.534529,23.532145,5738496,4096.000000,87077.325562,103561.592826,136530.127355
ambiguity,dominant_peer_ratio,0.4,29,oracle_a0.5,3063,2097,44551.680633,72708.105359,34.672439,8589312,4096.000000,80905.733313,117259.785992,189967.891351
ambiguity,dominant_peer_ratio,0.4,29,oracle_a2,3063,952,91667.778873,17658.350939,18.548688,3899392,4096.000000,100496.954342,109326.129812,126984.480751
ambiguity,dominant_peer_ratio,0.4,30,static,2933,0,303706.483596,0.000000,,0,,303706.483596,303706.483596,303706.483596
ambiguity,dominant_peer_ratio,0.4,30,nearest,2933,12,289290.500937,1199.928233,99.994019,49152,4096.000000,289890.465054,290490.429170,291690.357403
ambiguity,dominant_peer_ratio,0.4,30,naive_target_aware,2933,361,250165.230521,40888.605639,113.264836,1478656,4096.000000,270609.533340,291053.836160,331942.441799
ambiguity,dominant_peer_ratio,0.4,30,engagement_g00_d0.0,2933,361,250165.230521,40888.605639,113.264836,1478656,4096.000000,270609.533340,291053.836160,331942.441799
ambiguity,dominant_peer_ratio,0.4,30,engagement_g00_d0.25,2933,265,262012.124755,30510.210790,115.132871,1085440,4096.000000,277267.230150,292522.335545,323032.546335
ambiguity,dominant_peer_ratio,0.4,30,engagement_g00_d0.5,2933,248,264274.782169,28701.069599,115.730119,1015808,4096.000000,278625.316968,292975.851768,321676.921367
ambiguity,dominant_peer_ratio,0.4,30,engagement_g00_d1.0,2933,215,269919.540140,25760.591049,119.816703,880640,4096.000000,282799.835664,295680.131189,321440.722238
ambiguity,dominant_peer_ratio,0.4,30,engagement_g00_d2.0,2933,173,279395.887077,21075.844499,121.825691,708608,4096.000000,289933.809326,300471.731576,321547.576075
ambiguity,dominant_peer_ratio,0.4,30,engagement_g00_d5.0,2933,110,323966.678227,14163.877965,128.762527,450560,4096.000000,331048.617209,338130.556192,352294.434157
ambiguity,dominant_peer_ratio,0.4,30,engagement_g00_d10.0,2933,25,322316.023137,3223.293187,128.931727,102400,4096.000000,323927.669730,325539.316324,328762.609511
ambiguity,dominant_peer_ratio,0.4,30,engagement_g05_d0.0,2933,105,287305.825131,12127.607998,115.501029,430080,4096.000000,293369.629130,299433.433129,311561.041127
ambiguity,dominant_peer_ratio,0.4,30,engagement_g05_d0.25,2933,105,288790.158573,12127.607998,115.501029,430080,4096.000000,294853.962572,300917.766571,313045.374569
ambiguity,dominant_peer_ratio,0.4,30,engagement_g05_d0.5,2933,105,289048.871947,12127.607998,115.501029,430080,4096.000000,295112.675946,301176.479945,313304.087943
ambiguity,dominant_peer_ratio,0.4,30,engagement_g05_d1.0,2933,103,291653.258925,11904.496952,115.577640,421888,4096.000000,297605.507401,303557.755877,315462.252829
ambiguity,dominant_peer_ratio,0.4,30,engagement_g05_d2.0,2933,93,303048.143589,11034.663675,118.652298,380928,4096.000000,308565.475426,314082.807264,325117.470939
ambiguity,dominant_peer_ratio,0.4,30,engagement_g05_d5.0,2933,65,328829.768021,7685.218392,118.234129,266240,4096.000000,332672.377217,336514.986413,344200.204805
ambiguity,dominant_peer_ratio,0.4,30,engagement_g05_d10.0,2933,5,308821.742736,848.213666,169.642733,20480,4096.000000,309245.849569,309669.956402,310518.170068
ambiguity,dominant_peer_ratio,0.4,30,oracle_a1,2933,1244,86178.455483,43660.979123,35.097250,5095424,4096.000000,108008.945045,129839.434606,173500.413729
ambiguity,dominant_peer_ratio,0.4,30,oracle_a0.5,2933,2054,48730.285552,100012.427269,48.691542,8413184,4096.000000,98736.499187,148742.712821,248755.140090
ambiguity,dominant_peer_ratio,0.4,30,oracle_a2,2933,715,118551.365507,21033.045960,29.416847,2928640,4096.000000,129067.888487,139584.411467,160617.457427
ambiguity,dominant_peer_ratio,0.3,1,static,3072,0,288119.673824,0.000000,,0,,288119.673824,288119.673824,288119.673824
ambiguity,dominant_peer_ratio,0.3,1,nearest,3072,25,300310.306056,4199.591890,167.983676,102400,4096.000000,302410.102001,304509.897946,308709.489836
