dominant_peer_ratio,seed,policy_id,total_requests,self_service_count,self_service_rate,mean_rtt_remote_ms,mean_rtt_all_ms,measured_mean_latency_ms,predicted_mean_latency_ms,abs_error_ms,rel_error
0.7,30,engagement_g00_d0.5,2933,1270,0.433004,115.915430,65.723614,67.723614,67.723614,0.000000,0.000000
0.7,30,engagement_g00_d1.0,2933,1172,0.399591,115.499445,69.346922,71.346922,71.346922,0.000000,0.000000
0.7,30,engagement_g00_d2.0,2933,984,0.335493,116.046669,77.113862,79.113862,79.113862,0.000000,0.000000
0.7,30,engagement_g00_d5.0,2933,363,0.123764,118.731465,104.036777,106.036777,106.036777,0.000000,0.000000
0.7,30,engagement_g00_d10.0,2933,34,0.011592,116.478370,115.128126,117.128126,117.128126,0.000000,0.000000
0.7,30,engagement_g05_d0.0,2933,1360,0.463689,115.775089,62.091447,64.091447,64.091447,0.000000,0.000000
0.7,30,engagement_g05_d0.25,2933,1274,0.434368,116.706033,66.012720,68.012720,68.012720,0.000000,0.000000
0.7,30,engagement_g05_d0.5,2933,1231,0.419707,116.743325,67.745359,69.745359,69.745359,0.000000,0.000000
0.7,30,engagement_g05_d1.0,2933,1149,0.391749,116.512837,70.869042,72.869042,72.869042,0.000000,0.000000
0.7,30,engagement_g05_d2.0,2933,970,0.330719,117.012704,78.314333,80.314333,80.314333,0.000000,0.000000
0.7,30,engagement_g05_d5.0,2933,361,0.123082,118.427954,103.851585,105.851585,105.851585,0.000000,0.000000
0.7,30,engagement_g05_d10.0,2933,40,0.013638,116.502371,114.913522,116.913522,116.913522,0.000000,0.000000
0.7,30,oracle_a1,2933,1944,0.662803,48.942135,16.503161,18.503161,18.503161,0.000000,0.000000
0.6,1,static,3072,149,0.048503,95.662237,91.022369,93.022369,93.022369,0.000000,0.000000
0.6,1,nearest,3072,154,0.050130,97.756782,92.856214,94.856214,94.856214,0.000000,0.000000
0.6,1,naive_target_aware,3072,1307,0.425456,94.021361,54.019434,56.019434,56.019434,0.000000,0.000000
0.6,1,engagement_g00_d0.0,3072,1307,0.425456,94.021361,54.019434,56.019434,56.019434,0.000000,0.000000
0.6,1,engagement_g00_d0.25,3072,1188,0.386719,93.507904,57.346644,59.346644,59.346644,0.000000,0.000000
0.6,1,engagement_g00_d0.5,3072,1144,0.372396,93.176379,58.477884,60.477884,60.477884,0.000000,0.000000
0.6,1,engagement_g00_d1.0,3072,1054,0.343099,91.679583,60.224413,62.224413,62.224413,0.000000,0.000000
0.6,1,engagement_g00_d2.0,3072,856,0.278646,90.740888,65.456317,67.456317,67.456317,0.000000,0.000000
0.6,1,engagement_g00_d5.0,3072,370,0.120443,89.938843,79.106365,81.106365,81.106365,0.000000,0.000000
0.6,1,engagement_g00_d10.0,3072,63,0.020508,92.289828,90.397166,92.397166,92.397166,0.000000,0.000000
0.6,1,engagement_g05_d0.0,3072,1111,0.361654,92.908905,59.308061,61.308061,61.308061,0.000000,0.000000
0.6,1,engagement_g05_d0.25,3072,1082,0.352214,92.907049,60.183928,62.183928,62.183928,0.000000,0.000000
0.6,1,engagement_g05_d0.5,3072,1056,0.343750,92.809556,60.906271,62.906271,62.906271,0.000000,0.000000
0.6,1,engagement_g05_d1.0,3072,993,0.323242,92.544027,62.629893,64.629893,64.629893,0.000000,0.000000
0.6,1,engagement_g05_d2.0,3072,827,0.269206,92.353443,67.491367,69.491367,69.491367,0.000000,0.000000
0.6,1,engagement_g05_d5.0,3072,354,0.115234,90.462278,80.037914,82.037914,82.037914,0.000000,0.000000
0.6,1,engagement_g05_d10.0,3072,81,0.026367,98.149451,95.561526,97.561526,97.561526,0.000000,0.000000
0.6,1,oracle_a1,3072,1630,0.530599,34.618214,16.249826,18.249826,18.249826,0.000000,0.000000
0.6,2,static,3076,162,0.052666,100.493833,95.201245,97.201245,97.201245,0.000000,0.000000
0.6,2,nearest,3076,141,0.045839,90.713041,86.554868,88.554868,88.554868,0.000000,0.000000
0.6,2,naive_target_aware,3076,1337,0.434655,107.302796,60.663056,62.663056,62.663056,0.000000,0.000000
0.6,2,engagement_g00_d0.0,3076,1337,0.434655,107.302796,60.663056,62.663056,62.663056,0.000000,0.000000
0.6,2,engagement_g00_d0.25,3076,1196,0.388817,107.812890,65.893444,67.893444,67.893444,0.000000,0.000000
0.6,2,engagement_g00_d0.5,3076,1141,0.370936,108.076113,67.986762,69.986762,69.986762,0.000000,0.000000
0.6,2,engagement_g00_d1.0,3076,1039,0.337776,107.453411,71.158192,73.158192,73.158192,0.000000,0.000000
0.6,2,engagement_g00_d2.0,3076,858,0.278934,108.115382,77.958361,79.958361,79.958361,0.000000,0.000000
0.6,2,engagement_g00_d5.0,3076,380,0.123537,110.411444,96.771539,98.771539,98.771539,0.000000,0.000000
0.6,2,engagement_g00_d10.0,3076,71,0.023082,109.226284,106.705132,108.705132,108.705132,0.000000,0.000000
0.6,2,engagement_g05_d0.0,3076,1147,0.372887,108.357374,67.952332,69.952332,69.952332,0.000000,0.000000
0.6,2,engagement_g05_d0.25,3076,1099,0.357282,108.429423,69.689522,71.689522,71.689522,0.000000,0.000000
0.6,2,engagement_g05_d0.5,3076,1061,0.344928,108.387016,71.001247,73.001247,73.001247,0.000000,0.000000
0.6,2,engagement_g05_d1.0,3076,988,0.321196,107.797542,73.173364,75.173364,75.173364,0.000000,0.000000
0.6,2,engagement_g05_d2.0,3076,829,0.269506,108.060273,78.937397,80.937397,80.937397,0.000000,0.000000
0.6,2,engagement_g05_d5.0,3076,363,0.118010,109.212862,96.324608,98.324608,98.324608,0.000000,0.000000
0.6,2,engagement_g05_d10.0,3076,92,0.029909,106.958490,103.759472,105.759472,105.759472,0.000000,0.000000
0.6,2,oracle_a1,3076,1617,0.525683,36.163257,17.152858,19.152858,19.152858,0.000000,0.000000
0.6,3,static,2993,135,0.045105,98.544548,94.099672,96.099672,96.099672,0.000000,0.000000
0.6,3,nearest,2993,160,0.053458,93.682206,88.674136,90.674136,90.674136,0.000000,0.000000
0.6,3,naive_target_aware,2993,1243,0.415302,102.900785,60.165845,62.165845,62.165845,0.000000,0.000000
0.6,3,engagement_g00_d0.0,2993,1243,0.415302,102.900785,60.165845,62.165845,62.165845,0.000000,0.000000
0.6,3,engagement_g00_d0.25,2993,1130,0.377548,103.060948,64.150533,66.150533,66.150533,0.000000,0.000000
0.6,3,engagement_g00_d0.5,2993,1097,0.366522,103.040220,65.273725,67.273725,67.273725,0.000000,0.000000
0.6,3,engagement_g00_d1.0,2993,1018,0.340127,103.111661,68.040605,70.040605,70.040605,0.000000,0.000000
0.6,3,engagement_g00_d2.0,2993,835,0.278984,103.747501,74.803577,76.803577,76.803577,0.000000,0.000000
0.6,3,engagement_g00_d5.0,2993,341,0.113933,103.609653,91.805145,93.805145,93.805145,0.000000,0.000000
0.6,3,engagement_g00_d10.0,2993,67,0.022386,104.582193,102.241062,104.241062,104.241062,0.000000,0.000000
0.6,3,engagement_g05_d0.0,2993,1032,0.344805,103.148761,67.582600,69.582600,69.582600,0.000000,0.000000
0.6,3,engagement_g05_d0.25,2993,1006,0.336118,103.842737,68.939365,70.939365,70.939365,0.000000,0.000000
0.6,3,engagement_g05_d0.5,2993,990,0.330772,103.799689,69.465679,71.465679,71.465679,0.000000,0.000000
0.6,3,engagement_g05_d1.0,2993,925,0.309054,104.328116,72.085047,74.085047,74.085047,0.000000,0.000000
0.6,3,engagement_g05_d2.0,2993,785,0.262279,105.195111,77.604679,79.604679,79.604679,0.000000,0.000000
0.6,3,engagement_g05_d5.0,2993,314,0.104911,103.224446,92.395019,94.395019,94.395019,0.000000,0.000000
0.6,3,engagement_g05_d10.0,2993,65,0.021717,103.443433,101.196917,103.196917,103.196917,0.000000,0.000000
0.6,3,oracle_a1,2993,1629,0.544270,39.335467,17.926354,19.926354,19.926354,0.000000,0.000000
0.6,4,static,2947,157,0.053275,105.736656,100.103587,102.103587,102.103587,0.000000,0.000000
0.6,4,nearest,2947,153,0.051917,102.199800,96.893872,98.893872,98.893872,0.000000,0.000000
0.6,4,naive_target_aware,2947,1246,0.422803,105.458072,60.870098,62.870098,62.870098,0.000000,0.000000
0.6,4,engagement_g00_d0.0,2947,1246,0.422803,105.458072,60.870098,62.870098,62.870098,0.000000,0.000000
0.6,4,engagement_g00_d0.25,2947,1136,0.385477,105.961882,65.116039,67.116039,67.116039,0.000000,0.000000
0.6,4,engagement_g00_d0.5,2947,1091,0.370207,106.390730,67.004138,69.004138,69.004138,0.000000,0.000000
0.6,4,engagement_g00_d1.0,2947,1012,0.343400,107.423386,70.534188,72.534188,72.534188,0.000000,0.000000
0.6,4,engagement_g00_d2.0,2947,855,0.290126,108.154752,76.776295,78.776295,78.776295,0.000000,0.000000
0.6,4,engagement_g00_d5.0,2947,350,0.118765,108.198415,95.348247,97.348247,97.348247,0.000000,0.000000
0.6,4,engagement_g00_d10.0,2947,73,0.024771,109.990353,107.265787,109.265787,109.265787,0.000000,0.000000
0.6,4,engagement_g05_d0.0,2947,1036,0.351544,106.250716,68.898920,70.898920,70.898920,0.000000,0.000000
0.6,4,engagement_g05_d0.25,2947,1010,0.342721,106.343031,69.896997,71.896997,71.896997,0.000000,0.000000
0.6,4,engagement_g05_d0.5,2947,982,0.333220,106.513768,71.021226,73.021226,73.021226,0.000000,0.000000
0.6,4,engagement_g05_d1.0,2947,935,0.317272,107.008006,73.057383,75.057383,75.057383,0.000000,0.000000
0.6,4,engagement_g05_d2.0,2947,804,0.272820,107.015456,77.819519,79.819519,79.819519,0.000000,0.000000
0.6,4,engagement_g05_d5.0,2947,336,0.114014,106.752641,94.581319,96.581319,96.581319,0.000000,0.000000
0.6,4,engagement_g05_d10.0,2947,105,0.035629,107.968844,104.121973,106.121973,106.121973,0.000000,0.000000
0.6,4,oracle_a1,2947,1533,0.520190,33.971791,16.300004,18.300004,18.300004,0.000000,0.000000
0.6,5,static,2961,184,0.062141,105.755678,99.183897,101.183897,101.183897,0.000000,0.000000
0.6,5,nearest,2961,159,0.053698,105.909765,100.222615,102.222615,102.222615,0.000000,0.000000
0.6,5,naive_target_aware,2961,1211,0.408983,106.948142,63.208122,65.208122,65.208122,0.000000,0.000000
0.6,5,engagement_g00_d0.0,2961,1211,0.408983,106.948142,63.208122,65.208122,65.208122,0.000000,0.000000
0.6,5,engagement_g00_d0.25,2961,1101,0.371834,107.936239,67.801893,69.801893,69.801893,0.000000,0.000000
0.6,5,engagement_g00_d0.5,2961,1058,0.357312,108.357657,69.640196,71.640196,71.640196,0.000000,0.000000
0.6,5,engagement_g00_d1.0,2961,977,0.329956,107.426404,71.980407,73.980407,73.980407,0.000000,0.000000
0.6,5,engagement_g00_d2.0,2961,819,0.276596,107.710848,77.918486,79.918486,79.918486,0.000000,0.000000
0.6,5,engagement_g00_d5.0,2961,324,0.109422,108.865047,96.952762,98.952762,98.952762,0.000000,0.000000
0.6,5,engagement_g00_d10.0,2961,73,0.024654,105.878184,103.267881,105.267881,105.267881,0.000000,0.000000
0.6,5,engagement_g05_d0.0,2961,1001,0.338061,108.691724,71.947241,73.947241,73.947241,0.000000,0.000000
0.6,5,engagement_g05_d0.25,2961,975,0.329281,108.533033,72.795206,74.795206,74.795206,0.000000,0.000000
0.6,5,engagement_g05_d0.5,2961,951,0.321175,108.885111,73.913905,75.913905,75.913905,0.000000,0.000000
0.6,5,engagement_g05_d1.0,2961,892,0.301250,108.760713,75.996594,77.996594,77.996594,0.000000,0.000000
0.6,5,engagement_g05_d2.0,2961,749,0.252955,108.680573,81.189270,83.189270,83.189270,0.000000,0.000000
0.6,5,engagement_g05_d5.0,2961,297,0.100304,107.325298,96.560147,98.560147,98.560147,0.000000,0.000000
0.6,5,engagement_g05_d10.0,2961,107,0.036136,107.751480,103.857725,105.857725,105.857725,0.000000,0.000000
0.6,5,oracle_a1,2961,1570,0.530226,39.640058,18.621858,20.621858,20.621858,0.000000,0.000000
0.6,6,static,2952,124,0.042005,104.807718,100.405226,102.405226,102.405226,0.000000,0.000000
0.6,6,nearest,2952,146,0.049458,111.706508,106.181728,108.181728,108.181728,0.000000,0.000000
0.6,6,naive_target_aware,2952,1274,0.431572,102.426906,58.222340,60.222340,60.222340,0.000000,0.000000
0.6,6,engagement_g00_d0.0,2952,1274,0.431572,102.426906,58.222340,60.222340,60.222340,0.000000,0.000000
0.6,6,engagement_g00_d0.25,2952,1142,0.386856,101.502230,62.235446,64.235446,64.235446,0.000000,0.000000
0.6,6,engagement_g00_d0.5,2952,1105,0.374322,102.033872,63.840299,65.840299,65.840299,0.000000,0.000000
0.6,6,engagement_g00_d1.0,2952,1019,0.345190,101.487453,66.455029,68.455029,68.455029,0.000000,0.000000
0.6,6,engagement_g00_d2.0,2952,853,0.288957,100.872997,71.725075,73.725075,73.725075,0.000000,0.000000
0.6,6,engagement_g00_d5.0,2952,377,0.127710,101.569647,88.598184,90.598184,90.598184,0.000000,0.000000
0.6,6,engagement_g00_d10.0,2952,80,0.027100,104.292774,101.466412,103.466412,103.466412,0.000000,0.000000
0.6,6,engagement_g05_d0.0,2952,1075,0.364160,102.866934,65.406923,67.406923,67.406923,0.000000,0.000000
0.6,6,engagement_g05_d0.25,2952,1044,0.353659,102.603508,66.316901,68.316901,68.316901,0.000000,0.000000
0.6,6,engagement_g05_d0.5,2952,1018,0.344851,102.882473,67.403355,69.403355,69.403355,0.000000,0.000000
0.6,6,engagement_g05_d1.0,2952,958,0.324526,102.343915,69.130680,71.130680,71.130680,0.000000,0.000000
0.6,6,engagement_g05_d2.0,2952,805,0.272696,102.278265,74.387343,76.387343,76.387343,0.000000,0.000000
0.6,6,engagement_g05_d5.0,2952,353,0.119580,102.763263,90.474837,92.474837,92.474837,0.000000,0.000000
0.6,6,engagement_g05_d10.0,2952,80,0.027100,105.918775,103.048348,105.048348,105.048348,0.000000,0.000000
0.6,6,oracle_a1,2952,1541,0.522019,33.977074,16.240397,18.240397,18.240397,0.000000,0.000000
0.6,7,static,2971,170,0.057220,119.105207,112.290032,114.290032,114.290032,0.000000,0.000000
0.6,7,nearest,2971,183,0.061595,111.563842,104.692020,106.692020,106.692020,0.000000,0.000000
0.6,7,naive_target_aware,2971,1256,0.422753,110.896826,64.014829,66.014829,66.014829,0.000000,0.000000
0.6,7,engagement_g00_d0.0,2971,1256,0.422753,110.896826,64.014829,66.014829,66.014829,0.000000,0.000000
0.6,7,engagement_g00_d0.25,2971,1142,0.384382,111.082937,68.384615,70.384615,70.384615,0.000000,0.000000
0.6,7,engagement_g00_d0.5,2971,1104,0.371592,111.243771,69.906469,71.906469,71.906469,0.000000,0.000000
0.6,7,engagement_g00_d1.0,2971,1015,0.341636,110.546952,72.780154,74.780154,74.780154,0.000000,0.000000
0.6,7,engagement_g00_d2.0,2971,814,0.273982,110.157910,79.976645,81.976645,81.976645,0.000000,0.000000
0.6,7,engagement_g00_d5.0,2971,327,0.110064,110.120366,98.000083,100.000083,100.000083,0.000000,0.000000
0.6,7,engagement_g00_d10.0,2971,59,0.019859,111.162944,108.955400,110.955400,110.955400,0.000000,0.000000
0.6,7,engagement_g05_d0.0,2971,1048,0.352743,110.916535,71.791483,73.791483,73.791483,0.000000,0.000000
0.6,7,engagement_g05_d0.25,2971,1021,0.343655,110.421515,72.474572,74.474572,74.474572,0.000000,0.000000
0.6,7,engagement_g05_d0.5,2971,1001,0.336924,110.689733,73.395750,75.395750,75.395750,0.000000,0.000000
0.6,7,engagement_g05_d1.0,2971,940,0.316392,110.367346,75.448024,77.448024,77.448024,0.000000,0.000000
0.6,7,engagement_g05_d2.0,2971,777,0.261528,110.646407,81.709262,83.709262,83.709262,0.000000,0.000000
0.6,7,engagement_g05_d5.0,2971,309,0.104005,111.056926,99.506408,101.506408,101.506408,0.000000,0.000000
0.6,7,engagement_g05_d10.0,2971,78,0.026254,107.601928,104.776970,106.776970,106.776970,0.000000,0.000000
0.6,7,oracle_a1,2971,1602,0.539212,47.907804,22.075323,24.075323,24.075323,0.000000,0.000000
0.6,8,static,2983,149,0.049950,96.573181,91.749378,93.749378,93.749378,0.000000,0.000000
0.6,8,nearest,2983,152,0.050955,100.521919,95.399783,97.399783,97.399783,0.000000,0.000000
0.6,8,naive_target_aware,2983,1263,0.423399,98.221357,56.634507,58.634507,58.634507,0.000000,0.000000
0.6,8,engagement_g00_d0.0,2983,1263,0.423399,98.221357,56.634507,58.634507,58.634507,0.000000,0.000000
0.6,8,engagement_g00_d0.25,2983,1148,0.384847,98.078461,60.333213,62.333213,62.333213,0.000000,0.000000
0.6,8,engagement_g00_d0.5,2983,1113,0.373114,98.364600,61.663359,63.663359,63.663359,0.000000,0.000000
0.6,8,engagement_g00_d1.0,2983,1025,0.343614,98.219662,64.470029,66.470029,66.470029,0.000000,0.000000
0.6,8,engagement_g00_d2.0,2983,869,0.291317,96.892647,68.666127,70.666127,70.666127,0.000000,0.000000
0.6,8,engagement_g00_d5.0,2983,374,0.125377,96.996430,84.835296,86.835296,86.835296,0.000000,0.000000
0.6,8,engagement_g00_d10.0,2983,80,0.026819,100.673303,97.973382,99.973382,99.973382,0.000000,0.000000
0.6,8,engagement_g05_d0.0,2983,1042,0.349313,98.454028,64.062779,66.062779,66.062779,0.000000,0.000000
0.6,8,engagement_g05_d0.25,2983,1018,0.341267,98.436557,64.843391,66.843391,66.843391,0.000000,0.000000
0.6,8,engagement_g05_d0.5,2983,994,0.333222,98.518465,65.689986,67.689986,67.689986,0.000000,0.000000
0.6,8,engagement_g05_d1.0,2983,942,0.315789,98.396379,67.323838,69.323838,69.323838,0.000000,0.000000
0.6,8,engagement_g05_d2.0,2983,812,0.272209,97.520256,70.974347,72.974347,72.974347,0.000000,0.000000
0.6,8,engagement_g05_d5.0,2983,343,0.114985,97.835618,86.585998,88.585998,88.585998,0.000000,0.000000
0.6,8,engagement_g05_d10.0,2983,102,0.034194,97.886417,94.539312,96.539312,96.539312,0.000000,0.000000
0.6,8,oracle_a1,2983,1590,0.533020,37.404821,17.467287,19.467287,19.467287,0.000000,0.000000
0.6,9,static,2932,164,0.055935,99.888870,94.301634,96.301634,96.301634,0.000000,0.000000
0.6,9,nearest,2932,118,0.040246,110.444558,105.999654,107.999654,107.999654,0.000000,0.000000
0.6,9,naive_target_aware,2932,1229,0.419168,102.264168,59.398321,61.398321,61.398321,0.000000,0.000000
0.6,9,engagement_g00_d0.0,2932,1229,0.419168,102.264168,59.398321,61.398321,61.398321,0.000000,0.000000
0.6,9,engagement_g00_d0.25,2932,1093,0.372783,100.697776,63.159349,65.159349,65.159349,0.000000,0.000000
0.6,9,engagement_g00_d0.5,2932,1041,0.355048,100.477309,64.803066,66.803066,66.803066,0.000000,0.000000
0.6,9,engagement_g00_d1.0,2932,964,0.328786,99.954255,67.090714,69.090714,69.090714,0.000000,0.000000
0.6,9,engagement_g00_d2.0,2932,788,0.268759,99.870174,73.029213,75.029213,75.029213,0.000000,0.000000
0.6,9,engagement_g00_d5.0,2932,317,0.108117,100.678530,89.793437,91.793437,91.793437,0.000000,0.000000
0.6,9,engagement_g00_d10.0,2932,71,0.024216,101.733851,99.270309,101.270309,101.270309,0.000000,0.000000
0.6,9,engagement_g05_d0.0,2932,1013,0.345498,101.348298,66.332668,68.332668,68.332668,0.000000,0.000000
0.6,9,engagement_g05_d0.25,2932,978,0.333561,100.721287,67.124623,69.124623,69.124623,0.000000,0.000000
0.6,9,engagement_g05_d0.5,2932,941,0.320941,100.612413,68.321731,70.321731,70.321731,0.000000,0.000000
0.6,9,engagement_g05_d1.0,2932,888,0.302865,100.524860,70.079404,72.079404,72.079404,0.000000,0.000000
0.6,9,engagement_g05_d2.0,2932,746,0.254434,100.607665,75.009671,77.009671,77.009671,0.000000,0.000000
0.6,9,engagement_g05_d5.0,2932,292,0.099591,104.222382,93.842800,95.842800,95.842800,0.000000,0.000000
0.6,9,engagement_g05_d10.0,2932,60,0.020464,98.905402,96.881417,98.881417,98.881417,0.000000,0.000000
0.6,9,oracle_a1,2932,1583,0.539905,39.621463,18.229657,20.229657,20.229657,0.000000,0.000000
0.6,10,static,3006,122,0.040585,105.916771,101.618087,103.618087,103.618087,0.000000,0.000000
0.6,10,nearest,3006,154,0.051231,89.676608,85.082397,87.082397,87.082397,0.000000,0.000000
0.6,10,naive_target_aware,3006,1293,0.430140,102.024156,58.139514,60.139514,60.139514,0.000000,0.000000
0.6,10,engagement_g00_d0.0,3006,1293,0.430140,102.024156,58.139514,60.139514,60.139514,0.000000,0.000000
0.6,10,engagement_g00_d0.25,3006,1154,0.383899,101.836071,62.741319,64.741319,64.741319,0.000000,0.000000
0.6,10,engagement_g00_d0.5,3006,1129,0.375582,101.931816,63.648044,65.648044,65.648044,0.000000,0.000000
0.6,10,engagement_g00_d1.0,3006,1041,0.346307,102.410141,66.944753,68.944753,68.944753,0.000000,0.000000
0.6,10,engagement_g00_d2.0,3006,869,0.289088,102.897965,73.151348,75.151348,75.151348,0.000000,0.000000
0.6,10,engagement_g00_d5.0,3006,373,0.124085,101.720981,89.098916,91.098916,91.098916,0.000000,0.000000
0.6,10,engagement_g00_d10.0,3006,73,0.024285,98.440482,96.049878,98.049878,98.049878,0.000000,0.000000
0.6,10,engagement_g05_d0.0,3006,1089,0.362275,102.412688,65.311085,67.311085,67.311085,0.000000,0.000000
0.6,10,engagement_g05_d0.25,3006,1045,0.347638,102.313451,66.745402,68.745402,68.745402,0.000000,0.000000
0.6,10,engagement_g05_d0.5,3006,1026,0.341317,102.187101,67.308869,69.308869,69.308869,0.000000,0.000000
0.6,10,engagement_g05_d1.0,3006,956,0.318031,102.558468,69.941736,71.941736,71.941736,0.000000,0.000000
0.6,10,engagement_g05_d2.0,3006,816,0.271457,103.186579,75.175851,77.175851,77.175851,0.000000,0.000000
0.6,10,engagement_g05_d5.0,3006,333,0.110778,102.795538,91.408008,93.408008,93.408008,0.000000,0.000000
0.6,10,engagement_g05_d10.0,3006,65,0.021623,103.159243,100.928587,102.928587,102.928587,0.000000,0.000000
0.6,10,oracle_a1,3006,1674,0.556886,41.978707,18.601343,20.601343,20.601343,0.000000,0.000000
0.6,11,static,3002,141,0.046969,107.106271,102.075630,104.075630,104.075630,0.000000,0.000000
0.6,11,nearest,3002,157,0.052298,103.617969,98.198908,100.198908,100.198908,0.000000,0.000000
0.6,11,naive_target_aware,3002,1291,0.430047,107.394970,61.210124,63.210124,63.210124,0.000000,0.000000
0.6,11,engagement_g00_d0.0,3002,1291,0.430047,107.394970,61.210124,63.210124,63.210124,0.000000,0.000000
0.6,11,engagement_g00_d0.25,3002,1177,0.392072,108.126187,65.732942,67.732942,67.732942,0.000000,0.000000
0.6,11,engagement_g00_d0.5,3002,1127,0.375416,107.796001,67.327616,69.327616,69.327616,0.000000,0.000000
0.6,11,engagement_g00_d1.0,3002,1055,0.351432,107.506212,69.725048,71.725048,71.725048,0.000000,0.000000
0.6,11,engagement_g00_d2.0,3002,854,0.284477,107.542958,76.949458,78.949458,78.949458,0.000000,0.000000
0.6,11,engagement_g00_d5.0,3002,352,0.117255,109.311516,96.494177,98.494177,98.494177,0.000000,0.000000
0.6,11,engagement_g00_d10.0,3002,66,0.021985,101.111848,98.888869,100.888869,100.888869,0.000000,0.000000
0.6,11,engagement_g05_d0.0,3002,1087,0.362092,107.993083,68.889658,70.889658,70.889658,0.000000,0.000000
0.6,11,engagement_g05_d0.25,3002,1051,0.350100,108.195725,70.316409,72.316409,72.316409,0.000000,0.000000
0.6,11,engagement_g05_d0.5,3002,1028,0.342438,108.138802,71.107927,73.107927,73.107927,0.000000,0.000000
0.6,11,engagement_g05_d1.0,3002,976,0.325117,107.729554,72.704889,74.704889,74.704889,0.000000,0.000000
0.6,11,engagement_g05_d2.0,3002,801,0.266822,108.153511,79.295762,81.295762,81.295762,0.000000,0.000000
0.6,11,engagement_g05_d5.0,3002,329,0.109594,109.298143,97.319765,99.319765,99.319765,0.000000,0.000000
0.6,11,engagement_g05_d10.0,3002,87,0.028981,105.107789,102.061694,104.061694,104.061694,0.000000,0.000000
0.6,11,oracle_a1,3002,1556,0.518321,37.789254,18.202286,20.202286,20.202286,0.000000,0.000000
0.6,12,static,3026,159,0.052545,102.281801,96.907443,98.907443,98.907443,0.000000,0.000000
0.6,12,nearest,3026,136,0.044944,116.422296,111.189833,113.189833,113.189833,0.000000,0.000000
0.6,12,naive_target_aware,3026,1310,0.432915,100.389013,56.929129,58.929129,58.929129,0.000000,0.000000
0.6,12,engagement_g00_d0.0,3026,1310,0.432915,100.389013,56.929129,58.929129,58.929129,0.000000,0.000000
0.6,12,engagement_g00_d0.25,3026,1181,0.390284,101.441812,61.850675,63.850675,63.850675,0.000000,0.000000
0.6,12,engagement_g00_d0.5,3026,1131,0.373761,101.588766,63.618874,65.618874,65.618874,0.000000,0.000000
0.6,12,engagement_g00_d1.0,3026,1029,0.340053,101.856326,67.219790,69.219790,69.219790,0.000000,0.000000
0.6,12,engagement_g00_d2.0,3026,837,0.276603,103.322379,74.743123,76.743123,76.743123,0.000000,0.000000
0.6,12,engagement_g00_d5.0,3026,350,0.115664,103.124399,91.196594,93.196594,93.196594,0.000000,0.000000
0.6,12,engagement_g00_d10.0,3026,66,0.021811,99.123436,96.961458,98.961458,98.961458,0.000000,0.000000
0.6,12,engagement_g05_d0.0,3026,1088,0.359551,102.290996,65.512211,67.512211,67.512211,0.000000,0.000000
0.6,12,engagement_g05_d0.25,3026,1061,0.350628,102.425071,66.511984,68.511984,68.511984,0.000000,0.000000
0.6,12,engagement_g05_d0.5,3026,1031,0.340714,102.510764,67.583931,69.583931,69.583931,0.000000,0.000000
0.6,12,engagement_g05_d1.0,3026,964,0.318572,102.239891,69.669086,71.669086,71.669086,0.000000,0.000000
0.6,12,engagement_g05_d2.0,3026,794,0.262393,103.284665,76.183534,78.183534,78.183534,0.000000,0.000000
0.6,12,engagement_g05_d5.0,3026,320,0.105750,103.552370,92.601690,94.601690,94.601690,0.000000,0.000000
0.6,12,engagement_g05_d10.0,3026,81,0.026768,100.135128,97.454709,99.454709,99.454709,0.000000,0.000000
0.6,12,oracle_a1,3026,1563,0.516523,33.161284,16.032703,18.032703,18.032703,0.000000,0.000000
0.6,13,static,3014,161,0.053417,99.126970,93.831866,95.831866,95.831866,0.000000,0.000000
0.6,13,nearest,3014,150,0.049768,105.354122,100.110884,102.110884,102.110884,0.000000,0.000000
0.6,13,naive_target_aware,3014,1291,0.428334,100.127315,57.239338,59.239338,59.239338,0.000000,0.000000
0.6,13,engagement_g00_d0.0,3014,1291,0.428334,100.127315,57.239338,59.239338,59.239338,0.000000,0.000000
0.6,13,engagement_g00_d0.25,3014,1159,0.384539,99.813305,61.431214,63.431214,63.431214,0.000000,0.000000
0.6,13,engagement_g00_d0.5,3014,1124,0.372926,99.767901,62.561822,64.561822,64.561822,0.000000,0.000000
0.6,13,engagement_g00_d1.0,3014,1036,0.343729,99.731529,65.450884,67.450884,67.450884,0.000000,0.000000
0.6,13,engagement_g00_d2.0,3014,850,0.282017,98.700302,70.865114,72.865114,72.865114,0.000000,0.000000
0.6,13,engagement_g00_d5.0,3014,324,0.107498,95.495951,85.230295,87.230295,87.230295,0.000000,0.000000
0.6,13,engagement_g00_d10.0,3014,77,0.025547,101.702642,99.104400,101.104400,101.104400,0.000000,0.000000
0.6,13,engagement_g05_d0.0,3014,1096,0.363636,98.596060,62.742947,64.742947,64.742947,0.000000,0.000000
0.6,13,engagement_g05_d0.25,3014,1061,0.352024,98.257605,63.668581,65.668581,65.668581,0.000000,0.000000
0.6,13,engagement_g05_d0.5,3014,1043,0.346052,98.025648,64.103700,66.103700,66.103700,0.000000,0.000000
0.6,13,engagement_g05_d1.0,3014,983,0.326145,98.199298,66.172121,68.172121,68.172121,0.000000,0.000000
