dominant_peer_ratio,seed,policy_id,total_requests,self_service_count,self_service_rate,mean_rtt_remote_ms,mean_rtt_all_ms,measured_mean_latency_ms,predicted_mean_latency_ms,abs_error_ms,rel_error
0.5,26,engagement_g00_d10.0,3057,72,0.023553,108.468279,105.913580,107.913580,107.913580,0.000000,0.000000
0.5,26,engagement_g05_d0.0,3057,780,0.255152,107.920440,80.384312,82.384312,82.384312,0.000000,0.000000
0.5,26,engagement_g05_d0.25,3057,754,0.246647,109.163350,82.238533,84.238533,84.238533,0.000000,0.000000
0.5,26,engagement_g05_d0.5,3057,737,0.241086,109.507349,83.106657,85.106657,85.106657,0.000000,0.000000
0.5,26,engagement_g05_d1.0,3057,689,0.225384,110.172683,85.341483,87.341483,87.341483,0.000000,0.000000
0.5,26,engagement_g05_d2.0,3057,599,0.195944,110.917796,89.184149,91.184149,91.184149,0.000000,0.000000
0.5,26,engagement_g05_d5.0,3057,250,0.081780,109.930362,100.940310,102.940310,102.940310,0.000000,0.000000
0.5,26,engagement_g05_d10.0,3057,106,0.034675,103.969592,100.364496,102.364496,102.364496,0.000000,0.000000
0.5,26,oracle_a1,3057,1237,0.404645,35.330288,21.034061,23.034061,23.034061,0.000000,0.000000
0.5,27,static,2968,126,0.042453,105.480891,101.002929,103.002929,103.002929,0.000000,0.000000
0.5,27,nearest,2968,177,0.059636,106.678679,100.316777,102.316777,102.316777,0.000000,0.000000
0.5,27,naive_target_aware,2968,994,0.334906,105.730808,70.320962,72.320962,72.320962,0.000000,0.000000
0.5,27,engagement_g00_d0.0,2968,994,0.334906,105.730808,70.320962,72.320962,72.320962,0.000000,0.000000
0.5,27,engagement_g00_d0.25,2968,906,0.305256,106.761691,74.172038,76.172038,76.172038,0.000000,0.000000
0.5,27,engagement_g00_d0.5,2968,866,0.291779,106.592262,75.490881,77.490881,77.490881,0.000000,0.000000
0.5,27,engagement_g00_d1.0,2968,792,0.266846,107.025632,78.466232,80.466232,80.466232,0.000000,0.000000
0.5,27,engagement_g00_d2.0,2968,637,0.214623,107.271892,84.248915,86.248915,86.248915,0.000000,0.000000
0.5,27,engagement_g00_d5.0,2968,263,0.088612,108.643875,99.016740,101.016740,101.016740,0.000000,0.000000
0.5,27,engagement_g00_d10.0,2968,80,0.026954,105.019725,102.189005,104.189005,104.189005,0.000000,0.000000
0.5,27,engagement_g05_d0.0,2968,743,0.250337,104.533278,78.364738,80.364738,80.364738,0.000000,0.000000
0.5,27,engagement_g05_d0.25,2968,731,0.246294,104.722422,78.929938,80.929938,80.929938,0.000000,0.000000
0.5,27,engagement_g05_d0.5,2968,725,0.244272,104.662697,79.096506,81.096506,81.096506,0.000000,0.000000
0.5,27,engagement_g05_d1.0,2968,687,0.231469,105.365362,80.976546,82.976546,82.976546,0.000000,0.000000
0.5,27,engagement_g05_d2.0,2968,556,0.187332,106.552974,86.592241,88.592241,88.592241,0.000000,0.000000
0.5,27,engagement_g05_d5.0,2968,226,0.076146,105.390309,97.365306,99.365306,99.365306,0.000000,0.000000
0.5,27,engagement_g05_d10.0,2968,122,0.041105,109.551258,105.048140,107.048140,107.048140,0.000000,0.000000
0.5,27,oracle_a1,2968,1318,0.444070,38.118904,21.191439,23.191439,23.191439,0.000000,0.000000
0.5,28,static,3014,125,0.041473,117.066689,112.211568,114.211568,114.211568,0.000000,0.000000
0.5,28,nearest,3014,171,0.056735,114.704901,108.197091,110.197091,110.197091,0.000000,0.000000
0.5,28,naive_target_aware,3014,1045,0.346715,106.361288,69.484199,71.484199,71.484199,0.000000,0.000000
0.5,28,engagement_g00_d0.0,3014,1045,0.346715,106.361288,69.484199,71.484199,71.484199,0.000000,0.000000
0.5,28,engagement_g00_d0.25,3014,953,0.316191,106.640580,72.921777,74.921777,74.921777,0.000000,0.000000
0.5,28,engagement_g00_d0.5,3014,924,0.306569,106.411750,73.789170,75.789170,75.789170,0.000000,0.000000
0.5,28,engagement_g00_d1.0,3014,843,0.279695,107.408127,77.366637,79.366637,79.366637,0.000000,0.000000
0.5,28,engagement_g00_d2.0,3014,697,0.231254,108.488226,83.399874,85.399874,85.399874,0.000000,0.000000
0.5,28,engagement_g00_d5.0,3014,297,0.098540,108.349879,97.673067,99.673067,99.673067,0.000000,0.000000
0.5,28,engagement_g00_d10.0,3014,63,0.020902,107.033737,104.796469,106.796469,106.796469,0.000000,0.000000
0.5,28,engagement_g05_d0.0,3014,777,0.257797,109.418795,81.210964,83.210964,83.210964,0.000000,0.000000
0.5,28,engagement_g05_d0.25,3014,759,0.251825,109.461264,81.896201,83.896201,83.896201,0.000000,0.000000
0.5,28,engagement_g05_d0.5,3014,748,0.248175,109.372283,82.228797,84.228797,84.228797,0.000000,0.000000
0.5,28,engagement_g05_d1.0,3014,708,0.234904,109.447546,83.737904,85.737904,85.737904,0.000000,0.000000
0.5,28,engagement_g05_d2.0,3014,592,0.196417,109.652843,88.115191,90.115191,90.115191,0.000000,0.000000
0.5,28,engagement_g05_d5.0,3014,236,0.078301,110.951969,102.264290,104.264290,104.264290,0.000000,0.000000
0.5,28,engagement_g05_d10.0,3014,92,0.030524,113.115640,109.662874,111.662874,111.662874,0.000000,0.000000
0.5,28,oracle_a1,3014,1279,0.424353,32.768721,18.863215,20.863215,20.863215,0.000000,0.000000
0.5,29,static,3063,152,0.049625,98.008206,93.144592,95.144592,95.144592,0.000000,0.000000
0.5,29,nearest,3063,172,0.056154,97.064368,91.613806,93.613806,93.613806,0.000000,0.000000
0.5,29,naive_target_aware,3063,1105,0.360757,102.019776,65.215384,67.215384,67.215384,0.000000,0.000000
0.5,29,engagement_g00_d0.0,3063,1105,0.360757,102.019776,65.215384,67.215384,67.215384,0.000000,0.000000
0.5,29,engagement_g00_d0.25,3063,1005,0.328110,101.542804,68.225625,70.225625,70.225625,0.000000,0.000000
0.5,29,engagement_g00_d0.5,3063,969,0.316357,101.731126,69.547822,71.547822,71.547822,0.000000,0.000000
0.5,29,engagement_g00_d1.0,3063,881,0.287627,100.959801,71.921086,73.921086,73.921086,0.000000,0.000000
0.5,29,engagement_g00_d2.0,3063,747,0.243879,101.315087,76.606510,78.606510,78.606510,0.000000,0.000000
0.5,29,engagement_g00_d5.0,3063,306,0.099902,100.427659,90.394730,92.394730,92.394730,0.000000,0.000000
0.5,29,engagement_g00_d10.0,3063,78,0.025465,97.006947,94.536643,96.536643,96.536643,0.000000,0.000000
0.5,29,engagement_g05_d0.0,3063,803,0.262161,100.584774,74.215341,76.215341,76.215341,0.000000,0.000000
0.5,29,engagement_g05_d0.25,3063,791,0.258244,100.351772,74.436574,76.436574,76.436574,0.000000,0.000000
0.5,29,engagement_g05_d0.5,3063,774,0.252693,100.188011,74.871158,76.871158,76.871158,0.000000,0.000000
0.5,29,engagement_g05_d1.0,3063,732,0.238981,100.153473,76.218656,78.218656,78.218656,0.000000,0.000000
0.5,29,engagement_g05_d2.0,3063,649,0.211884,100.662852,79.334027,81.334027,81.334027,0.000000,0.000000
0.5,29,engagement_g05_d5.0,3063,274,0.089455,99.145023,90.276027,92.276027,92.276027,0.000000,0.000000
0.5,29,engagement_g05_d10.0,3063,90,0.029383,100.411523,97.461135,99.461135,99.461135,0.000000,0.000000
0.5,29,oracle_a1,3063,1270,0.414626,32.120879,18.802722,20.802722,20.802722,0.000000,0.000000
0.5,30,static,2933,130,0.044323,106.307729,101.595828,103.595828,103.595828,0.000000,0.000000
0.5,30,nearest,2933,153,0.052165,101.651253,96.348614,98.348614,98.348614,0.000000,0.000000
0.5,30,naive_target_aware,2933,1016,0.346403,112.980485,73.843706,75.843706,75.843706,0.000000,0.000000
0.5,30,engagement_g00_d0.0,2933,1016,0.346403,112.980485,73.843706,75.843706,75.843706,0.000000,0.000000
0.5,30,engagement_g00_d0.25,2933,910,0.310263,113.311841,78.155423,80.155423,80.155423,0.000000,0.000000
0.5,30,engagement_g00_d0.5,2933,881,0.300375,112.911344,78.995594,80.995594,80.995594,0.000000,0.000000
0.5,30,engagement_g00_d1.0,2933,823,0.280600,112.444483,80.892554,82.892554,82.892554,0.000000,0.000000
0.5,30,engagement_g00_d2.0,2933,689,0.234913,111.961721,85.660451,87.660451,87.660451,0.000000,0.000000
0.5,30,engagement_g00_d5.0,2933,271,0.092397,112.578223,102.176349,104.176349,104.176349,0.000000,0.000000
0.5,30,engagement_g00_d10.0,2933,65,0.022162,115.848387,113.281000,115.281000,115.281000,0.000000,0.000000
0.5,30,engagement_g05_d0.0,2933,739,0.251960,111.061837,83.078647,85.078647,85.078647,0.000000,0.000000
0.5,30,engagement_g05_d0.25,2933,716,0.244119,111.368537,84.181400,86.181400,86.181400,0.000000,0.000000
0.5,30,engagement_g05_d0.5,2933,706,0.240709,111.493939,84.656326,86.656326,86.656326,0.000000,0.000000
0.5,30,engagement_g05_d1.0,2933,670,0.228435,111.081796,85.706820,87.706820,87.706820,0.000000,0.000000
0.5,30,engagement_g05_d2.0,2933,580,0.197750,108.839741,87.316710,89.316710,89.316710,0.000000,0.000000
0.5,30,engagement_g05_d5.0,2933,218,0.074327,113.877379,105.413257,107.413257,107.413257,0.000000,0.000000
0.5,30,engagement_g05_d10.0,2933,89,0.030344,109.166756,105.854161,107.854161,107.854161,0.000000,0.000000
0.5,30,oracle_a1,2933,1336,0.455506,45.212062,24.617682,26.617682,26.617682,0.000000,0.000000
0.4,1,static,3072,158,0.051432,96.680186,91.707702,93.707702,93.707702,0.000000,0.000000
0.4,1,nearest,3072,144,0.046875,97.783936,93.200314,95.200314,95.200314,0.000000,0.000000
0.4,1,naive_target_aware,3072,814,0.264974,93.132269,68.454643,70.454643,70.454643,0.000000,0.000000
0.4,1,engagement_g00_d0.0,3072,814,0.264974,93.132269,68.454643,70.454643,70.454643,0.000000,0.000000
0.4,1,engagement_g00_d0.25,3072,746,0.242839,93.530922,70.818010,72.818010,72.818010,0.000000,0.000000
0.4,1,engagement_g00_d0.5,3072,720,0.234375,93.452291,71.549410,73.549410,73.549410,0.000000,0.000000
0.4,1,engagement_g00_d1.0,3072,680,0.221354,93.379384,72.709468,74.709468,74.709468,0.000000,0.000000
0.4,1,engagement_g00_d2.0,3072,555,0.180664,92.550261,75.829755,77.829755,77.829755,0.000000,0.000000
0.4,1,engagement_g00_d5.0,3072,270,0.087891,91.854090,83.780977,85.780977,85.780977,0.000000,0.000000
0.4,1,engagement_g00_d10.0,3072,112,0.036458,98.755532,95.155069,97.155069,97.155069,0.000000,0.000000
0.4,1,engagement_g05_d0.0,3072,522,0.169922,93.619552,77.711542,79.711542,79.711542,0.000000,0.000000
0.4,1,engagement_g05_d0.25,3072,517,0.168294,93.350509,77.640153,79.640153,79.640153,0.000000,0.000000
0.4,1,engagement_g05_d0.5,3072,509,0.165690,93.355996,77.887831,79.887831,79.887831,0.000000,0.000000
0.4,1,engagement_g05_d1.0,3072,490,0.159505,93.710569,78.763245,80.763245,80.763245,0.000000,0.000000
0.4,1,engagement_g05_d2.0,3072,426,0.138672,93.121855,80.208473,82.208473,82.208473,0.000000,0.000000
0.4,1,engagement_g05_d5.0,3072,208,0.067708,94.907307,88.481291,90.481291,90.481291,0.000000,0.000000
0.4,1,engagement_g05_d10.0,3072,161,0.052409,95.968079,90.938502,92.938502,92.938502,0.000000,0.000000
0.4,1,oracle_a1,3072,1214,0.395182,34.803768,21.049935,23.049935,23.049935,0.000000,0.000000
0.4,2,static,3076,158,0.051365,100.047005,94.908050,96.908050,96.908050,0.000000,0.000000
0.4,2,nearest,3076,144,0.046814,91.631515,87.341873,89.341873,89.341873,0.000000,0.000000
0.4,2,naive_target_aware,3076,850,0.276333,105.366837,76.250513,78.250513,78.250513,0.000000,0.000000
0.4,2,engagement_g00_d0.0,3076,850,0.276333,105.366837,76.250513,78.250513,78.250513,0.000000,0.000000
0.4,2,engagement_g00_d0.25,3076,768,0.249675,106.344504,79.792950,81.792950,81.792950,0.000000,0.000000
0.4,2,engagement_g00_d0.5,3076,738,0.239922,106.125813,80.663898,82.663898,82.663898,0.000000,0.000000
0.4,2,engagement_g00_d1.0,3076,679,0.220741,106.865520,83.275894,85.275894,85.275894,0.000000,0.000000
0.4,2,engagement_g00_d2.0,3076,555,0.180429,106.126740,86.978385,88.978385,88.978385,0.000000,0.000000
0.4,2,engagement_g00_d5.0,3076,248,0.080624,106.618094,98.022097,100.022097,100.022097,0.000000,0.000000
0.4,2,engagement_g00_d10.0,3076,77,0.025033,106.901499,104.225486,106.225486,106.225486,0.000000,0.000000
0.4,2,engagement_g05_d0.0,3076,536,0.174252,108.226065,89.367427,91.367427,91.367427,0.000000,0.000000
0.4,2,engagement_g05_d0.25,3076,530,0.172302,108.015417,89.404178,91.404178,91.404178,0.000000,0.000000
0.4,2,engagement_g05_d0.5,3076,523,0.170026,106.953383,88.768526,90.768526,90.768526,0.000000,0.000000
0.4,2,engagement_g05_d1.0,3076,499,0.162224,106.297709,89.053705,91.053705,91.053705,0.000000,0.000000
0.4,2,engagement_g05_d2.0,3076,431,0.140117,106.556456,91.626081,93.626081,93.626081,0.000000,0.000000
0.4,2,engagement_g05_d5.0,3076,180,0.058518,107.727036,101.423113,103.423113,103.423113,0.000000,0.000000
0.4,2,engagement_g05_d10.0,3076,141,0.045839,100.119512,95.530158,97.530158,97.530158,0.000000,0.000000
0.4,2,oracle_a1,3076,1097,0.356632,36.278086,23.340160,25.340160,25.340160,0.000000,0.000000
0.4,3,static,2993,139,0.046442,99.237123,94.628382,96.628382,96.628382,0.000000,0.000000
0.4,3,nearest,2993,158,0.052790,94.035830,89.071693,91.071693,91.071693,0.000000,0.000000
0.4,3,naive_target_aware,2993,752,0.251253,101.302782,75.850162,77.850162,77.850162,0.000000,0.000000
0.4,3,engagement_g00_d0.0,2993,752,0.251253,101.302782,75.850162,77.850162,77.850162,0.000000,0.000000
0.4,3,engagement_g00_d0.25,2993,694,0.231874,101.334358,77.837517,79.837517,79.837517,0.000000,0.000000
0.4,3,engagement_g00_d0.5,2993,677,0.226194,101.028524,78.176432,80.176432,80.176432,0.000000,0.000000
0.4,3,engagement_g00_d1.0,2993,625,0.208821,100.922053,79.847451,81.847451,81.847451,0.000000,0.000000
0.4,3,engagement_g00_d2.0,2993,509,0.170063,102.806298,85.322701,87.322701,87.322701,0.000000,0.000000
0.4,3,engagement_g00_d5.0,2993,203,0.067825,101.951178,95.036347,97.036347,97.036347,0.000000,0.000000
0.4,3,engagement_g00_d10.0,2993,94,0.031407,98.152592,95.069952,97.069952,97.069952,0.000000,0.000000
0.4,3,engagement_g05_d0.0,2993,426,0.142332,102.924758,88.275260,90.275260,90.275260,0.000000,0.000000
0.4,3,engagement_g05_d0.25,2993,426,0.142332,103.370666,88.657701,90.657701,90.657701,0.000000,0.000000
0.4,3,engagement_g05_d0.5,2993,420,0.140327,103.301899,88.805809,90.805809,90.805809,0.000000,0.000000
0.4,3,engagement_g05_d1.0,2993,400,0.133645,103.436179,89.612433,91.612433,91.612433,0.000000,0.000000
0.4,3,engagement_g05_d2.0,2993,351,0.117274,103.681510,91.522402,93.522402,93.522402,0.000000,0.000000
0.4,3,engagement_g05_d5.0,2993,169,0.056465,102.510089,96.721848,98.721848,98.721848,0.000000,0.000000
0.4,3,engagement_g05_d10.0,2993,128,0.042766,95.729641,91.635624,93.635624,93.635624,0.000000,0.000000
0.4,3,oracle_a1,2993,1105,0.369195,37.730256,23.800442,25.800442,25.800442,0.000000,0.000000
0.4,4,static,2947,147,0.049881,105.162501,99.916866,101.916866,101.916866,0.000000,0.000000
0.4,4,nearest,2947,147,0.049881,101.521765,96.457734,98.457734,98.457734,0.000000,0.000000
0.4,4,naive_target_aware,2947,746,0.253139,104.961653,78.391788,80.391788,80.391788,0.000000,0.000000
0.4,4,engagement_g00_d0.0,2947,746,0.253139,104.961653,78.391788,80.391788,80.391788,0.000000,0.000000
0.4,4,engagement_g00_d0.25,2947,679,0.230404,106.280044,81.792718,83.792718,83.792718,0.000000,0.000000
0.4,4,engagement_g00_d0.5,2947,657,0.222939,106.087432,82.436451,84.436451,84.436451,0.000000,0.000000
0.4,4,engagement_g00_d1.0,2947,617,0.209365,106.503659,84.205472,86.205472,86.205472,0.000000,0.000000
0.4,4,engagement_g00_d2.0,2947,511,0.173397,105.712132,87.382000,89.382000,89.382000,0.000000,0.000000
0.4,4,engagement_g00_d5.0,2947,224,0.076010,107.355286,99.195264,101.195264,101.195264,0.000000,0.000000
0.4,4,engagement_g00_d10.0,2947,101,0.034272,108.206153,104.497696,106.497696,106.497696,0.000000,0.000000
0.4,4,engagement_g05_d0.0,2947,425,0.144214,107.238682,91.773314,93.773314,93.773314,0.000000,0.000000
0.4,4,engagement_g05_d0.25,2947,409,0.138785,107.060509,92.202094,94.202094,94.202094,0.000000,0.000000
0.4,4,engagement_g05_d0.5,2947,399,0.135392,107.047715,92.554319,94.554319,94.554319,0.000000,0.000000
0.4,4,engagement_g05_d1.0,2947,381,0.129284,106.946353,93.119899,95.119899,95.119899,0.000000,0.000000
0.4,4,engagement_g05_d2.0,2947,333,0.112996,106.950511,94.865502,96.865502,96.865502,0.000000,0.000000
0.4,4,engagement_g05_d5.0,2947,160,0.054293,105.330239,99.611597,101.611597,101.611597,0.000000,0.000000
0.4,4,engagement_g05_d10.0,2947,141,0.047845,106.737704,101.630810,103.630810,103.630810,0.000000,0.000000
0.4,4,oracle_a1,2947,1063,0.360706,31.754873,20.300706,22.300706,22.300706,0.000000,0.000000
0.4,5,static,2961,168,0.056738,106.201814,100.176180,102.176180,102.176180,0.000000,0.000000
0.4,5,nearest,2961,153,0.051672,103.735828,98.375618,100.375618,100.375618,0.000000,0.000000
0.4,5,naive_target_aware,2961,744,0.251266,103.866475,77.768313,79.768313,79.768313,0.000000,0.000000
0.4,5,engagement_g00_d0.0,2961,744,0.251266,103.866475,77.768313,79.768313,79.768313,0.000000,0.000000
0.4,5,engagement_g00_d0.25,2961,686,0.231678,103.424620,79.463361,81.463361,81.463361,0.000000,0.000000
0.4,5,engagement_g00_d0.5,2961,652,0.220196,103.408094,80.638058,82.638058,82.638058,0.000000,0.000000
0.4,5,engagement_g00_d1.0,2961,598,0.201959,103.433872,82.544492,84.544492,84.544492,0.000000,0.000000
0.4,5,engagement_g00_d2.0,2961,507,0.171226,103.537591,85.809270,87.809270,87.809270,0.000000,0.000000
0.4,5,engagement_g00_d5.0,2961,207,0.069909,103.644815,96.399129,98.399129,98.399129,0.000000,0.000000
0.4,5,engagement_g00_d10.0,2961,130,0.043904,102.772500,98.260367,100.260367,100.260367,0.000000,0.000000
0.4,5,engagement_g05_d0.0,2961,488,0.164809,102.820871,85.875047,87.875047,87.875047,0.000000,0.000000
0.4,5,engagement_g05_d0.25,2961,476,0.160757,102.536619,86.053191,88.053191,88.053191,0.000000,0.000000
0.4,5,engagement_g05_d0.5,2961,468,0.158055,102.479697,86.282298,88.282298,88.282298,0.000000,0.000000
0.4,5,engagement_g05_d1.0,2961,447,0.150963,102.373771,86.919170,88.919170,88.919170,0.000000,0.000000
0.4,5,engagement_g05_d2.0,2961,388,0.131037,102.937837,89.449191,91.449191,91.449191,0.000000,0.000000
0.4,5,engagement_g05_d5.0,2961,176,0.059439,103.325417,97.183818,99.183818,99.183818,0.000000,0.000000
0.4,5,engagement_g05_d10.0,2961,151,0.050996,103.882859,98.585219,100.585219,100.585219,0.000000,0.000000
0.4,5,oracle_a1,2961,1097,0.370483,36.281257,22.839670,24.839670,24.839670,0.000000,0.000000
0.4,6,static,2952,139,0.047087,106.370675,101.362029,103.362029,103.362029,0.000000,0.000000
0.4,6,nearest,2952,148,0.050136,112.406312,106.770765,108.770765,108.770765,0.000000,0.000000
0.4,6,naive_target_aware,2952,761,0.257791,101.971966,75.684477,77.684477,77.684477,0.000000,0.000000
0.4,6,engagement_g00_d0.0,2952,761,0.257791,101.971966,75.684477,77.684477,77.684477,0.000000,0.000000
0.4,6,engagement_g00_d0.25,2952,706,0.239160,100.519429,76.479213,78.479213,78.479213,0.000000,0.000000
0.4,6,engagement_g00_d0.5,2952,689,0.233401,100.521560,77.059719,79.059719,79.059719,0.000000,0.000000
0.4,6,engagement_g00_d1.0,2952,631,0.213753,100.342198,78.893714,80.893714,80.893714,0.000000,0.000000
0.4,6,engagement_g00_d2.0,2952,520,0.176152,98.871853,81.455402,83.455402,83.455402,0.000000,0.000000
0.4,6,engagement_g00_d5.0,2952,246,0.083333,102.135842,93.624522,95.624522,95.624522,0.000000,0.000000
0.4,6,engagement_g00_d10.0,2952,112,0.037940,101.181340,97.342481,99.342481,99.342481,0.000000,0.000000
0.4,6,engagement_g05_d0.0,2952,489,0.165650,100.153426,83.562970,85.562970,85.562970,0.000000,0.000000
0.4,6,engagement_g05_d0.25,2952,484,0.163957,100.227300,83.794369,85.794369,85.794369,0.000000,0.000000
0.4,6,engagement_g05_d0.5,2952,478,0.161924,100.228152,83.998797,85.998797,85.998797,0.000000,0.000000
0.4,6,engagement_g05_d1.0,2952,457,0.154810,100.268592,84.745981,86.745981,86.745981,0.000000,0.000000
0.4,6,engagement_g05_d2.0,2952,399,0.135163,100.087562,86.559467,88.559467,88.559467,0.000000,0.000000
0.4,6,engagement_g05_d5.0,2952,191,0.064702,98.927839,92.527021,94.527021,94.527021,0.000000,0.000000
0.4,6,engagement_g05_d10.0,2952,131,0.044377,106.617612,101.886275,103.886275,103.886275,0.000000,0.000000
0.4,6,oracle_a1,2952,984,0.333333,32.001038,21.334026,23.334025,23.334026,0.000000,0.000000
0.4,7,static,2971,134,0.045103,119.579499,114.186146,116.186146,116.186146,0.000000,0.000000
0.4,7,nearest,2971,169,0.056883,112.311169,105.922550,107.922550,107.922550,0.000000,0.000000
0.4,7,naive_target_aware,2971,740,0.249074,109.286442,82.065989,84.065989,84.065989,0.000000,0.000000
0.4,7,engagement_g00_d0.0,2971,740,0.249074,109.286442,82.065989,84.065989,84.065989,0.000000,0.000000
0.4,7,engagement_g00_d0.25,2971,670,0.225513,109.474434,84.786493,86.786493,86.786493,0.000000,0.000000
0.4,7,engagement_g00_d0.5,2971,649,0.218445,109.797370,85.812687,87.812687,87.812687,0.000000,0.000000
0.4,7,engagement_g00_d1.0,2971,587,0.197577,109.246542,87.661985,89.661985,89.661985,0.000000,0.000000
0.4,7,engagement_g00_d2.0,2971,472,0.158869,108.747564,91.470940,93.470940,93.470940,0.000000,0.000000
0.4,7,engagement_g00_d5.0,2971,225,0.075732,109.830702,101.512995,103.512995,103.512995,0.000000,0.000000
0.4,7,engagement_g00_d10.0,2971,85,0.028610,114.578920,111.300829,113.300829,113.300829,0.000000,0.000000
0.4,7,engagement_g05_d0.0,2971,457,0.153820,112.038716,94.804891,96.804891,96.804891,0.000000,0.000000
0.4,7,engagement_g05_d0.25,2971,443,0.149108,111.871757,95.190778,97.190778,97.190778,0.000000,0.000000
0.4,7,engagement_g05_d0.5,2971,437,0.147089,111.748143,95.311273,97.311273,97.311273,0.000000,0.000000
0.4,7,engagement_g05_d1.0,2971,409,0.137664,111.687012,96.311721,98.311721,98.311721,0.000000,0.000000
0.4,7,engagement_g05_d2.0,2971,348,0.117132,111.565692,98.497749,100.497749,100.497749,0.000000,0.000000
0.4,7,engagement_g05_d5.0,2971,184,0.061932,114.791315,107.682059,109.682059,109.682059,0.000000,0.000000
0.4,7,engagement_g05_d10.0,2971,131,0.044093,117.603407,112.417932,114.417932,114.417932,0.000000,0.000000
0.4,7,oracle_a1,2971,1107,0.372602,43.819411,27.492219,29.492219,29.492219,0.000000,0.000000
0.4,8,static,2983,155,0.051961,96.319821,91.314936,93.314936,93.314936,0.000000,0.000000
0.4,8,nearest,2983,140,0.046933,98.624012,93.995329,95.995329,95.995329,0.000000,0.000000
0.4,8,naive_target_aware,2983,779,0.261146,99.208752,73.300734,75.300734,75.300734,0.000000,0.000000
0.4,8,engagement_g00_d0.0,2983,779,0.261146,99.208752,73.300734,75.300734,75.300734,0.000000,0.000000
0.4,8,engagement_g00_d0.25,2983,725,0.243044,99.331916,75.189899,77.189899,77.189899,0.000000,0.000000
0.4,8,engagement_g00_d0.5,2983,711,0.238351,99.433823,75.733706,77.733706,77.733706,0.000000,0.000000
0.4,8,engagement_g00_d1.0,2983,657,0.220248,98.620587,76.899593,78.899593,78.899593,0.000000,0.000000
0.4,8,engagement_g00_d2.0,2983,547,0.183372,99.356677,81.137401,83.137401,83.137401,0.000000,0.000000
0.4,8,engagement_g00_d5.0,2983,241,0.080791,99.283751,91.262502,93.262502,93.262502,0.000000,0.000000
0.4,8,engagement_g00_d10.0,2983,118,0.039557,96.404900,92.591364,94.591364,94.591364,0.000000,0.000000
0.4,8,engagement_g05_d0.0,2983,462,0.154878,100.122639,84.615881,86.615881,86.615881,0.000000,0.000000
0.4,8,engagement_g05_d0.25,2983,458,0.153537,100.171400,84.791413,86.791413,86.791413,0.000000,0.000000
0.4,8,engagement_g05_d0.5,2983,459,0.153872,100.187731,84.771650,86.771650,86.771650,0.000000,0.000000
0.4,8,engagement_g05_d1.0,2983,445,0.149179,99.535235,84.686700,86.686700,86.686700,0.000000,0.000000
0.4,8,engagement_g05_d2.0,2983,402,0.134764,99.187790,85.820881,87.820881,87.820881,0.000000,0.000000
0.4,8,engagement_g05_d5.0,2983,187,0.062689,97.852166,91.717953,93.717953,93.717953,0.000000,0.000000
0.4,8,engagement_g05_d10.0,2983,129,0.043245,97.545156,93.326811,95.326811,95.326811,0.000000,0.000000
0.4,8,oracle_a1,2983,1057,0.354341,34.699104,22.403780,24.403780,24.403780,0.000000,0.000000
0.4,9,static,2932,157,0.053547,97.300555,92.090396,94.090396,94.090396,0.000000,0.000000
0.4,9,nearest,2932,141,0.048090,108.951773,103.712278,105.712278,105.712278,0.000000,0.000000
0.4,9,naive_target_aware,2932,756,0.257844,101.819726,75.566072,77.566072,77.566072,0.000000,0.000000
0.4,9,engagement_g00_d0.0,2932,756,0.257844,101.819726,75.566072,77.566072,77.566072,0.000000,0.000000
0.4,9,engagement_g00_d0.25,2932,677,0.230900,102.686164,78.975887,80.975887,80.975887,0.000000,0.000000
0.4,9,engagement_g00_d0.5,2932,659,0.224761,102.929182,79.794690,81.794690,81.794690,0.000000,0.000000
0.4,9,engagement_g00_d1.0,2932,607,0.207026,103.016678,81.689556,83.689556,83.689556,0.000000,0.000000
0.4,9,engagement_g00_d2.0,2932,498,0.169850,101.014847,83.857482,85.857482,85.857482,0.000000,0.000000
0.4,9,engagement_g00_d5.0,2932,238,0.081173,101.562262,93.318122,95.318122,95.318122,0.000000,0.000000
0.4,9,engagement_g00_d10.0,2932,77,0.026262,99.299840,96.692034,98.692034,98.692034,0.000000,0.000000
0.4,9,engagement_g05_d0.0,2932,477,0.162688,103.112224,86.337145,88.337145,88.337145,0.000000,0.000000
0.4,9,engagement_g05_d0.25,2932,470,0.160300,103.301715,86.742436,88.742436,88.742436,0.000000,0.000000
0.4,9,engagement_g05_d0.5,2932,463,0.157913,103.509086,87.163688,89.163688,89.163688,0.000000,0.000000
0.4,9,engagement_g05_d1.0,2932,442,0.150750,102.471536,87.023917,89.023917,89.023917,0.000000,0.000000
0.4,9,engagement_g05_d2.0,2932,395,0.134720,102.307956,88.524995,90.524995,90.524995,0.000000,0.000000
0.4,9,engagement_g05_d5.0,2932,175,0.059686,106.283450,99.939793,101.939793,101.939793,0.000000,0.000000
0.4,9,engagement_g05_d10.0,2932,114,0.038881,97.758206,93.957239,95.957239,95.957239,0.000000,0.000000
0.4,9,oracle_a1,2932,1086,0.370396,36.527417,22.997821,24.997821,24.997821,0.000000,0.000000
0.4,10,static,3006,138,0.045908,106.313336,101.432684,103.432684,103.432684,0.000000,0.000000
0.4,10,nearest,3006,143,0.047572,90.294640,85.999186,87.999186,87.999186,0.000000,0.000000
