dominant_peer_ratio,policy_id,total_requests_mean,total_requests_std,self_service_count_mean,self_service_count_std,self_service_rate_mean,self_service_rate_std,mean_rtt_remote_ms_mean,mean_rtt_remote_ms_std,mean_rtt_all_ms_mean,mean_rtt_all_ms_std,measured_mean_latency_ms_mean,measured_mean_latency_ms_std,predicted_mean_latency_ms_mean,predicted_mean_latency_ms_std,abs_error_ms_mean,abs_error_ms_std,rel_error_mean,rel_error_std
0.5,oracle_a1,3002.400000,53.895557,1324.233333,61.486575,0.441123,0.020302,36.719538,3.995878,20.466335,1.761086,22.466335,1.761086,22.466335,1.761086,0.000000,0.000000,0.000000,0.000000
0.5,static,3002.400000,53.895557,150.300000,18.090100,0.050033,0.005759,105.178079,6.497707,99.920502,6.277396,101.920502,6.277396,101.920502,6.277396,0.000000,0.000000,0.000000,0.000000
0.6,engagement_g00_d0.0,3002.400000,53.895557,1287.400000,39.682012,0.428737,0.008215,104.970406,4.392205,59.961112,2.535960,61.961112,2.535960,61.961112,2.535960,0.000000,0.000000,0.000000,0.000000
0.6,engagement_g00_d0.25,3002.400000,53.895557,1159.866667,37.660675,0.386247,0.007504,105.214553,4.821125,64.569625,2.918192,66.569625,2.918192,66.569625,2.918192,0.000000,0.000000,0.000000,0.000000
0.6,engagement_g00_d0.5,3002.400000,53.895557,1116.700000,35.676854,0.371881,0.007412,105.270349,4.842281,66.119110,3.064039,68.119110,3.064039,68.119110,3.064039,0.000000,0.000000,0.000000,0.000000
0.6,engagement_g00_d1.0,3002.400000,53.895557,1028.866667,33.860498,0.342637,0.007599,105.302613,5.012893,69.216608,3.268442,71.216608,3.268442,71.216608,3.268442,0.000000,0.000000,0.000000,0.000000
0.6,engagement_g00_d10.0,3002.400000,53.895557,70.166667,11.706418,0.023365,0.003812,104.525018,5.886926,102.089482,5.890960,104.089482,5.890960,104.089482,5.890960,0.000000,0.000000,0.000000,0.000000
0.6,engagement_g00_d2.0,3002.400000,53.895557,850.900000,31.439433,0.283373,0.007983,105.550607,5.426006,75.638391,3.938383,77.638391,3.938383,77.638391,3.938383,0.000000,0.000000,0.000000,0.000000
0.6,engagement_g00_d5.0,3002.400000,53.895557,358.033333,26.211978,0.119189,0.007542,106.044302,6.193795,93.410009,5.604105,95.410009,5.604105,95.410009,5.604105,0.000000,0.000000,0.000000,0.000000
0.6,engagement_g05_d0.0,3002.400000,53.895557,1082.800000,47.018998,0.360536,0.011021,105.383435,4.885726,67.379174,3.109018,69.379174,3.109018,69.379174,3.109018,0.000000,0.000000,0.000000,0.000000
