dominant_peer_ratio,seed,policy_id,total_requests,mean_latency_ms,p95_latency_ms,migration_count,max_requests_per_peer,request_imbalance
0.7,14,nearest,3050,111.543786,194.444810,5,1208,7.921311
0.7,14,naive_target_aware,3050,55.094780,180.769638,160,187,1.226230
0.7,14,engagement_g00_d0.0,3050,55.094780,180.769638,160,187,1.226230
0.7,14,engagement_g00_d0.25,3050,61.042777,181.039467,152,186,1.219672
0.7,14,engagement_g00_d0.5,3050,62.363201,181.039467,150,180,1.180328
0.7,14,engagement_g00_d1.0,3050,65.469287,181.039467,150,180,1.180328
0.7,14,engagement_g00_d2.0,3050,71.732662,181.039467,150,186,1.219672
0.7,14,engagement_g00_d5.0,3050,92.362927,189.461261,148,183,1.200000
0.7,14,engagement_g00_d10.0,3050,113.576148,196.004517,58,339,2.222951
0.7,14,engagement_g05_d0.0,3050,59.005312,181.039467,153,189,1.239344
0.7,14,engagement_g05_d0.25,3050,61.765194,181.039467,150,183,1.200000
0.7,14,engagement_g05_d0.5,3050,63.061966,181.039467,150,179,1.173770
0.7,14,engagement_g05_d1.0,3050,66.096225,181.039467,150,180,1.180328
0.7,14,engagement_g05_d2.0,3050,72.007624,181.039467,150,185,1.213115
0.7,14,engagement_g05_d5.0,3050,92.466321,189.461261,147,187,1.226230
0.7,14,engagement_g05_d10.0,3050,109.118276,189.461261,28,535,3.508197
0.7,14,oracle_a1,3050,18.274749,82.282702,970,265,1.737705
0.7,15,static,3022,102.175031,194.911133,0,1227,8.120450
0.7,15,nearest,3022,109.482906,194.911133,4,629,4.162806
0.7,15,naive_target_aware,3022,55.150445,186.809854,164,223,1.475844
0.7,15,engagement_g00_d0.0,3022,55.150445,186.809854,164,223,1.475844
0.7,15,engagement_g00_d0.25,3022,60.448257,186.809854,154,216,1.429517
0.7,15,engagement_g00_d0.5,3022,62.687253,186.809854,151,219,1.449371
0.7,15,engagement_g00_d1.0,3022,65.409348,186.809854,151,216,1.429517
0.7,15,engagement_g00_d2.0,3022,72.083529,188.127822,151,210,1.389808
0.7,15,engagement_g00_d5.0,3022,92.506309,190.711083,148,232,1.535407
0.7,15,engagement_g00_d10.0,3022,117.298166,196.636025,61,432,2.859034
0.7,15,engagement_g05_d0.0,3022,59.677403,186.809854,149,221,1.462608
0.7,15,engagement_g05_d0.25,3022,62.208594,186.809854,148,215,1.422899
0.7,15,engagement_g05_d0.5,3022,63.951276,186.809854,148,218,1.442753
0.7,15,engagement_g05_d1.0,3022,66.350194,186.809854,148,214,1.416281
0.7,15,engagement_g05_d2.0,3022,72.568203,188.439205,148,214,1.416281
0.7,15,engagement_g05_d5.0,3022,93.482868,194.911133,143,245,1.621443
0.7,15,engagement_g05_d10.0,3022,111.902572,194.911133,35,664,4.394441
0.7,15,oracle_a1,3022,17.359857,76.255983,912,294,1.945731
0.7,16,static,3097,89.740042,187.034514,0,1200,7.749435
0.7,16,nearest,3097,94.910621,172.233473,5,642,4.145948
0.7,16,naive_target_aware,3097,48.168809,174.068900,155,181,1.168873
0.7,16,engagement_g00_d0.0,3097,48.168809,174.068900,155,181,1.168873
0.7,16,engagement_g00_d0.25,3097,53.047612,181.592580,150,186,1.201162
0.7,16,engagement_g00_d0.5,3097,54.850502,185.628510,149,185,1.194705
0.7,16,engagement_g00_d1.0,3097,58.378063,186.640998,148,182,1.175331
0.7,16,engagement_g00_d2.0,3097,65.699554,186.640998,148,187,1.207620
0.7,16,engagement_g00_d5.0,3097,84.775188,189.680270,147,185,1.194705
0.7,16,engagement_g00_d10.0,3097,92.277579,186.640998,55,337,2.176300
0.7,16,engagement_g05_d0.0,3097,51.922393,181.526427,150,184,1.188247
0.7,16,engagement_g05_d0.25,3097,54.093879,181.592580,148,187,1.207620
0.7,16,engagement_g05_d0.5,3097,55.778806,185.628510,148,185,1.194705
0.7,16,engagement_g05_d1.0,3097,58.868315,186.640998,148,182,1.175331
0.7,16,engagement_g05_d2.0,3097,65.792624,186.640998,147,202,1.304488
0.7,16,engagement_g05_d5.0,3097,84.304537,187.389936,141,205,1.323862
0.7,16,engagement_g05_d10.0,3097,98.460937,187.034514,31,392,2.531482
0.7,16,oracle_a1,3097,15.104947,69.552815,924,242,1.562803
0.7,17,static,2945,114.687590,191.935999,0,1800,12.224109
0.7,17,nearest,2945,89.637486,182.347704,4,1127,7.653650
0.7,17,naive_target_aware,2945,54.790248,168.705165,157,183,1.242784
0.7,17,engagement_g00_d0.0,2945,54.790248,168.705165,157,183,1.242784
0.7,17,engagement_g00_d0.25,2945,60.720245,168.705165,153,178,1.208829
0.7,17,engagement_g00_d0.5,2945,62.314738,168.705165,153,183,1.242784
0.7,17,engagement_g00_d1.0,2945,65.947724,168.705165,152,174,1.181664
0.7,17,engagement_g00_d2.0,2945,74.249217,168.705165,150,177,1.202037
0.7,17,engagement_g00_d5.0,2945,96.684243,168.705165,146,203,1.378608
0.7,17,engagement_g00_d10.0,2945,93.557799,184.498149,50,283,1.921902
0.7,17,engagement_g05_d0.0,2945,59.465025,168.705165,152,190,1.290323
0.7,17,engagement_g05_d0.25,2945,62.440303,168.705165,150,184,1.249576
0.7,17,engagement_g05_d0.5,2945,63.683463,168.705165,150,184,1.249576
0.7,17,engagement_g05_d1.0,2945,67.096252,168.705165,150,183,1.242784
0.7,17,engagement_g05_d2.0,2945,74.883203,168.705165,150,175,1.188455
0.7,17,engagement_g05_d5.0,2945,96.822827,168.705165,143,193,1.310696
0.7,17,engagement_g05_d10.0,2945,94.120784,184.710449,33,549,3.728353
0.7,17,oracle_a1,2945,15.988442,66.568540,919,327,2.220713
0.7,18,static,3040,102.107781,183.163229,0,1230,8.092105
0.7,18,nearest,3040,101.749452,195.269272,40,942,6.197368
0.7,18,naive_target_aware,3040,54.932337,183.088679,157,203,1.335526
0.7,18,engagement_g00_d0.0,3040,54.932337,183.088679,157,203,1.335526
0.7,18,engagement_g00_d0.25,3040,60.823376,183.163229,150,198,1.302632
0.7,18,engagement_g00_d0.5,3040,62.617053,183.163229,150,197,1.296053
0.7,18,engagement_g00_d1.0,3040,66.530157,185.211330,149,197,1.296053
0.7,18,engagement_g00_d2.0,3040,74.973940,189.391888,149,199,1.309211
0.7,18,engagement_g00_d5.0,3040,96.684298,189.391888,146,197,1.296053
0.7,18,engagement_g00_d10.0,3040,108.651920,195.269272,61,377,2.480263
0.7,18,engagement_g05_d0.0,3040,59.579369,185.022455,152,200,1.315789
0.7,18,engagement_g05_d0.25,3040,62.655472,185.022455,148,199,1.309211
0.7,18,engagement_g05_d0.5,3040,64.121622,185.022455,148,197,1.296053
0.7,18,engagement_g05_d1.0,3040,67.358963,185.670511,148,197,1.296053
0.7,18,engagement_g05_d2.0,3040,75.064920,189.391888,148,199,1.309211
0.7,18,engagement_g05_d5.0,3040,96.492745,189.391888,144,197,1.296053
0.7,18,engagement_g05_d10.0,3040,109.072024,194.101582,31,435,2.861842
0.7,18,oracle_a1,3040,14.382045,55.435596,982,272,1.789474
0.7,19,static,2979,109.372743,195.753930,0,604,4.055052
0.7,19,nearest,2979,101.667667,198.905499,16,1173,7.875126
0.7,19,naive_target_aware,2979,58.370837,191.995776,169,205,1.376301
0.7,19,engagement_g00_d0.0,2979,58.370837,191.995776,169,205,1.376301
0.7,19,engagement_g00_d0.25,2979,65.341707,191.995776,153,207,1.389728
0.7,19,engagement_g00_d0.5,2979,67.499788,191.995776,151,207,1.389728
0.7,19,engagement_g00_d1.0,2979,71.923020,191.995776,150,206,1.383014
0.7,19,engagement_g00_d2.0,2979,81.596387,195.753930,150,209,1.403155
0.7,19,engagement_g00_d5.0,2979,106.729195,198.905499,148,208,1.396442
0.7,19,engagement_g00_d10.0,2979,105.692998,195.864866,57,355,2.383350
0.7,19,engagement_g05_d0.0,2979,64.698630,191.995776,151,197,1.322591
0.7,19,engagement_g05_d0.25,2979,67.417851,191.995776,150,203,1.362873
0.7,19,engagement_g05_d0.5,2979,68.964239,191.995776,150,210,1.409869
0.7,19,engagement_g05_d1.0,2979,72.724367,193.505821,150,210,1.409869
0.7,19,engagement_g05_d2.0,2979,81.941428,195.753930,150,210,1.409869
0.7,19,engagement_g05_d5.0,2979,106.787361,198.905499,145,208,1.396442
0.7,19,engagement_g05_d10.0,2979,106.192941,193.505821,32,477,3.202417
0.7,19,oracle_a1,2979,14.770060,60.896324,1006,388,2.604901
0.7,20,static,3045,106.023524,188.818412,0,636,4.177340
0.7,20,nearest,3045,104.657535,196.288496,33,920,6.042693
0.7,20,naive_target_aware,3045,54.754736,178.294165,169,191,1.254516
0.7,20,engagement_g00_d0.0,3045,54.754736,178.294165,169,191,1.254516
0.7,20,engagement_g00_d0.25,3045,60.144697,180.774747,151,194,1.274220
0.7,20,engagement_g00_d0.5,3045,61.825025,180.774747,150,193,1.267652
0.7,20,engagement_g00_d1.0,3045,65.167285,180.774747,150,187,1.228243
0.7,20,engagement_g00_d2.0,3045,73.666211,180.774747,150,193,1.267652
0.7,20,engagement_g00_d5.0,3045,93.614711,180.774747,147,198,1.300493
0.7,20,engagement_g00_d10.0,3045,100.984955,188.551211,52,260,1.707718
0.7,20,engagement_g05_d0.0,3045,59.508683,180.774747,152,210,1.379310
0.7,20,engagement_g05_d0.25,3045,62.255411,180.774747,148,207,1.359606
0.7,20,engagement_g05_d0.5,3045,63.539573,180.774747,148,206,1.353038
0.7,20,engagement_g05_d1.0,3045,66.170279,180.774747,148,199,1.307061
0.7,20,engagement_g05_d2.0,3045,74.173992,180.774747,148,205,1.346470
0.7,20,engagement_g05_d5.0,3045,93.961847,180.774747,141,195,1.280788
0.7,20,engagement_g05_d10.0,3045,98.831189,188.551211,29,485,3.185550
0.7,20,oracle_a1,3045,17.119326,73.920201,855,263,1.727422
0.7,21,static,3058,110.910574,197.295384,0,644,4.211903
0.7,21,nearest,3058,98.064665,189.097051,22,1197,7.828646
0.7,21,naive_target_aware,3058,56.009350,188.161891,158,188,1.229562
0.7,21,engagement_g00_d0.0,3058,56.009350,188.161891,158,188,1.229562
0.7,21,engagement_g00_d0.25,3058,61.676277,188.161891,149,185,1.209941
0.7,21,engagement_g00_d0.5,3058,63.807848,188.161891,149,186,1.216481
0.7,21,engagement_g00_d1.0,3058,68.200258,188.161891,149,187,1.223022
0.7,21,engagement_g00_d2.0,3058,75.957386,189.332021,149,188,1.229562
0.7,21,engagement_g00_d5.0,3058,101.542735,197.070043,148,205,1.340746
0.7,21,engagement_g00_d10.0,3058,109.908515,191.312631,57,376,2.459124
0.7,21,engagement_g05_d0.0,3058,59.966950,188.161891,149,185,1.209941
0.7,21,engagement_g05_d0.25,3058,63.111529,188.161891,149,186,1.216481
0.7,21,engagement_g05_d0.5,3058,65.167245,188.161891,149,188,1.229562
0.7,21,engagement_g05_d1.0,3058,68.862981,188.161891,149,188,1.229562
0.7,21,engagement_g05_d2.0,3058,76.182208,189.332021,149,188,1.229562
0.7,21,engagement_g05_d5.0,3058,101.605388,197.070043,145,205,1.340746
0.7,21,engagement_g05_d10.0,3058,107.183817,188.161891,36,361,2.361020
0.7,21,oracle_a1,3058,15.908110,67.257358,891,266,1.739699
0.7,22,static,3009,99.331427,196.376444,0,632,4.200731
0.7,22,nearest,3009,99.408680,182.201864,6,630,4.187438
0.7,22,naive_target_aware,3009,55.039088,182.201864,161,185,1.229644
0.7,22,engagement_g00_d0.0,3009,55.039088,182.201864,161,185,1.229644
0.7,22,engagement_g00_d0.25,3009,59.986368,182.615363,152,187,1.242938
0.7,22,engagement_g00_d0.5,3009,61.930387,182.615363,152,184,1.222998
0.7,22,engagement_g00_d1.0,3009,65.188755,182.615363,151,179,1.189764
0.7,22,engagement_g00_d2.0,3009,72.935933,183.029627,150,189,1.256231
0.7,22,engagement_g00_d5.0,3009,92.277430,183.029627,146,209,1.389166
0.7,22,engagement_g00_d10.0,3009,98.401100,184.977215,63,342,2.273180
0.7,22,engagement_g05_d0.0,3009,59.250838,182.615363,149,189,1.256231
0.7,22,engagement_g05_d0.25,3009,61.884518,182.615363,149,187,1.242938
0.7,22,engagement_g05_d0.5,3009,63.295899,182.615363,149,185,1.229644
0.7,22,engagement_g05_d1.0,3009,66.273363,182.615363,149,179,1.189764
0.7,22,engagement_g05_d2.0,3009,73.998997,183.029627,148,187,1.242938
0.7,22,engagement_g05_d5.0,3009,92.525648,183.029627,142,209,1.389166
0.7,22,engagement_g05_d10.0,3009,103.388434,186.559172,37,374,2.485876
0.7,22,oracle_a1,3009,15.636320,71.200544,1061,317,2.107012
0.7,23,static,3060,103.233873,194.899730,0,637,4.163399
0.7,23,nearest,3060,93.062244,186.745361,5,1175,7.679739
0.7,23,naive_target_aware,3060,52.278965,186.584332,162,215,1.405229
0.7,23,engagement_g00_d0.0,3060,52.278965,186.584332,162,215,1.405229
0.7,23,engagement_g00_d0.25,3060,57.648650,186.584332,153,214,1.398693
0.7,23,engagement_g00_d0.5,3060,59.330711,186.584332,152,213,1.392157
0.7,23,engagement_g00_d1.0,3060,63.724403,186.584332,152,214,1.398693
0.7,23,engagement_g00_d2.0,3060,70.061092,186.716229,151,204,1.333333
0.7,23,engagement_g00_d5.0,3060,89.948909,188.979161,144,222,1.450980
0.7,23,engagement_g00_d10.0,3060,104.344085,190.886001,50,415,2.712418
0.7,23,engagement_g05_d0.0,3060,57.784520,186.584332,154,230,1.503268
0.7,23,engagement_g05_d0.25,3060,59.750851,186.584332,151,224,1.464052
0.7,23,engagement_g05_d0.5,3060,61.235671,186.584332,151,226,1.477124
0.7,23,engagement_g05_d1.0,3060,64.884288,186.584332,150,227,1.483660
0.7,23,engagement_g05_d2.0,3060,70.907557,186.716229,149,216,1.411765
0.7,23,engagement_g05_d5.0,3060,90.869691,190.315294,141,222,1.450980
0.7,23,engagement_g05_d10.0,3060,104.283114,191.138789,26,596,3.895425
0.7,23,oracle_a1,3060,15.724076,63.408457,908,358,2.339869
0.7,24,static,2894,99.246739,184.185850,0,606,4.187975
0.7,24,nearest,2894,97.139972,190.891710,44,996,6.883207
0.7,24,naive_target_aware,2894,56.252161,181.515030,162,176,1.216310
0.7,24,engagement_g00_d0.0,2894,56.252161,181.515030,162,176,1.216310
0.7,24,engagement_g00_d0.25,2894,62.087060,185.972982,152,180,1.243953
0.7,24,engagement_g00_d0.5,2894,64.454252,186.447964,152,178,1.230131
0.7,24,engagement_g00_d1.0,2894,69.021267,187.178480,150,180,1.243953
0.7,24,engagement_g00_d2.0,2894,76.008803,187.178480,150,175,1.209399
0.7,24,engagement_g00_d5.0,2894,97.078365,188.299249,148,168,1.161023
0.7,24,engagement_g00_d10.0,2894,104.950870,187.178480,49,289,1.997236
0.7,24,engagement_g05_d0.0,2894,61.324435,183.076373,151,184,1.271596
0.7,24,engagement_g05_d0.25,2894,63.821243,185.972982,148,183,1.264686
0.7,24,engagement_g05_d0.5,2894,65.565705,186.447964,148,180,1.243953
0.7,24,engagement_g05_d1.0,2894,69.611512,187.178480,148,181,1.250864
0.7,24,engagement_g05_d2.0,2894,76.379747,187.178480,148,175,1.209399
0.7,24,engagement_g05_d5.0,2894,97.850764,188.299249,141,207,1.430546
0.7,24,engagement_g05_d10.0,2894,102.969707,190.891710,29,335,2.315135
0.7,24,oracle_a1,2894,17.579200,74.581438,845,228,1.575674
0.7,25,static,2903,96.607629,188.040100,0,599,4.126765
0.7,25,nearest,2903,94.231380,191.922013,5,598,4.119876
0.7,25,naive_target_aware,2903,55.574991,186.155182,156,181,1.246986
0.7,25,engagement_g00_d0.0,2903,55.574991,186.155182,156,181,1.246986
0.7,25,engagement_g00_d0.25,2903,61.894567,186.155182,152,180,1.240096
0.7,25,engagement_g00_d0.5,2903,63.044125,187.851608,152,177,1.219428
0.7,25,engagement_g00_d1.0,2903,66.983835,189.465833,152,176,1.212539
0.7,25,engagement_g00_d2.0,2903,74.547514,189.465833,151,174,1.198760
0.7,25,engagement_g00_d5.0,2903,96.875228,189.662628,146,184,1.267654
0.7,25,engagement_g00_d10.0,2903,103.720668,192.670044,60,343,2.363073
0.7,25,engagement_g05_d0.0,2903,60.360401,186.155182,148,186,1.281433
0.7,25,engagement_g05_d0.25,2903,63.430456,188.040100,146,186,1.281433
0.7,25,engagement_g05_d0.5,2903,64.333284,188.040100,146,184,1.267654
0.7,25,engagement_g05_d1.0,2903,67.324751,189.465833,146,183,1.260765
0.7,25,engagement_g05_d2.0,2903,74.343951,189.465833,146,183,1.260765
0.7,25,engagement_g05_d5.0,2903,97.458592,189.890187,140,184,1.267654
0.7,25,engagement_g05_d10.0,2903,96.492212,189.890187,38,533,3.672063
0.7,25,oracle_a1,2903,16.133316,68.861978,895,240,1.653462
0.7,26,static,3057,108.620097,196.881824,0,662,4.331044
0.7,26,nearest,3057,111.529004,200.055703,4,661,4.324501
0.7,26,naive_target_aware,3057,55.102602,190.646567,156,182,1.190710
0.7,26,engagement_g00_d0.0,3057,55.102602,190.646567,156,182,1.190710
0.7,26,engagement_g00_d0.25,3057,60.226299,190.646567,152,179,1.171083
0.7,26,engagement_g00_d0.5,3057,62.353314,190.646567,151,182,1.190710
0.7,26,engagement_g00_d1.0,3057,66.130709,190.646567,151,178,1.164540
0.7,26,engagement_g00_d2.0,3057,72.573059,190.646567,150,185,1.210337
0.7,26,engagement_g00_d5.0,3057,94.448713,190.646567,147,187,1.223422
0.7,26,engagement_g00_d10.0,3057,109.445951,194.281119,57,347,2.270200
0.7,26,engagement_g05_d0.0,3057,58.430362,190.646567,152,186,1.216879
0.7,26,engagement_g05_d0.25,3057,61.089026,190.646567,150,181,1.184167
0.7,26,engagement_g05_d0.5,3057,62.869086,190.646567,150,183,1.197252
0.7,26,engagement_g05_d1.0,3057,66.218871,190.646567,150,178,1.164540
0.7,26,engagement_g05_d2.0,3057,73.054544,190.646567,150,187,1.223422
0.7,26,engagement_g05_d5.0,3057,94.255953,190.646567,146,188,1.229964
0.7,26,engagement_g05_d10.0,3057,112.087002,196.881824,37,385,2.518809
0.7,26,oracle_a1,3057,16.008494,76.494635,1004,344,2.250572
0.7,27,static,2968,104.290043,184.186024,0,619,4.171159
0.7,27,nearest,2968,102.900532,193.437027,18,817,5.505391
0.7,27,naive_target_aware,2968,57.036674,174.930487,178,175,1.179245
0.7,27,engagement_g00_d0.0,2968,57.036674,174.930487,178,175,1.179245
0.7,27,engagement_g00_d0.25,2968,62.805197,174.930487,154,169,1.138814
0.7,27,engagement_g00_d0.5,2968,64.456284,174.930487,153,170,1.145553
0.7,27,engagement_g00_d1.0,2968,68.735686,174.930487,151,172,1.159030
0.7,27,engagement_g00_d2.0,2968,75.994732,174.930487,150,174,1.172507
0.7,27,engagement_g00_d5.0,2968,97.413098,174.930487,144,193,1.300539
0.7,27,engagement_g00_d10.0,2968,100.181351,176.412936,52,326,2.196765
0.7,27,engagement_g05_d0.0,2968,61.654669,174.930487,154,173,1.165768
0.7,27,engagement_g05_d0.25,2968,64.597082,174.930487,149,171,1.152291
0.7,27,engagement_g05_d0.5,2968,65.822743,174.930487,149,170,1.145553
0.7,27,engagement_g05_d1.0,2968,69.484641,174.930487,149,175,1.179245
0.7,27,engagement_g05_d2.0,2968,76.241663,174.930487,148,177,1.192722
0.7,27,engagement_g05_d5.0,2968,97.513328,174.930487,141,192,1.293801
0.7,27,engagement_g05_d10.0,2968,94.540573,193.437027,23,571,3.847709
0.7,27,oracle_a1,2968,16.966595,72.869519,908,289,1.947439
0.7,28,static,3014,114.463540,186.849985,0,1217,8.075647
0.7,28,nearest,3014,109.262568,194.189343,14,743,4.930325
0.7,28,naive_target_aware,3014,55.462374,190.111815,160,185,1.227605
0.7,28,engagement_g00_d0.0,3014,55.462374,190.111815,160,185,1.227605
0.7,28,engagement_g00_d0.25,3014,62.312201,197.117162,151,185,1.227605
0.7,28,engagement_g00_d0.5,3014,64.219592,197.117162,151,185,1.227605
0.7,28,engagement_g00_d1.0,3014,68.001178,197.117162,151,190,1.260783
0.7,28,engagement_g00_d2.0,3014,74.811505,197.117162,151,187,1.240876
0.7,28,engagement_g00_d5.0,3014,97.205202,198.002655,150,185,1.227605
0.7,28,engagement_g00_d10.0,3014,103.575572,198.002655,60,311,2.063703
0.7,28,engagement_g05_d0.0,3014,60.368294,194.189343,152,180,1.194426
0.7,28,engagement_g05_d0.25,3014,63.941812,197.117162,150,180,1.194426
0.7,28,engagement_g05_d0.5,3014,65.422317,197.117162,150,182,1.207697
0.7,28,engagement_g05_d1.0,3014,68.961892,197.117162,150,187,1.240876
0.7,28,engagement_g05_d2.0,3014,75.909186,198.002655,150,184,1.220969
0.7,28,engagement_g05_d5.0,3014,98.736216,198.002655,144,192,1.274054
0.7,28,engagement_g05_d10.0,3014,103.710664,198.002655,35,491,3.258129
0.7,28,oracle_a1,3014,15.232565,64.359712,1007,349,2.315859
0.7,29,static,3063,93.794334,183.924439,0,1209,7.894221
0.7,29,nearest,3063,93.564855,188.917131,4,652,4.257264
0.7,29,naive_target_aware,3063,50.617659,178.166454,170,195,1.273262
0.7,29,engagement_g00_d0.0,3063,50.617659,178.166454,170,195,1.273262
0.7,29,engagement_g00_d0.25,3063,55.108975,178.517111,155,196,1.279791
0.7,29,engagement_g00_d0.5,3063,56.765422,178.517111,153,197,1.286321
0.7,29,engagement_g00_d1.0,3063,60.995252,178.517111,153,194,1.266732
0.7,29,engagement_g00_d2.0,3063,67.520895,178.517111,150,184,1.201437
0.7,29,engagement_g00_d5.0,3063,88.150245,183.924439,146,192,1.253673
0.7,29,engagement_g00_d10.0,3063,98.347048,183.710002,62,280,1.828273
0.7,29,engagement_g05_d0.0,3063,54.003016,178.517111,151,200,1.305909
0.7,29,engagement_g05_d0.25,3063,56.364934,178.517111,151,195,1.273262
0.7,29,engagement_g05_d0.5,3063,57.886875,178.517111,150,196,1.279791
0.7,29,engagement_g05_d1.0,3063,61.646118,178.517111,150,195,1.273262
0.7,29,engagement_g05_d2.0,3063,67.924578,178.517111,150,189,1.234084
0.7,29,engagement_g05_d5.0,3063,88.437080,183.924439,139,192,1.253673
0.7,29,engagement_g05_d10.0,3063,96.941478,184.239892,33,369,2.409403
0.7,29,oracle_a1,3063,15.320632,68.885667,896,448,2.925237
0.7,30,static,2933,103.301679,189.082593,0,1171,7.984998
0.7,30,nearest,2933,97.752596,185.901848,12,1699,11.585407
0.7,30,naive_target_aware,2933,59.108201,184.585723,157,210,1.431981
0.7,30,engagement_g00_d0.0,2933,59.108201,184.585723,157,210,1.431981
0.7,30,engagement_g00_d0.25,2933,65.581940,184.596028,151,212,1.445619
0.7,30,engagement_g00_d0.5,2933,67.723614,184.596028,151,209,1.425162
0.7,30,engagement_g00_d1.0,2933,71.346922,184.596028,151,213,1.452438
0.7,30,engagement_g00_d2.0,2933,79.113862,193.745334,151,210,1.431981
0.7,30,engagement_g00_d5.0,2933,106.036777,196.344076,149,217,1.479714
0.7,30,engagement_g00_d10.0,2933,117.128126,196.344076,58,327,2.229799
0.7,30,engagement_g05_d0.0,2933,64.091447,185.118356,149,209,1.425162
0.7,30,engagement_g05_d0.25,2933,68.012720,187.174146,149,205,1.397886
0.7,30,engagement_g05_d0.5,2933,69.745359,189.082593,149,205,1.397886
0.7,30,engagement_g05_d1.0,2933,72.869042,189.082593,149,206,1.404705
0.7,30,engagement_g05_d2.0,2933,80.314333,194.583798,149,204,1.391067
0.7,30,engagement_g05_d5.0,2933,105.851585,196.344076,140,209,1.425162
0.7,30,engagement_g05_d10.0,2933,116.913522,195.710540,34,313,2.134333
0.7,30,oracle_a1,2933,18.503161,81.813991,797,259,1.766110
0.6,1,static,3072,93.022369,184.634696,0,1224,7.968750
0.6,1,nearest,3072,94.856214,192.868599,25,629,4.095052
0.6,1,naive_target_aware,3072,56.019434,180.902468,196,193,1.256510
0.6,1,engagement_g00_d0.0,3072,56.019434,180.902468,196,193,1.256510
0.6,1,engagement_g00_d0.25,3072,59.346644,183.781753,168,192,1.250000
0.6,1,engagement_g00_d0.5,3072,60.477884,183.781753,167,191,1.243490
0.6,1,engagement_g00_d1.0,3072,62.224413,183.781753,158,194,1.263021
0.6,1,engagement_g00_d2.0,3072,67.456317,184.634696,154,196,1.276042
0.6,1,engagement_g00_d5.0,3072,81.106365,184.634696,146,205,1.334635
0.6,1,engagement_g00_d10.0,3072,92.397166,183.781753,57,351,2.285156
0.6,1,engagement_g05_d0.0,3072,61.308061,183.445656,145,199,1.295573
0.6,1,engagement_g05_d0.25,3072,62.183928,183.596900,141,191,1.243490
0.6,1,engagement_g05_d0.5,3072,62.906271,183.781753,141,187,1.217448
0.6,1,engagement_g05_d1.0,3072,64.629893,183.781753,140,202,1.315104
0.6,1,engagement_g05_d2.0,3072,69.491367,184.634696,138,207,1.347656
0.6,1,engagement_g05_d5.0,3072,82.037914,184.634696,123,241,1.569010
0.6,1,engagement_g05_d10.0,3072,97.561526,192.868599,22,491,3.196615
0.6,1,oracle_a1,3072,18.249826,60.991855,1174,345,2.246094
0.6,2,static,3076,97.201245,184.757355,0,1260,8.192458
0.6,2,nearest,3076,88.554868,190.464828,5,1206,7.841352
0.6,2,naive_target_aware,3076,62.663056,191.478106,184,196,1.274382
0.6,2,engagement_g00_d0.0,3076,62.663056,191.478106,184,196,1.274382
0.6,2,engagement_g00_d0.25,3076,67.893444,193.035682,164,192,1.248375
0.6,2,engagement_g00_d0.5,3076,69.986762,195.394846,163,196,1.274382
0.6,2,engagement_g00_d1.0,3076,73.158192,195.394846,158,205,1.332900
0.6,2,engagement_g00_d2.0,3076,79.958361,195.689299,154,199,1.293888
0.6,2,engagement_g00_d5.0,3076,98.771539,198.371029,145,215,1.397919
0.6,2,engagement_g00_d10.0,3076,108.705132,191.478106,55,324,2.106632
0.6,2,engagement_g05_d0.0,3076,69.952332,193.100438,148,205,1.332900
0.6,2,engagement_g05_d0.25,3076,71.689522,195.394846,148,202,1.313394
0.6,2,engagement_g05_d0.5,3076,73.001247,195.394846,146,197,1.280884
0.6,2,engagement_g05_d1.0,3076,75.173364,195.394846,146,199,1.293888
0.6,2,engagement_g05_d2.0,3076,80.937397,195.394846,146,195,1.267880
0.6,2,engagement_g05_d5.0,3076,98.324608,198.371029,133,240,1.560468
0.6,2,engagement_g05_d10.0,3076,105.759472,190.464828,20,666,4.330299
0.6,2,oracle_a1,3076,19.152858,70.046797,1143,371,2.412224
0.6,3,static,2993,96.099672,186.923839,0,620,4.143000
0.6,3,nearest,2993,90.674136,175.873447,5,1175,7.851654
0.6,3,naive_target_aware,2993,62.165845,181.929805,210,172,1.149348
0.6,3,engagement_g00_d0.0,2993,62.165845,181.929805,210,172,1.149348
0.6,3,engagement_g00_d0.25,2993,66.150533,185.560987,171,170,1.135984
0.6,3,engagement_g00_d0.5,2993,67.273725,185.560987,163,177,1.182760
0.6,3,engagement_g00_d1.0,2993,70.040605,185.560987,159,176,1.176078
0.6,3,engagement_g00_d2.0,2993,76.803577,185.560987,153,178,1.189442
0.6,3,engagement_g00_d5.0,2993,93.805145,188.906630,143,179,1.196124
0.6,3,engagement_g00_d10.0,2993,104.241062,191.259772,51,368,2.459071
0.6,3,engagement_g05_d0.0,2993,69.582600,185.560987,147,188,1.256265
0.6,3,engagement_g05_d0.25,2993,70.939365,185.560987,143,185,1.236218
0.6,3,engagement_g05_d0.5,2993,71.465679,185.560987,142,186,1.242900
0.6,3,engagement_g05_d1.0,2993,74.085047,185.560987,142,184,1.229536
0.6,3,engagement_g05_d2.0,2993,79.604679,185.560987,140,185,1.236218
0.6,3,engagement_g05_d5.0,2993,94.395019,188.906630,124,202,1.349816
0.6,3,engagement_g05_d10.0,2993,103.196917,181.929805,24,823,5.499499
0.6,3,oracle_a1,2993,19.926354,74.450877,1100,317,2.118276
0.6,4,static,2947,102.103587,193.697416,0,606,4.112657
0.6,4,nearest,2947,98.893872,189.576396,4,606,4.112657
