dominant_peer_ratio,policy_id,selector,theta_d,window_size,n_seeds,combined_s_alpha1_mean,combined_s_alpha1_std,mean_latency_ms_mean,migration_count_mean
0.25,rtt_weighted_w20_d10,rtt_weighted,10.0,20,30,259.980991,22.536323,86.100912,17.000000
0.25,rtt_weighted_w30_d0,rtt_weighted,0.0,30,30,277.916114,25.816538,81.403424,465.833333
0.25,rtt_weighted_w30_d0.25,rtt_weighted,0.25,30,30,262.708906,22.544139,82.267642,217.133333
0.25,rtt_weighted_w30_d0.5,rtt_weighted,0.5,30,30,261.630243,22.020941,82.449568,193.466667
0.25,rtt_weighted_w30_d1,rtt_weighted,1.0,30,30,260.450811,21.711008,82.862935,158.933333
0.25,rtt_weighted_w30_d2,rtt_weighted,2.0,30,30,260.371633,21.451160,83.749609,118.533333
0.25,rtt_weighted_w30_d5,rtt_weighted,5.0,30,30,260.225155,21.620374,84.954327,65.233333
0.25,rtt_weighted_w30_d10,rtt_weighted,10.0,30,30,258.679088,22.195059,85.399943,27.633333
0.25,rtt_weighted_w100_d0,rtt_weighted,0.0,100,30,257.222373,25.569228,80.834152,201.666667
0.25,rtt_weighted_w100_d0.25,rtt_weighted,0.25,100,30,250.960629,23.743146,81.218744,95.533333
0.25,rtt_weighted_w100_d0.5,rtt_weighted,0.5,100,30,250.686822,23.815245,81.349933,85.666667
0.25,rtt_weighted_w100_d1,rtt_weighted,1.0,100,30,250.151292,23.600835,81.537942,71.366667
0.25,rtt_weighted_w100_d2,rtt_weighted,2.0,100,30,250.231413,22.933911,81.981310,56.166667
0.25,rtt_weighted_w100_d5,rtt_weighted,5.0,100,30,251.863019,23.123280,82.960866,37.366667
0.25,rtt_weighted_w100_d10,rtt_weighted,10.0,100,30,252.818447,23.103990,83.556630,25.466667
