comparison_type,dominant_peer_ratio,policy_a,policy_b,n_seeds,mean_diff_combined_s,bootstrap_ci95_low,bootstrap_ci95_high,verdict
demand_argmax_vs_best_baseline,0.6,demand_argmax_w100_d1,nearest,30,8.824395,0.484388,17.251417,a_worse
demand_argmax_vs_best_baseline,0.6,demand_argmax_w100_d2,nearest,30,10.077159,1.720141,18.481134,a_worse
demand_argmax_vs_best_baseline,0.6,demand_argmax_w100_d5,nearest,30,10.945261,2.933889,19.117617,a_worse
demand_argmax_vs_best_baseline,0.6,demand_argmax_w100_d10,nearest,30,10.888542,3.432078,18.391723,a_worse
best_demand_argmax_vs_best_baseline,0.6,demand_argmax_w10_d0,nearest,30,-96.227186,-103.881366,-88.577778,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w5_d0,nearest,30,-24.841740,-32.640321,-17.343374,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w5_d0.25,nearest,30,-57.809079,-65.624222,-50.305759,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w5_d0.5,nearest,30,-59.269546,-66.917830,-51.811119,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w5_d1,nearest,30,-56.642646,-63.978526,-49.479039,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w5_d2,nearest,30,-38.400528,-46.317821,-30.802163,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w5_d5,nearest,30,-14.492851,-22.847429,-6.552288,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w5_d10,nearest,30,1.499013,-6.718115,9.970737,not_significant
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w10_d0,nearest,30,-55.185628,-63.468173,-47.318566,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w10_d0.25,nearest,30,-69.071086,-76.985944,-61.490481,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w10_d0.5,nearest,30,-66.996157,-74.816929,-59.648096,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w10_d1,nearest,30,-60.640355,-68.739436,-52.950843,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w10_d2,nearest,30,-45.952012,-54.621241,-37.610065,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w10_d5,nearest,30,-24.628813,-33.909507,-15.833534,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w10_d10,nearest,30,-16.078118,-25.657576,-7.183617,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w20_d0,nearest,30,-60.171583,-68.684500,-52.066168,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w20_d0.25,nearest,30,-64.711204,-73.096610,-56.658477,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w20_d0.5,nearest,30,-62.644908,-71.075436,-54.439449,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w20_d1,nearest,30,-58.562749,-67.066688,-50.438368,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w20_d2,nearest,30,-47.498793,-56.589488,-38.846110,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w20_d5,nearest,30,-30.105822,-39.484800,-21.105102,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w20_d10,nearest,30,-32.363459,-41.397341,-23.884786,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w30_d0,nearest,30,-56.384474,-64.765842,-48.360021,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w30_d0.25,nearest,30,-59.769043,-68.206105,-51.843524,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w30_d0.5,nearest,30,-58.178484,-66.518043,-50.312169,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w30_d1,nearest,30,-54.450772,-62.720354,-46.498496,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w30_d2,nearest,30,-46.054329,-54.557418,-37.919098,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w30_d5,nearest,30,-32.452097,-41.422190,-24.008847,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w30_d10,nearest,30,-30.803997,-39.433531,-22.390482,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w100_d0,nearest,30,-51.769464,-61.304970,-42.380904,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w100_d0.25,nearest,30,-53.194785,-62.868700,-43.755104,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w100_d0.5,nearest,30,-52.318604,-61.940447,-42.904324,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w100_d1,nearest,30,-50.584683,-60.387853,-40.921119,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w100_d2,nearest,30,-46.393519,-56.459265,-36.459930,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w100_d5,nearest,30,-37.791562,-47.997278,-27.950430,a_cheaper
rtt_weighted_vs_best_baseline,0.5,rtt_weighted_w100_d10,nearest,30,-34.122417,-44.084270,-24.466440,a_cheaper
best_rtt_weighted_vs_best_demand_argmax,0.5,rtt_weighted_w10_d0.25,demand_argmax_w10_d0,30,-5.451041,-8.879902,-2.187190,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w5_d0,nearest,30,-28.349622,-35.015274,-21.475947,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w5_d0.25,nearest,30,-51.948422,-58.606847,-45.167814,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w5_d0.5,nearest,30,-53.404863,-60.092987,-46.541410,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w5_d1,nearest,30,-52.945838,-59.997938,-45.721812,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w5_d2,nearest,30,-39.858961,-47.524093,-32.225265,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w5_d5,nearest,30,0.118706,-7.864995,8.320131,not_significant
demand_argmax_vs_best_baseline,0.5,demand_argmax_w5_d10,nearest,30,3.707589,-3.876708,11.256926,not_significant
demand_argmax_vs_best_baseline,0.5,demand_argmax_w10_d0,nearest,30,-63.620045,-70.618680,-56.413841,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w10_d0.25,nearest,30,-60.082375,-67.282455,-52.768955,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w10_d0.5,nearest,30,-57.611423,-64.876408,-50.181005,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w10_d1,nearest,30,-51.724670,-59.039405,-44.214493,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w10_d2,nearest,30,-37.347737,-45.089299,-29.547128,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w10_d5,nearest,30,3.446300,-5.170494,12.035357,not_significant
demand_argmax_vs_best_baseline,0.5,demand_argmax_w10_d10,nearest,30,12.294707,4.043748,20.708714,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w20_d0,nearest,30,-40.813724,-48.727063,-32.825409,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w20_d0.25,nearest,30,-31.714965,-39.813758,-23.547301,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w20_d0.5,nearest,30,-28.429372,-36.609033,-20.254144,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w20_d1,nearest,30,-21.029163,-29.296775,-12.748617,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w20_d2,nearest,30,-7.747089,-16.435878,0.919661,not_significant
demand_argmax_vs_best_baseline,0.5,demand_argmax_w20_d5,nearest,30,19.373803,10.650426,28.086058,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w20_d10,nearest,30,17.744690,9.717484,25.890086,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w30_d0,nearest,30,-11.986595,-20.438647,-3.395202,a_cheaper
demand_argmax_vs_best_baseline,0.5,demand_argmax_w30_d0.25,nearest,30,-4.987166,-13.489284,3.656554,not_significant
demand_argmax_vs_best_baseline,0.5,demand_argmax_w30_d0.5,nearest,30,-2.228155,-10.787841,6.562661,not_significant
demand_argmax_vs_best_baseline,0.5,demand_argmax_w30_d1,nearest,30,2.651219,-6.029858,11.557317,not_significant
demand_argmax_vs_best_baseline,0.5,demand_argmax_w30_d2,nearest,30,10.948579,2.179668,19.858488,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w30_d5,nearest,30,22.152123,13.906954,30.495679,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w30_d10,nearest,30,16.467552,8.597820,24.297064,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w100_d0,nearest,30,8.727086,1.225268,16.307970,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w100_d0.25,nearest,30,8.969306,1.428085,16.613984,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w100_d0.5,nearest,30,9.325165,1.830413,16.959370,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w100_d1,nearest,30,9.437580,2.013688,17.063698,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w100_d2,nearest,30,10.311494,2.785817,18.125033,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w100_d5,nearest,30,11.473883,4.139095,19.183160,a_worse
demand_argmax_vs_best_baseline,0.5,demand_argmax_w100_d10,nearest,30,10.237892,3.282688,17.553106,a_worse
best_demand_argmax_vs_best_baseline,0.5,demand_argmax_w10_d0,nearest,30,-63.620045,-70.618680,-56.413841,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w5_d0,nearest,30,15.157157,6.900973,22.831122,a_worse
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w5_d0.25,nearest,30,-33.126119,-40.410704,-26.336784,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w5_d0.5,nearest,30,-36.533193,-43.986468,-29.572416,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w5_d1,nearest,30,-37.729320,-45.561346,-30.361865,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w5_d2,nearest,30,-30.206470,-37.819764,-22.746693,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w5_d5,nearest,30,-18.085775,-26.469427,-9.792645,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w5_d10,nearest,30,1.258799,-5.841703,8.585171,not_significant
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w10_d0,nearest,30,-22.432522,-30.191663,-15.146412,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w10_d0.25,nearest,30,-47.086656,-54.759358,-39.883079,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w10_d0.5,nearest,30,-47.002855,-54.656181,-39.759003,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w10_d1,nearest,30,-45.451003,-53.344753,-37.944893,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w10_d2,nearest,30,-38.538986,-46.268055,-31.160479,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w10_d5,nearest,30,-29.140541,-37.564824,-21.077074,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w10_d10,nearest,30,-16.423171,-25.741414,-7.712271,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w20_d0,nearest,30,-39.255971,-47.405135,-31.635065,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w20_d0.25,nearest,30,-51.128123,-59.026968,-43.634301,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w20_d0.5,nearest,30,-50.239273,-58.404023,-42.530057,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w20_d1,nearest,30,-47.903724,-56.230248,-39.995117,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w20_d2,nearest,30,-41.705852,-49.960148,-33.778994,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w20_d5,nearest,30,-33.377993,-41.758921,-25.397613,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w20_d10,nearest,30,-33.277174,-41.370561,-25.632781,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w30_d0,nearest,30,-41.825941,-50.410501,-33.485365,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w30_d0.25,nearest,30,-50.379341,-58.621093,-42.514240,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w30_d0.5,nearest,30,-50.189946,-58.317470,-42.289594,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w30_d1,nearest,30,-48.372828,-56.549457,-40.451449,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w30_d2,nearest,30,-44.015068,-52.213962,-36.027519,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w30_d5,nearest,30,-33.792609,-42.056239,-25.923421,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w30_d10,nearest,30,-36.139424,-43.537772,-29.018260,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w100_d0,nearest,30,-49.222370,-58.853446,-39.618894,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w100_d0.25,nearest,30,-52.316336,-61.623197,-43.015940,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w100_d0.5,nearest,30,-51.916622,-61.348057,-42.546812,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w100_d1,nearest,30,-50.875251,-60.357288,-41.352040,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w100_d2,nearest,30,-48.349745,-58.047413,-38.662158,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w100_d5,nearest,30,-43.222155,-53.107760,-33.394577,a_cheaper
rtt_weighted_vs_best_baseline,0.4,rtt_weighted_w100_d10,nearest,30,-40.274784,-49.707874,-31.001422,a_cheaper
best_rtt_weighted_vs_best_demand_argmax,0.4,rtt_weighted_w100_d0.25,demand_argmax_w10_d0.25,30,-20.908945,-28.626635,-13.433473,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w5_d0,nearest,30,23.399607,16.988123,30.228856,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w5_d0.25,nearest,30,-12.653032,-19.129395,-5.896799,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w5_d0.5,nearest,30,-16.891075,-23.733556,-9.894571,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w5_d1,nearest,30,-20.992692,-27.875479,-13.841565,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w5_d2,nearest,30,-16.770762,-24.109358,-9.305803,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w5_d5,nearest,30,4.213641,-3.273746,11.667931,not_significant
demand_argmax_vs_best_baseline,0.4,demand_argmax_w5_d10,nearest,30,1.025022,-5.750236,8.277711,not_significant
demand_argmax_vs_best_baseline,0.4,demand_argmax_w10_d0,nearest,30,-25.016586,-31.536388,-18.405723,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w10_d0.25,nearest,30,-31.407391,-38.485541,-24.334821,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w10_d0.5,nearest,30,-30.716971,-37.850102,-23.554630,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w10_d1,nearest,30,-28.092735,-35.398642,-20.764033,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w10_d2,nearest,30,-19.524328,-27.092437,-11.860287,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w10_d5,nearest,30,7.269584,-0.635571,15.273526,not_significant
demand_argmax_vs_best_baseline,0.4,demand_argmax_w10_d10,nearest,30,8.242024,0.963845,15.518699,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w20_d0,nearest,30,-22.409271,-29.953886,-14.842668,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w20_d0.25,nearest,30,-18.387468,-26.006073,-10.692946,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w20_d0.5,nearest,30,-15.969686,-23.560784,-8.387859,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w20_d1,nearest,30,-11.212293,-18.992586,-3.412447,a_cheaper
demand_argmax_vs_best_baseline,0.4,demand_argmax_w20_d2,nearest,30,-2.076730,-9.996309,5.903363,not_significant
demand_argmax_vs_best_baseline,0.4,demand_argmax_w20_d5,nearest,30,17.460526,9.707721,25.275946,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w20_d10,nearest,30,12.662343,5.414644,19.897620,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w30_d0,nearest,30,-2.878751,-10.547094,4.973768,not_significant
demand_argmax_vs_best_baseline,0.4,demand_argmax_w30_d0.25,nearest,30,0.388296,-7.427642,8.352577,not_significant
demand_argmax_vs_best_baseline,0.4,demand_argmax_w30_d0.5,nearest,30,1.952837,-5.898668,9.933317,not_significant
demand_argmax_vs_best_baseline,0.4,demand_argmax_w30_d1,nearest,30,5.841184,-2.024939,13.857019,not_significant
demand_argmax_vs_best_baseline,0.4,demand_argmax_w30_d2,nearest,30,11.489492,3.593771,19.425175,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w30_d5,nearest,30,19.745657,12.100166,27.499438,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w30_d10,nearest,30,14.470753,6.843100,22.067678,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w100_d0,nearest,30,11.437436,3.713738,19.289065,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w100_d0.25,nearest,30,10.644065,2.983113,18.468219,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w100_d0.5,nearest,30,10.726635,3.047409,18.586236,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w100_d1,nearest,30,10.858082,3.172877,18.725537,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w100_d2,nearest,30,11.114703,3.562938,18.777876,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w100_d5,nearest,30,10.572902,3.109230,18.214969,a_worse
demand_argmax_vs_best_baseline,0.4,demand_argmax_w100_d10,nearest,30,9.785187,2.673983,17.193917,a_worse
best_demand_argmax_vs_best_baseline,0.4,demand_argmax_w10_d0.25,nearest,30,-31.407391,-38.485541,-24.334821,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w5_d0,nearest,30,47.908837,38.320697,56.768908,a_worse
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w5_d0.25,nearest,30,-14.981737,-23.145178,-7.344039,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w5_d0.5,nearest,30,-21.210216,-29.626570,-13.401604,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w5_d1,nearest,30,-28.170000,-36.352852,-20.463026,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w5_d2,nearest,30,-29.213622,-37.264030,-21.542457,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w5_d5,nearest,30,-19.858557,-28.920890,-11.043250,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w5_d10,nearest,30,-1.400938,-8.540317,5.452053,not_significant
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w10_d0,nearest,30,4.133320,-5.409059,13.178780,not_significant
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w10_d0.25,nearest,30,-29.639948,-38.326413,-21.579093,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w10_d0.5,nearest,30,-32.527319,-41.165696,-24.467779,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w10_d1,nearest,30,-34.256747,-42.699761,-26.372651,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w10_d2,nearest,30,-35.363379,-43.647299,-27.471065,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w10_d5,nearest,30,-36.785084,-45.246130,-28.977845,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w10_d10,nearest,30,-20.071924,-28.104164,-12.514178,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w20_d0,nearest,30,-21.833002,-31.120816,-12.851389,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w20_d0.25,nearest,30,-39.999678,-48.728918,-31.593535,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w20_d0.5,nearest,30,-41.120570,-49.885097,-32.687012,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w20_d1,nearest,30,-41.523890,-50.468271,-32.953489,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w20_d2,nearest,30,-40.512487,-49.245035,-32.298783,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w20_d5,nearest,30,-39.267889,-48.267764,-30.834939,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w20_d10,nearest,30,-40.536301,-49.363937,-31.957316,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w30_d0,nearest,30,-31.107334,-40.857517,-21.665766,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w30_d0.25,nearest,30,-44.514323,-53.421909,-36.055016,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w30_d0.5,nearest,30,-45.336666,-54.062757,-36.979154,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w30_d1,nearest,30,-45.245874,-53.958117,-36.909140,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w30_d2,nearest,30,-43.587119,-52.198810,-35.364583,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w30_d5,nearest,30,-41.138885,-50.278616,-32.594929,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w30_d10,nearest,30,-42.377445,-51.182736,-33.901993,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w100_d0,nearest,30,-45.606195,-55.723877,-35.831570,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w100_d0.25,nearest,30,-51.614626,-61.239728,-42.427933,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w100_d0.5,nearest,30,-51.500034,-61.055940,-42.354537,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w100_d1,nearest,30,-51.146564,-60.732726,-42.019577,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w100_d2,nearest,30,-50.079060,-59.731953,-40.906626,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w100_d5,nearest,30,-48.109598,-57.527474,-39.278015,a_cheaper
rtt_weighted_vs_best_baseline,0.3,rtt_weighted_w100_d10,nearest,30,-47.273107,-56.323148,-38.630315,a_cheaper
best_rtt_weighted_vs_best_demand_argmax,0.3,rtt_weighted_w100_d0.25,demand_argmax_w10_d1,30,-48.591437,-56.612029,-40.995738,a_cheaper
demand_argmax_vs_best_baseline,0.3,demand_argmax_w5_d0,nearest,30,70.125628,62.870686,78.058404,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w5_d0.25,nearest,30,22.019459,15.159618,29.252220,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w5_d0.5,nearest,30,14.333360,7.324109,21.696357,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w5_d1,nearest,30,4.305391,-2.651835,11.625489,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w5_d2,nearest,30,-1.538944,-8.592650,5.542653,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w5_d5,nearest,30,2.790050,-4.733224,10.282612,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w5_d10,nearest,30,2.138878,-5.597129,10.210983,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w10_d0,nearest,30,20.259393,12.922211,27.764645,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w10_d0.25,nearest,30,-0.198614,-7.627926,7.260686,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w10_d0.5,nearest,30,-1.979944,-9.315956,5.223629,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w10_d1,nearest,30,-3.023190,-10.579676,4.505133,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w10_d2,nearest,30,-0.729016,-8.083448,6.594719,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w10_d5,nearest,30,8.022024,0.009021,15.949466,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w10_d10,nearest,30,3.319834,-4.500214,10.804910,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w20_d0,nearest,30,2.284366,-5.117305,9.732493,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w20_d0.25,nearest,30,-1.577611,-8.763700,5.673322,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w20_d0.5,nearest,30,-0.807197,-8.025985,6.482008,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w20_d1,nearest,30,1.117647,-6.218892,8.432232,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w20_d2,nearest,30,5.405706,-2.026933,12.902348,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w20_d5,nearest,30,13.417349,5.966921,20.903872,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w20_d10,nearest,30,5.793903,-1.545429,12.917516,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w30_d0,nearest,30,8.461241,1.462167,15.506856,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w30_d0.25,nearest,30,5.898093,-1.331642,13.225628,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w30_d0.5,nearest,30,6.419377,-0.861201,13.831809,not_significant
demand_argmax_vs_best_baseline,0.3,demand_argmax_w30_d1,nearest,30,7.861402,0.646878,15.194065,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w30_d2,nearest,30,10.772106,3.595552,18.098303,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w30_d5,nearest,30,14.563189,7.361394,21.770829,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w30_d10,nearest,30,8.601248,1.570516,15.677835,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w100_d0,nearest,30,12.003693,4.965478,18.727445,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w100_d0.25,nearest,30,9.427601,2.306076,16.268083,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w100_d0.5,nearest,30,9.217642,2.087848,16.075593,a_worse
demand_argmax_vs_best_baseline,0.3,demand_argmax_w100_d1,nearest,30,8.845491,1.679135,15.805926,a_worse
