phase_duration,seed,policy_id,total_requests,self_service_count,self_service_rate,mean_rtt_remote_ms,mean_rtt_all_ms,measured_mean_latency_ms,predicted_mean_latency_ms,abs_error_ms,rel_error
10.0,4,nearest,2947,151,0.051239,102.181678,96.946037,98.946037,98.946037,0.000000,0.000000
10.0,4,naive_target_aware,2947,1786,0.606040,109.798898,43.256369,45.256369,45.256369,0.000000,0.000000
10.0,4,engagement_g00_d0.0,2947,1786,0.606040,109.798898,43.256369,45.256369,45.256369,0.000000,0.000000
10.0,4,engagement_g00_d0.25,2947,1599,0.542586,110.913202,50.733287,52.733287,52.733287,0.000000,0.000000
10.0,4,engagement_g00_d0.5,2947,1543,0.523583,110.700336,52.739488,54.739488,54.739488,0.000000,0.000000
10.0,4,engagement_g00_d1.0,2947,1443,0.489650,110.676895,56.483899,58.483899,58.483899,0.000000,0.000000
10.0,4,engagement_g00_d2.0,2947,1214,0.411944,110.805660,65.159894,67.159894,67.159894,0.000000,0.000000
10.0,4,engagement_g00_d5.0,2947,475,0.161181,109.311306,91.692416,93.692416,93.692416,0.000000,0.000000
10.0,4,engagement_g00_d10.0,2947,15,0.005090,114.109738,113.528928,115.528928,115.528928,0.000000,0.000000
10.0,4,engagement_g05_d0.0,2947,1759,0.596878,109.498748,44.141335,46.141335,46.141335,0.000000,0.000000
10.0,4,engagement_g05_d0.25,2947,1597,0.541907,110.901469,50.803184,52.803184,52.803184,0.000000,0.000000
10.0,4,engagement_g05_d0.5,2947,1541,0.522905,110.689374,52.809386,54.809386,54.809386,0.000000,0.000000
10.0,4,engagement_g05_d1.0,2947,1441,0.488972,110.662834,56.551825,58.551825,58.551825,0.000000,0.000000
10.0,4,engagement_g05_d2.0,2947,1214,0.411944,110.805660,65.159894,67.159894,67.159894,0.000000,0.000000
10.0,4,engagement_g05_d5.0,2947,475,0.161181,109.466684,91.822750,93.822750,93.822750,0.000000,0.000000
10.0,4,engagement_g05_d10.0,2947,16,0.005429,111.504286,110.898901,112.898901,112.898901,0.000000,0.000000
10.0,4,oracle_a1,2947,2338,0.793349,35.158830,7.265601,9.265601,9.265601,0.000000,0.000000
10.0,5,static,2961,175,0.059102,104.431459,98.259387,100.259387,100.259387,0.000000,0.000000
10.0,5,nearest,2961,173,0.058426,104.091894,98.010200,100.010200,100.010200,0.000000,0.000000
10.0,5,naive_target_aware,2961,1771,0.598109,112.444793,45.190579,47.190579,47.190579,0.000000,0.000000
10.0,5,engagement_g00_d0.0,2961,1771,0.598109,112.444793,45.190579,47.190579,47.190579,0.000000,0.000000
10.0,5,engagement_g00_d0.25,2961,1585,0.535292,112.653894,52.351151,54.351151,54.351151,0.000000,0.000000
10.0,5,engagement_g00_d0.5,2961,1511,0.510301,112.430739,55.057268,57.057268,57.057268,0.000000,0.000000
10.0,5,engagement_g00_d1.0,2961,1395,0.471125,112.738404,59.624566,61.624566,61.624566,0.000000,0.000000
10.0,5,engagement_g00_d2.0,2961,1153,0.389395,112.458478,68.667656,70.667656,70.667656,0.000000,0.000000
10.0,5,engagement_g00_d5.0,2961,422,0.142519,111.952131,95.996778,97.996778,97.996778,0.000000,0.000000
10.0,5,engagement_g00_d10.0,2961,37,0.012496,107.461498,106.118683,108.118683,108.118683,0.000000,0.000000
10.0,5,engagement_g05_d0.0,2961,1737,0.586626,112.789940,46.624413,48.624413,48.624413,0.000000,0.000000
10.0,5,engagement_g05_d0.25,2961,1580,0.533604,113.067330,52.734206,54.734206,54.734206,0.000000,0.000000
10.0,5,engagement_g05_d0.5,2961,1507,0.508950,112.911241,55.445101,57.445101,57.445101,0.000000,0.000000
10.0,5,engagement_g05_d1.0,2961,1392,0.470111,112.733798,59.736349,61.736349,61.736349,0.000000,0.000000
10.0,5,engagement_g05_d2.0,2961,1153,0.389395,112.458478,68.667656,70.667656,70.667656,0.000000,0.000000
10.0,5,engagement_g05_d5.0,2961,420,0.141844,111.850555,95.985228,97.985228,97.985228,0.000000,0.000000
10.0,5,engagement_g05_d10.0,2961,40,0.013509,109.006577,107.534012,109.534012,109.534012,0.000000,0.000000
10.0,5,oracle_a1,2961,2299,0.776427,41.944515,9.377666,11.377666,11.377666,0.000000,0.000000
20.0,1,static,3072,205,0.066732,99.751980,93.095354,95.095354,95.095354,0.000000,0.000000
20.0,1,nearest,3072,122,0.039714,94.078743,90.342543,92.342543,92.342543,0.000000,0.000000
20.0,1,naive_target_aware,3072,2269,0.738607,91.291731,23.863040,25.863040,25.863040,0.000000,0.000000
20.0,1,engagement_g00_d0.0,3072,2269,0.738607,91.291731,23.863040,25.863040,25.863040,0.000000,0.000000
20.0,1,engagement_g00_d0.25,3072,2164,0.704427,89.847964,26.556625,28.556625,28.556625,0.000000,0.000000
20.0,1,engagement_g00_d0.5,3072,2134,0.694661,89.994160,27.478686,29.478686,29.478686,0.000000,0.000000
20.0,1,engagement_g00_d1.0,3072,2060,0.670573,89.798023,29.581901,31.581901,31.581901,0.000000,0.000000
20.0,1,engagement_g00_d2.0,3072,1942,0.632161,90.209344,33.182473,35.182473,35.182473,0.000000,0.000000
20.0,1,engagement_g00_d5.0,3072,1553,0.505534,89.233486,44.122938,46.122938,46.122938,0.000000,0.000000
20.0,1,engagement_g00_d10.0,3072,934,0.304036,88.430868,61.544660,63.544660,63.544660,0.000000,0.000000
20.0,1,engagement_g05_d0.0,3072,2251,0.732747,90.551438,24.200108,26.200108,26.200108,0.000000,0.000000
20.0,1,engagement_g05_d0.25,3072,2161,0.703451,89.801231,26.630508,28.630508,28.630508,0.000000,0.000000
20.0,1,engagement_g05_d0.5,3072,2132,0.694010,89.909910,27.511496,29.511496,29.511496,0.000000,0.000000
20.0,1,engagement_g05_d1.0,3072,2059,0.670247,89.751764,29.595878,31.595878,31.595878,0.000000,0.000000
20.0,1,engagement_g05_d2.0,3072,1942,0.632161,90.209344,33.182473,35.182473,35.182473,0.000000,0.000000
20.0,1,engagement_g05_d5.0,3072,1553,0.505534,89.233486,44.122938,46.122938,46.122938,0.000000,0.000000
20.0,1,engagement_g05_d10.0,3072,934,0.304036,88.430868,61.544660,63.544660,63.544660,0.000000,0.000000
20.0,1,oracle_a1,3072,2530,0.823568,39.685613,7.001824,9.001824,9.001824,0.000000,0.000000
20.0,2,static,3076,143,0.046489,99.479310,94.854622,96.854622,96.854622,0.000000,0.000000
20.0,2,nearest,3076,130,0.042263,93.332084,89.387620,91.387620,91.387620,0.000000,0.000000
20.0,2,naive_target_aware,3076,2292,0.745124,107.813291,27.479070,29.479070,29.479070,0.000000,0.000000
20.0,2,engagement_g00_d0.0,3076,2292,0.745124,107.813291,27.479070,29.479070,29.479070,0.000000,0.000000
20.0,2,engagement_g00_d0.25,3076,2183,0.709688,107.553463,31.224071,33.224071,33.224071,0.000000,0.000000
20.0,2,engagement_g00_d0.5,3076,2158,0.701560,107.731445,32.151322,34.151322,34.151322,0.000000,0.000000
20.0,2,engagement_g00_d1.0,3076,2089,0.679129,107.225318,34.405523,36.405523,36.405523,0.000000,0.000000
20.0,2,engagement_g00_d2.0,3076,1955,0.635566,107.963767,39.345703,41.345703,41.345703,0.000000,0.000000
20.0,2,engagement_g00_d5.0,3076,1610,0.523407,107.854841,51.402860,53.402860,53.402860,0.000000,0.000000
20.0,2,engagement_g00_d10.0,3076,964,0.313394,110.112811,75.604115,77.604115,77.604115,0.000000,0.000000
20.0,2,engagement_g05_d0.0,3076,2279,0.740897,107.766280,27.922537,29.922537,29.922537,0.000000,0.000000
20.0,2,engagement_g05_d0.25,3076,2182,0.709363,107.652812,31.287911,33.287911,33.287911,0.000000,0.000000
20.0,2,engagement_g05_d0.5,3076,2157,0.701235,107.827898,32.215162,34.215162,34.215162,0.000000,0.000000
20.0,2,engagement_g05_d1.0,3076,2088,0.678804,107.315547,34.469363,36.469363,36.469363,0.000000,0.000000
20.0,2,engagement_g05_d2.0,3076,1955,0.635566,107.963767,39.345703,41.345703,41.345703,0.000000,0.000000
20.0,2,engagement_g05_d5.0,3076,1610,0.523407,107.854841,51.402860,53.402860,53.402860,0.000000,0.000000
20.0,2,engagement_g05_d10.0,3076,964,0.313394,110.112811,75.604115,77.604115,77.604115,0.000000,0.000000
20.0,2,oracle_a1,3076,2541,0.826073,39.099439,6.800455,8.800455,8.800455,0.000000,0.000000
20.0,3,static,2993,133,0.044437,95.201815,90.971330,92.971330,92.971330,0.000000,0.000000
20.0,3,nearest,2993,111,0.037087,94.869903,91.351507,93.351507,93.351507,0.000000,0.000000
20.0,3,naive_target_aware,2993,2199,0.734714,103.525223,27.463758,29.463758,29.463758,0.000000,0.000000
20.0,3,engagement_g00_d0.0,2993,2199,0.734714,103.525223,27.463758,29.463758,29.463758,0.000000,0.000000
20.0,3,engagement_g00_d0.25,2993,2105,0.703308,103.745677,30.780542,32.780542,32.780542,0.000000,0.000000
20.0,3,engagement_g00_d0.5,2993,2078,0.694287,103.433519,31.621006,33.621006,33.621006,0.000000,0.000000
20.0,3,engagement_g00_d1.0,2993,2031,0.678583,103.197302,33.169330,35.169330,35.169330,0.000000,0.000000
20.0,3,engagement_g00_d2.0,2993,1906,0.636819,103.177005,37.471902,39.471902,39.471902,0.000000,0.000000
20.0,3,engagement_g00_d5.0,2993,1503,0.502172,102.067873,50.812272,52.812272,52.812272,0.000000,0.000000
20.0,3,engagement_g00_d10.0,2993,869,0.290344,103.744881,73.623163,75.623163,75.623163,0.000000,0.000000
20.0,3,engagement_g05_d0.0,2993,2186,0.730371,103.226019,27.832742,29.832742,29.832742,0.000000,0.000000
20.0,3,engagement_g05_d0.25,2993,2102,0.702305,103.696882,30.870004,32.870004,32.870004,0.000000,0.000000
20.0,3,engagement_g05_d0.5,2993,2077,0.693953,103.471681,31.667243,33.667243,33.667243,0.000000,0.000000
20.0,3,engagement_g05_d1.0,2993,2030,0.678249,103.280753,33.230660,35.230660,35.230660,0.000000,0.000000
20.0,3,engagement_g05_d2.0,2993,1906,0.636819,103.177005,37.471902,39.471902,39.471902,0.000000,0.000000
20.0,3,engagement_g05_d5.0,2993,1503,0.502172,102.067873,50.812272,52.812272,52.812272,0.000000,0.000000
20.0,3,engagement_g05_d10.0,2993,869,0.290344,103.744881,73.623163,75.623163,75.623163,0.000000,0.000000
20.0,3,oracle_a1,2993,2481,0.828934,45.283182,7.746405,9.746405,9.746405,0.000000,0.000000
20.0,4,static,2947,143,0.048524,109.293542,103.990191,105.990191,105.990191,0.000000,0.000000
20.0,4,nearest,2947,133,0.045131,102.170891,97.559853,99.559853,99.559853,0.000000,0.000000
20.0,4,naive_target_aware,2947,2161,0.733288,111.017108,29.609585,31.609585,31.609585,0.000000,0.000000
20.0,4,engagement_g00_d0.0,2947,2161,0.733288,111.017108,29.609585,31.609585,31.609585,0.000000,0.000000
20.0,4,engagement_g00_d0.25,2947,2067,0.701391,110.884699,33.111142,35.111142,35.111142,0.000000,0.000000
20.0,4,engagement_g00_d0.5,2947,2037,0.691211,110.863724,34.233454,36.233454,36.233454,0.000000,0.000000
20.0,4,engagement_g00_d1.0,2947,1991,0.675602,111.391314,36.135085,38.135085,38.135085,0.000000,0.000000
20.0,4,engagement_g00_d2.0,2947,1894,0.642687,111.929122,39.993677,41.993677,41.993677,0.000000,0.000000
20.0,4,engagement_g00_d5.0,2947,1506,0.511028,113.180580,55.342116,57.342116,57.342116,0.000000,0.000000
20.0,4,engagement_g00_d10.0,2947,865,0.293519,112.256001,79.306751,81.306751,81.306751,0.000000,0.000000
20.0,4,engagement_g05_d0.0,2947,2145,0.727859,110.787745,30.149906,32.149906,32.149906,0.000000,0.000000
20.0,4,engagement_g05_d0.25,2947,2067,0.701391,110.884699,33.111142,35.111142,35.111142,0.000000,0.000000
20.0,4,engagement_g05_d0.5,2947,2037,0.691211,110.863724,34.233454,36.233454,36.233454,0.000000,0.000000
20.0,4,engagement_g05_d1.0,2947,1991,0.675602,111.391314,36.135085,38.135085,38.135085,0.000000,0.000000
20.0,4,engagement_g05_d2.0,2947,1894,0.642687,111.929122,39.993677,41.993677,41.993677,0.000000,0.000000
20.0,4,engagement_g05_d5.0,2947,1506,0.511028,113.180580,55.342116,57.342116,57.342116,0.000000,0.000000
20.0,4,engagement_g05_d10.0,2947,864,0.293180,112.221982,79.320797,81.320797,81.320797,0.000000,0.000000
20.0,4,oracle_a1,2947,2397,0.813370,38.580562,7.200309,9.200309,9.200309,0.000000,0.000000
20.0,5,static,2961,141,0.047619,101.276584,96.453889,98.453889,98.453889,0.000000,0.000000
20.0,5,nearest,2961,211,0.071260,101.827955,94.571725,96.571725,96.571725,0.000000,0.000000
20.0,5,naive_target_aware,2961,2139,0.722391,107.638276,29.881345,31.881345,31.881345,0.000000,0.000000
20.0,5,engagement_g00_d0.0,2961,2139,0.722391,107.638276,29.881345,31.881345,31.881345,0.000000,0.000000
20.0,5,engagement_g00_d0.25,2961,2047,0.691320,108.705207,33.555069,35.555069,35.555069,0.000000,0.000000
20.0,5,engagement_g00_d0.5,2961,2015,0.680513,109.254076,34.905220,36.905220,36.905220,0.000000,0.000000
20.0,5,engagement_g00_d1.0,2961,1962,0.662614,109.893571,37.076554,39.076554,39.076554,0.000000,0.000000
20.0,5,engagement_g00_d2.0,2961,1832,0.618710,110.309736,42.060011,44.060011,44.060011,0.000000,0.000000
20.0,5,engagement_g00_d5.0,2961,1447,0.488686,110.448978,56.474081,58.474081,58.474081,0.000000,0.000000
20.0,5,engagement_g00_d10.0,2961,839,0.283350,111.192509,79.686087,81.686087,81.686087,0.000000,0.000000
20.0,5,engagement_g05_d0.0,2961,2118,0.715299,107.597128,30.633022,32.633022,32.633022,0.000000,0.000000
20.0,5,engagement_g05_d0.25,2961,2044,0.690307,109.027108,33.764896,35.764896,35.764896,0.000000,0.000000
20.0,5,engagement_g05_d0.5,2961,2012,0.679500,109.860204,35.210177,37.210177,37.210177,0.000000,0.000000
20.0,5,engagement_g05_d1.0,2961,1961,0.662276,109.827314,37.091291,39.091291,39.091291,0.000000,0.000000
20.0,5,engagement_g05_d2.0,2961,1832,0.618710,110.309736,42.060011,44.060011,44.060011,0.000000,0.000000
20.0,5,engagement_g05_d5.0,2961,1447,0.488686,110.448978,56.474081,58.474081,58.474081,0.000000,0.000000
20.0,5,engagement_g05_d10.0,2961,839,0.283350,111.192509,79.686087,81.686087,81.686087,0.000000,0.000000
20.0,5,oracle_a1,2961,2397,0.809524,44.671051,8.508772,10.508772,10.508772,0.000000,0.000000
40.0,1,static,3072,200,0.065104,96.663501,90.370304,92.370304,92.370304,0.000000,0.000000
40.0,1,nearest,3072,150,0.048828,96.372182,91.666509,93.666509,93.666509,0.000000,0.000000
40.0,1,naive_target_aware,3072,2442,0.794922,92.300783,18.928871,20.928871,20.928871,0.000000,0.000000
40.0,1,engagement_g00_d0.0,3072,2442,0.794922,92.300783,18.928871,20.928871,20.928871,0.000000,0.000000
40.0,1,engagement_g00_d0.25,3072,2388,0.777344,91.740241,20.426538,22.426538,22.426538,0.000000,0.000000
40.0,1,engagement_g00_d0.5,3072,2370,0.771484,91.615807,20.935643,22.935643,22.935643,0.000000,0.000000
40.0,1,engagement_g00_d1.0,3072,2328,0.757812,90.849044,22.002503,24.002503,24.002503,0.000000,0.000000
40.0,1,engagement_g00_d2.0,3072,2253,0.733398,89.638269,23.897703,25.897703,25.897703,0.000000,0.000000
40.0,1,engagement_g00_d5.0,3072,2035,0.662435,87.857775,29.657719,31.657719,31.657719,0.000000,0.000000
40.0,1,engagement_g00_d10.0,3072,1695,0.551758,84.579134,37.911936,39.911936,39.911936,0.000000,0.000000
40.0,1,engagement_g05_d0.0,3072,2431,0.791341,91.695424,19.133062,21.133062,21.133062,0.000000,0.000000
40.0,1,engagement_g05_d0.25,3072,2387,0.777018,91.656628,20.437757,22.437757,22.437757,0.000000,0.000000
40.0,1,engagement_g05_d0.5,3072,2369,0.771159,91.534512,20.946863,22.946863,22.946863,0.000000,0.000000
40.0,1,engagement_g05_d1.0,3072,2328,0.757812,90.849044,22.002503,24.002503,24.002503,0.000000,0.000000
40.0,1,engagement_g05_d2.0,3072,2253,0.733398,89.638269,23.897703,25.897703,25.897703,0.000000,0.000000
40.0,1,engagement_g05_d5.0,3072,2035,0.662435,87.857775,29.657719,31.657719,31.657719,0.000000,0.000000
40.0,1,engagement_g05_d10.0,3072,1695,0.551758,84.579134,37.911936,39.911936,39.911936,0.000000,0.000000
40.0,1,oracle_a1,3072,2557,0.832357,41.143010,6.897347,8.897347,8.897347,0.000000,0.000000
40.0,2,static,3076,150,0.048765,88.512289,84.196020,86.196020,86.196020,0.000000,0.000000
40.0,2,nearest,3076,146,0.047464,83.435875,79.475655,81.475655,81.475655,0.000000,0.000000
40.0,2,naive_target_aware,3076,2461,0.800065,105.705544,21.134236,23.134236,23.134236,0.000000,0.000000
40.0,2,engagement_g00_d0.0,3076,2461,0.800065,105.705544,21.134236,23.134236,23.134236,0.000000,0.000000
40.0,2,engagement_g00_d0.25,3076,2402,0.780884,106.180474,23.265813,25.265813,25.265813,0.000000,0.000000
40.0,2,engagement_g00_d0.5,3076,2387,0.776008,106.083840,23.761952,25.761952,25.761952,0.000000,0.000000
40.0,2,engagement_g00_d1.0,3076,2343,0.761704,105.598717,25.163804,27.163804,27.163804,0.000000,0.000000
40.0,2,engagement_g00_d2.0,3076,2270,0.737971,105.799555,27.722510,29.722510,29.722510,0.000000,0.000000
40.0,2,engagement_g00_d5.0,3076,2092,0.680104,106.760837,34.152361,36.152361,36.152361,0.000000,0.000000
40.0,2,engagement_g00_d10.0,3076,1734,0.563719,107.712693,46.992989,48.992989,48.992989,0.000000,0.000000
40.0,2,engagement_g05_d0.0,3076,2457,0.798765,105.649071,21.260330,23.260330,23.260330,0.000000,0.000000
40.0,2,engagement_g05_d0.25,3076,2402,0.780884,106.180474,23.265813,25.265813,25.265813,0.000000,0.000000
40.0,2,engagement_g05_d0.5,3076,2387,0.776008,106.083840,23.761952,25.761952,25.761952,0.000000,0.000000
40.0,2,engagement_g05_d1.0,3076,2343,0.761704,105.598717,25.163804,27.163804,27.163804,0.000000,0.000000
40.0,2,engagement_g05_d2.0,3076,2270,0.737971,105.799555,27.722510,29.722510,29.722510,0.000000,0.000000
40.0,2,engagement_g05_d5.0,3076,2092,0.680104,106.760837,34.152361,36.152361,36.152361,0.000000,0.000000
40.0,2,engagement_g05_d10.0,3076,1734,0.563719,107.712693,46.992989,48.992989,48.992989,0.000000,0.000000
40.0,2,oracle_a1,3076,2565,0.833875,42.602918,7.077403,9.077403,9.077403,0.000000,0.000000
40.0,3,static,2993,77,0.025727,94.901205,92.459711,94.459711,94.459711,0.000000,0.000000
40.0,3,nearest,2993,149,0.049783,92.089750,87.505262,89.505262,89.505262,0.000000,0.000000
40.0,3,naive_target_aware,2993,2372,0.792516,101.798285,21.121529,23.121529,23.121529,0.000000,0.000000
40.0,3,engagement_g00_d0.0,2993,2372,0.792516,101.798285,21.121529,23.121529,23.121529,0.000000,0.000000
40.0,3,engagement_g00_d0.25,2993,2329,0.778149,102.783099,22.802532,24.802532,24.802532,0.000000,0.000000
40.0,3,engagement_g00_d0.5,2993,2313,0.772803,103.236157,23.454924,25.454924,25.454924,0.000000,0.000000
40.0,3,engagement_g00_d1.0,2993,2285,0.763448,102.429054,24.229793,26.229793,26.229793,0.000000,0.000000
40.0,3,engagement_g00_d2.0,2993,2213,0.739392,102.572580,26.731244,28.731244,28.731244,0.000000,0.000000
40.0,3,engagement_g00_d5.0,2993,2013,0.672569,102.793975,33.657900,35.657900,35.657900,0.000000,0.000000
40.0,3,engagement_g00_d10.0,2993,1662,0.555296,104.402699,46.428330,48.428330,48.428330,0.000000,0.000000
40.0,3,engagement_g05_d0.0,2993,2365,0.790177,101.867899,21.374220,23.374220,23.374220,0.000000,0.000000
40.0,3,engagement_g05_d0.25,2993,2327,0.777481,102.901884,22.897646,24.897646,24.897646,0.000000,0.000000
40.0,3,engagement_g05_d0.5,2993,2312,0.772469,103.264969,23.495972,25.495972,25.495972,0.000000,0.000000
40.0,3,engagement_g05_d1.0,2993,2285,0.763448,102.429054,24.229793,26.229793,26.229793,0.000000,0.000000
40.0,3,engagement_g05_d2.0,2993,2213,0.739392,102.572580,26.731244,28.731244,28.731244,0.000000,0.000000
40.0,3,engagement_g05_d5.0,2993,2013,0.672569,102.793975,33.657900,35.657900,35.657900,0.000000,0.000000
40.0,3,engagement_g05_d10.0,2993,1662,0.555296,104.402699,46.428330,48.428330,48.428330,0.000000,0.000000
40.0,3,oracle_a1,2993,2500,0.835282,46.664034,7.686391,9.686391,9.686391,0.000000,0.000000
40.0,4,static,2947,128,0.043434,110.301094,105.510276,107.510276,107.510276,0.000000,0.000000
40.0,4,nearest,2947,227,0.077027,105.933224,97.773454,99.773454,99.773454,0.000000,0.000000
40.0,4,naive_target_aware,2947,2327,0.789617,100.445040,21.131973,23.131973,23.131973,0.000000,0.000000
40.0,4,engagement_g00_d0.0,2947,2327,0.789617,100.445040,21.131973,23.131973,23.131973,0.000000,0.000000
40.0,4,engagement_g00_d0.25,2947,2280,0.773668,100.849489,22.825453,24.825453,24.825453,0.000000,0.000000
40.0,4,engagement_g00_d0.5,2947,2269,0.769936,100.572291,23.138111,25.138111,25.138111,0.000000,0.000000
40.0,4,engagement_g00_d1.0,2947,2245,0.761792,100.597503,23.963165,25.963165,25.963165,0.000000,0.000000
40.0,4,engagement_g00_d2.0,2947,2199,0.746183,101.199270,25.686140,27.686140,27.686140,0.000000,0.000000
40.0,4,engagement_g00_d5.0,2947,1989,0.674924,101.348380,32.945961,34.945961,34.945961,0.000000,0.000000
40.0,4,engagement_g00_d10.0,2947,1651,0.560231,102.995270,45.294153,47.294153,47.294153,0.000000,0.000000
40.0,4,engagement_g05_d0.0,2947,2323,0.788259,100.532834,21.286898,23.286898,23.286898,0.000000,0.000000
40.0,4,engagement_g05_d0.25,2947,2280,0.773668,100.849489,22.825453,24.825453,24.825453,0.000000,0.000000
40.0,4,engagement_g05_d0.5,2947,2269,0.769936,100.572291,23.138111,25.138111,25.138111,0.000000,0.000000
40.0,4,engagement_g05_d1.0,2947,2245,0.761792,100.597503,23.963165,25.963165,25.963165,0.000000,0.000000
40.0,4,engagement_g05_d2.0,2947,2199,0.746183,101.199270,25.686140,27.686140,27.686140,0.000000,0.000000
40.0,4,engagement_g05_d5.0,2947,1989,0.674924,101.348380,32.945961,34.945961,34.945961,0.000000,0.000000
40.0,4,engagement_g05_d10.0,2947,1650,0.559891,102.954635,45.311219,47.311219,47.311219,0.000000,0.000000
40.0,4,oracle_a1,2947,2420,0.821174,41.155686,7.359704,9.359704,9.359704,0.000000,0.000000
40.0,5,static,2961,248,0.083755,106.153719,97.262762,99.262762,99.262762,0.000000,0.000000
40.0,5,nearest,2961,177,0.059777,97.985800,92.128493,94.128493,94.128493,0.000000,0.000000
40.0,5,naive_target_aware,2961,2308,0.779466,112.636763,24.840191,26.840191,26.840191,0.000000,0.000000
40.0,5,engagement_g00_d0.0,2961,2308,0.779466,112.636763,24.840191,26.840191,26.840191,0.000000,0.000000
40.0,5,engagement_g00_d0.25,2961,2258,0.762580,113.565068,26.962595,28.962595,28.962595,0.000000,0.000000
40.0,5,engagement_g00_d0.5,2961,2241,0.756839,113.395646,27.573409,29.573409,29.573409,0.000000,0.000000
40.0,5,engagement_g00_d1.0,2961,2210,0.746369,114.590412,29.063627,31.063627,31.063627,0.000000,0.000000
40.0,5,engagement_g00_d2.0,2961,2143,0.723742,115.113091,31.800915,33.800915,33.800915,0.000000,0.000000
40.0,5,engagement_g00_d5.0,2961,1937,0.654171,115.496008,39.941882,41.941882,41.941882,0.000000,0.000000
40.0,5,engagement_g00_d10.0,2961,1612,0.544411,115.636469,52.682741,54.682741,54.682741,0.000000,0.000000
40.0,5,engagement_g05_d0.0,2961,2296,0.775414,113.290314,25.443451,27.443451,27.443451,0.000000,0.000000
40.0,5,engagement_g05_d0.25,2961,2255,0.761567,114.443382,27.287075,29.287075,29.287075,0.000000,0.000000
40.0,5,engagement_g05_d0.5,2961,2238,0.755826,114.643609,27.993019,29.993019,29.993019,0.000000,0.000000
40.0,5,engagement_g05_d1.0,2961,2208,0.745694,114.942935,29.230675,31.230675,31.230675,0.000000,0.000000
40.0,5,engagement_g05_d2.0,2961,2143,0.723742,115.113091,31.800915,33.800915,33.800915,0.000000,0.000000
40.0,5,engagement_g05_d5.0,2961,1937,0.654171,115.496008,39.941882,41.941882,41.941882,0.000000,0.000000
40.0,5,engagement_g05_d10.0,2961,1612,0.544411,115.636469,52.682741,54.682741,54.682741,0.000000,0.000000
40.0,5,oracle_a1,2961,2398,0.809862,45.249041,8.603583,10.603583,10.603583,0.000000,0.000000
80.0,1,static,3072,133,0.043294,93.899001,89.833712,91.833712,91.833712,0.000000,0.000000
80.0,1,nearest,3072,298,0.097005,95.069708,85.847451,87.847451,87.847451,0.000000,0.000000
80.0,1,naive_target_aware,3072,2542,0.827474,93.492156,16.129832,18.129832,18.129832,0.000000,0.000000
80.0,1,engagement_g00_d0.0,3072,2542,0.827474,93.492156,16.129832,18.129832,18.129832,0.000000,0.000000
80.0,1,engagement_g00_d0.25,3072,2515,0.818685,93.165548,16.892321,18.892321,18.892321,0.000000,0.000000
80.0,1,engagement_g00_d0.5,3072,2507,0.816081,93.025071,17.109103,19.109103,19.109103,0.000000,0.000000
80.0,1,engagement_g00_d1.0,3072,2483,0.808268,92.081698,17.654987,19.654987,19.654987,0.000000,0.000000
80.0,1,engagement_g00_d2.0,3072,2446,0.796224,90.822856,18.507522,20.507522,20.507522,0.000000,0.000000
80.0,1,engagement_g00_d5.0,3072,2337,0.760742,89.531135,21.421024,23.421024,23.421024,0.000000,0.000000
80.0,1,engagement_g00_d10.0,3072,2166,0.705078,86.175758,25.415116,27.415116,27.415116,0.000000,0.000000
80.0,1,engagement_g05_d0.0,3072,2538,0.826172,93.256752,16.210646,18.210646,18.210646,0.000000,0.000000
80.0,1,engagement_g05_d0.25,3072,2515,0.818685,93.165548,16.892321,18.892321,18.892321,0.000000,0.000000
80.0,1,engagement_g05_d0.5,3072,2507,0.816081,93.025071,17.109103,19.109103,19.109103,0.000000,0.000000
80.0,1,engagement_g05_d1.0,3072,2483,0.808268,92.081698,17.654987,19.654987,19.654987,0.000000,0.000000
80.0,1,engagement_g05_d2.0,3072,2446,0.796224,90.822856,18.507522,20.507522,20.507522,0.000000,0.000000
80.0,1,engagement_g05_d5.0,3072,2337,0.760742,89.531135,21.421024,23.421024,23.421024,0.000000,0.000000
80.0,1,engagement_g05_d10.0,3072,2166,0.705078,86.175758,25.415116,27.415116,27.415116,0.000000,0.000000
80.0,1,oracle_a1,3072,2552,0.830729,41.951373,7.101144,9.101144,9.101144,0.000000,0.000000
80.0,2,static,3076,161,0.052341,86.853181,82.307225,84.307225,84.307225,0.000000,0.000000
80.0,2,nearest,3076,174,0.056567,82.321069,77.664415,79.664415,79.664415,0.000000,0.000000
80.0,2,naive_target_aware,3076,2563,0.833225,107.034095,17.850615,19.850615,19.850615,0.000000,0.000000
80.0,2,engagement_g00_d0.0,3076,2563,0.833225,107.034095,17.850615,19.850615,19.850615,0.000000,0.000000
80.0,2,engagement_g00_d0.25,3076,2530,0.822497,106.918309,18.978347,20.978347,20.978347,0.000000,0.000000
80.0,2,engagement_g00_d0.5,3076,2520,0.819246,106.305022,19.215082,21.215082,21.215082,0.000000,0.000000
80.0,2,engagement_g00_d1.0,3076,2499,0.812419,106.147428,19.911270,21.911270,21.911270,0.000000,0.000000
80.0,2,engagement_g00_d2.0,3076,2460,0.799740,105.083772,21.044084,23.044084,23.044084,0.000000,0.000000
80.0,2,engagement_g00_d5.0,3076,2369,0.770156,103.570291,23.805005,25.805005,25.805005,0.000000,0.000000
