phase_duration,seed,policy_id,total_requests,mean_latency_ms,p95_latency_ms,migration_count,max_requests_per_peer,request_imbalance
20.0,5,engagement_g05_d1.0,2961,39.091291,173.351378,75,193,1.303614
20.0,5,engagement_g05_d2.0,2961,44.060011,179.235817,74,193,1.303614
20.0,5,engagement_g05_d5.0,2961,58.474081,187.323161,74,206,1.391422
20.0,5,engagement_g05_d10.0,2961,81.686087,196.075920,74,224,1.513002
20.0,5,oracle_a1,2961,10.508772,59.610981,510,201,1.357649
40.0,1,static,3072,92.370304,192.868599,0,1224,7.968750
40.0,1,nearest,3072,93.666509,192.868599,25,629,4.095052
40.0,1,naive_target_aware,3072,20.928871,133.725493,40,280,1.822917
40.0,1,engagement_g00_d0.0,3072,20.928871,133.725493,40,280,1.822917
40.0,1,engagement_g00_d0.25,3072,22.426538,138.514290,40,275,1.790365
40.0,1,engagement_g00_d0.5,3072,22.935643,139.000557,40,273,1.777344
40.0,1,engagement_g00_d1.0,3072,24.002503,145.199987,40,273,1.777344
40.0,1,engagement_g00_d2.0,3072,25.897703,146.764870,40,271,1.764323
40.0,1,engagement_g00_d5.0,3072,31.657719,147.904841,40,265,1.725260
40.0,1,engagement_g00_d10.0,3072,39.911936,153.851089,40,268,1.744792
40.0,1,engagement_g05_d0.0,3072,21.133062,134.261060,40,276,1.796875
40.0,1,engagement_g05_d0.25,3072,22.437757,138.514290,40,274,1.783854
40.0,1,engagement_g05_d0.5,3072,22.946863,139.000557,40,272,1.770833
40.0,1,engagement_g05_d1.0,3072,24.002503,145.199987,40,273,1.777344
40.0,1,engagement_g05_d2.0,3072,25.897703,146.764870,40,271,1.764323
40.0,1,engagement_g05_d5.0,3072,31.657719,147.904841,40,265,1.725260
40.0,1,engagement_g05_d10.0,3072,39.911936,153.851089,40,268,1.744792
40.0,1,oracle_a1,3072,8.897347,53.510538,487,270,1.757812
40.0,2,static,3076,86.196020,172.127831,0,1260,8.192458
40.0,2,nearest,3076,81.475655,162.297660,5,1206,7.841352
40.0,2,naive_target_aware,3076,23.134236,151.513833,42,263,1.710013
40.0,2,engagement_g00_d0.0,3076,23.134236,151.513833,42,263,1.710013
40.0,2,engagement_g00_d0.25,3076,25.265813,155.470547,40,264,1.716515
40.0,2,engagement_g00_d0.5,3076,25.761952,156.682045,40,266,1.729519
40.0,2,engagement_g00_d1.0,3076,27.163804,158.101896,40,268,1.742523
40.0,2,engagement_g00_d2.0,3076,29.722510,170.739348,40,268,1.742523
40.0,2,engagement_g00_d5.0,3076,36.152361,174.628056,40,270,1.755527
40.0,2,engagement_g00_d10.0,3076,48.992989,180.747818,40,270,1.755527
40.0,2,engagement_g05_d0.0,3076,23.260330,151.513833,42,263,1.710013
40.0,2,engagement_g05_d0.25,3076,25.265813,155.470547,40,264,1.716515
40.0,2,engagement_g05_d0.5,3076,25.761952,156.682045,40,266,1.729519
40.0,2,engagement_g05_d1.0,3076,27.163804,158.101896,40,268,1.742523
40.0,2,engagement_g05_d2.0,3076,29.722510,170.739348,40,268,1.742523
40.0,2,engagement_g05_d5.0,3076,36.152361,174.628056,40,270,1.755527
40.0,2,engagement_g05_d10.0,3076,48.992989,180.747818,40,270,1.755527
40.0,2,oracle_a1,3076,9.077403,59.673668,471,269,1.749025
40.0,3,static,2993,94.459711,162.880948,0,620,4.143000
40.0,3,nearest,2993,89.505262,175.873447,5,1175,7.851654
40.0,3,naive_target_aware,2993,23.121529,148.561919,43,224,1.496826
40.0,3,engagement_g00_d0.0,2993,23.121529,148.561919,43,224,1.496826
40.0,3,engagement_g00_d0.25,2993,24.802532,151.065174,41,225,1.503508
40.0,3,engagement_g00_d0.5,2993,25.454924,152.092116,40,226,1.510190
40.0,3,engagement_g00_d1.0,2993,26.229793,154.278907,40,225,1.503508
40.0,3,engagement_g00_d2.0,2993,28.731244,156.274024,40,224,1.496826
40.0,3,engagement_g00_d5.0,2993,35.657900,158.560412,40,235,1.570331
40.0,3,engagement_g00_d10.0,2993,48.428330,166.981161,40,249,1.663882
40.0,3,engagement_g05_d0.0,2993,23.374220,148.960661,43,222,1.483461
40.0,3,engagement_g05_d0.25,2993,24.897646,151.065174,41,224,1.496826
40.0,3,engagement_g05_d0.5,2993,25.495972,152.092116,40,225,1.503508
40.0,3,engagement_g05_d1.0,2993,26.229793,154.278907,40,225,1.503508
40.0,3,engagement_g05_d2.0,2993,28.731244,156.274024,40,224,1.496826
40.0,3,engagement_g05_d5.0,2993,35.657900,158.560412,40,235,1.570331
40.0,3,engagement_g05_d10.0,2993,48.428330,166.981161,40,249,1.663882
40.0,3,oracle_a1,2993,9.686391,55.968824,437,199,1.329769
40.0,4,static,2947,107.510276,194.177976,0,606,4.112657
40.0,4,nearest,2947,99.773454,179.626370,4,606,4.112657
40.0,4,naive_target_aware,2947,23.131973,143.911750,40,342,2.321004
40.0,4,engagement_g00_d0.0,2947,23.131973,143.911750,40,342,2.321004
40.0,4,engagement_g00_d0.25,2947,24.825453,143.911750,40,343,2.327791
40.0,4,engagement_g00_d0.5,2947,25.138111,143.911750,40,342,2.321004
40.0,4,engagement_g00_d1.0,2947,25.963165,146.086213,40,343,2.327791
40.0,4,engagement_g00_d2.0,2947,27.686140,152.138816,40,342,2.321004
40.0,4,engagement_g00_d5.0,2947,34.945961,165.773660,40,329,2.232779
40.0,4,engagement_g00_d10.0,2947,47.294153,168.302374,40,337,2.287072
40.0,4,engagement_g05_d0.0,2947,23.286898,143.911750,40,343,2.327791
40.0,4,engagement_g05_d0.25,2947,24.825453,143.911750,40,343,2.327791
40.0,4,engagement_g05_d0.5,2947,25.138111,143.911750,40,342,2.321004
40.0,4,engagement_g05_d1.0,2947,25.963165,146.086213,40,343,2.327791
40.0,4,engagement_g05_d2.0,2947,27.686140,152.138816,40,342,2.321004
40.0,4,engagement_g05_d5.0,2947,34.945961,165.773660,40,329,2.232779
40.0,4,engagement_g05_d10.0,2947,47.311219,168.302374,40,337,2.287072
40.0,4,oracle_a1,2947,9.359704,52.291355,498,323,2.192060
40.0,5,static,2961,99.262762,196.075920,0,1225,8.274232
40.0,5,nearest,2961,94.128493,185.158119,6,626,4.228301
40.0,5,naive_target_aware,2961,26.840191,161.395104,42,261,1.762918
40.0,5,engagement_g00_d0.0,2961,26.840191,161.395104,42,261,1.762918
40.0,5,engagement_g00_d0.25,2961,28.962595,167.028707,41,261,1.762918
40.0,5,engagement_g00_d0.5,2961,29.573409,171.228815,41,262,1.769672
40.0,5,engagement_g00_d1.0,2961,31.063627,173.351378,40,268,1.810199
40.0,5,engagement_g00_d2.0,2961,33.800915,173.351378,39,272,1.837217
40.0,5,engagement_g00_d5.0,2961,41.941882,180.936103,39,269,1.816954
40.0,5,engagement_g00_d10.0,2961,54.682741,187.323161,39,273,1.843972
40.0,5,engagement_g05_d0.0,2961,27.443451,163.495759,41,262,1.769672
40.0,5,engagement_g05_d0.25,2961,29.287075,171.228815,40,261,1.762918
40.0,5,engagement_g05_d0.5,2961,29.993019,171.860079,40,262,1.769672
40.0,5,engagement_g05_d1.0,2961,31.230675,173.351378,40,268,1.810199
40.0,5,engagement_g05_d2.0,2961,33.800915,173.351378,39,272,1.837217
40.0,5,engagement_g05_d5.0,2961,41.941882,180.936103,39,269,1.816954
40.0,5,engagement_g05_d10.0,2961,54.682741,187.323161,39,273,1.843972
40.0,5,oracle_a1,2961,10.603583,57.980755,519,239,1.614319
80.0,1,static,3072,91.833712,180.024820,0,1224,7.968750
80.0,1,nearest,3072,87.847451,192.868599,25,629,4.095052
80.0,1,naive_target_aware,3072,18.129832,121.874925,20,332,2.161458
80.0,1,engagement_g00_d0.0,3072,18.129832,121.874925,20,332,2.161458
80.0,1,engagement_g00_d0.25,3072,18.892321,123.690460,20,331,2.154948
80.0,1,engagement_g00_d0.5,3072,19.109103,123.690460,20,330,2.148438
80.0,1,engagement_g00_d1.0,3072,19.654987,127.947755,20,327,2.128906
80.0,1,engagement_g00_d2.0,3072,20.507522,128.522042,20,321,2.089844
80.0,1,engagement_g00_d5.0,3072,23.421024,138.514290,20,320,2.083333
80.0,1,engagement_g00_d10.0,3072,27.415116,138.514290,20,313,2.037760
80.0,1,engagement_g05_d0.0,3072,18.210646,121.874925,20,333,2.167969
80.0,1,engagement_g05_d0.25,3072,18.892321,123.690460,20,331,2.154948
80.0,1,engagement_g05_d0.5,3072,19.109103,123.690460,20,330,2.148438
80.0,1,engagement_g05_d1.0,3072,19.654987,127.947755,20,327,2.128906
80.0,1,engagement_g05_d2.0,3072,20.507522,128.522042,20,321,2.089844
80.0,1,engagement_g05_d5.0,3072,23.421024,138.514290,20,320,2.083333
80.0,1,engagement_g05_d10.0,3072,27.415116,138.514290,20,313,2.037760
80.0,1,oracle_a1,3072,9.101144,57.081334,511,316,2.057292
80.0,2,static,3076,84.307225,172.127831,0,1260,8.192458
80.0,2,nearest,3076,79.664415,188.329955,5,1206,7.841352
80.0,2,naive_target_aware,3076,19.850615,152.391507,22,324,2.106632
80.0,2,engagement_g00_d0.0,3076,19.850615,152.391507,22,324,2.106632
80.0,2,engagement_g00_d0.25,3076,20.978347,155.470547,20,320,2.080624
80.0,2,engagement_g00_d0.5,3076,21.215082,155.679749,20,320,2.080624
80.0,2,engagement_g00_d1.0,3076,21.911270,156.307355,20,321,2.087126
80.0,2,engagement_g00_d2.0,3076,23.044084,156.994171,20,322,2.093628
80.0,2,engagement_g00_d5.0,3076,25.805005,167.475249,20,319,2.074122
80.0,2,engagement_g00_d10.0,3076,31.825855,174.628056,20,327,2.126138
80.0,2,engagement_g05_d0.0,3076,19.862941,152.391507,22,324,2.106632
80.0,2,engagement_g05_d0.25,3076,20.978347,155.470547,20,320,2.080624
80.0,2,engagement_g05_d0.5,3076,21.215082,155.679749,20,320,2.080624
80.0,2,engagement_g05_d1.0,3076,21.911270,156.307355,20,321,2.087126
80.0,2,engagement_g05_d2.0,3076,23.044084,156.994171,20,322,2.093628
80.0,2,engagement_g05_d5.0,3076,25.805005,167.475249,20,319,2.074122
80.0,2,engagement_g05_d10.0,3076,31.825855,174.628056,20,327,2.126138
80.0,2,oracle_a1,3076,8.989661,54.586027,490,318,2.067620
80.0,3,static,2993,100.472868,181.307470,0,620,4.143000
80.0,3,nearest,2993,82.017872,175.873447,5,1175,7.851654
80.0,3,naive_target_aware,2993,19.256482,144.132465,23,312,2.084865
80.0,3,engagement_g00_d0.0,2993,19.256482,144.132465,23,312,2.084865
80.0,3,engagement_g00_d0.25,2993,20.208717,146.167239,21,313,2.091547
80.0,3,engagement_g00_d0.5,2993,20.466480,146.167239,20,311,2.078182
80.0,3,engagement_g00_d1.0,2993,21.003775,147.456965,20,312,2.084865
80.0,3,engagement_g00_d2.0,2993,22.659447,148.960661,20,317,2.118276
80.0,3,engagement_g00_d5.0,2993,26.131690,151.858400,20,324,2.165052
80.0,3,engagement_g00_d10.0,2993,32.081247,156.274024,20,337,2.251921
80.0,3,engagement_g05_d0.0,2993,19.339588,144.132465,23,312,2.084865
80.0,3,engagement_g05_d0.25,2993,20.300726,146.167239,21,313,2.091547
80.0,3,engagement_g05_d0.5,2993,20.502537,146.167239,20,311,2.078182
80.0,3,engagement_g05_d1.0,2993,21.003775,147.456965,20,312,2.084865
80.0,3,engagement_g05_d2.0,2993,22.659447,148.960661,20,317,2.118276
80.0,3,engagement_g05_d5.0,2993,26.131690,151.858400,20,324,2.165052
80.0,3,engagement_g05_d10.0,2993,32.081247,156.274024,20,337,2.251921
80.0,3,oracle_a1,2993,8.944555,53.981879,443,286,1.911126
80.0,4,static,2947,115.359832,194.033808,0,606,4.112657
80.0,4,nearest,2947,107.212999,179.626370,4,606,4.112657
80.0,4,naive_target_aware,2947,20.200038,139.376466,20,320,2.171700
80.0,4,engagement_g00_d0.0,2947,20.200038,139.376466,20,320,2.171700
80.0,4,engagement_g00_d0.25,2947,21.085942,140.598380,20,320,2.171700
80.0,4,engagement_g00_d0.5,2947,21.227751,140.880009,20,318,2.158127
80.0,4,engagement_g00_d1.0,2947,21.439181,140.880009,20,319,2.164913
80.0,4,engagement_g00_d2.0,2947,22.266247,141.283151,20,319,2.164913
80.0,4,engagement_g00_d5.0,2947,25.993542,152.772788,20,322,2.185273
80.0,4,engagement_g00_d10.0,2947,31.601027,162.787651,20,326,2.212419
80.0,4,engagement_g05_d0.0,2947,20.345476,139.376466,20,319,2.164913
80.0,4,engagement_g05_d0.25,2947,21.085942,140.598380,20,320,2.171700
80.0,4,engagement_g05_d0.5,2947,21.227751,140.880009,20,318,2.158127
80.0,4,engagement_g05_d1.0,2947,21.439181,140.880009,20,319,2.164913
80.0,4,engagement_g05_d2.0,2947,22.266247,141.283151,20,319,2.164913
80.0,4,engagement_g05_d5.0,2947,25.993542,152.772788,20,322,2.185273
80.0,4,engagement_g05_d10.0,2947,31.646315,162.787651,20,326,2.212419
80.0,4,oracle_a1,2947,9.565237,59.353231,473,293,1.988463
80.0,5,static,2961,89.099401,187.323161,0,1225,8.274232
80.0,5,nearest,2961,98.897924,185.158119,6,626,4.228301
80.0,5,naive_target_aware,2961,22.815508,158.596394,22,349,2.357312
80.0,5,engagement_g00_d0.0,2961,22.815508,158.596394,22,349,2.357312
80.0,5,engagement_g00_d0.25,2961,23.602968,158.997325,21,347,2.343803
80.0,5,engagement_g00_d0.5,2961,24.027402,158.997325,21,347,2.343803
80.0,5,engagement_g00_d1.0,2961,25.003246,159.109671,20,347,2.343803
80.0,5,engagement_g00_d2.0,2961,26.464354,163.495759,19,345,2.330294
80.0,5,engagement_g00_d5.0,2961,29.992486,171.860079,19,340,2.296521
80.0,5,engagement_g00_d10.0,2961,36.491110,180.936103,19,338,2.283012
80.0,5,engagement_g05_d0.0,2961,23.150597,158.997325,21,350,2.364066
80.0,5,engagement_g05_d0.25,2961,23.745663,158.997325,20,347,2.343803
80.0,5,engagement_g05_d0.5,2961,24.265226,159.036879,20,347,2.343803
80.0,5,engagement_g05_d1.0,2961,25.003246,159.109671,20,347,2.343803
80.0,5,engagement_g05_d2.0,2961,26.464354,163.495759,19,345,2.330294
80.0,5,engagement_g05_d5.0,2961,29.992486,171.860079,19,340,2.296521
80.0,5,engagement_g05_d10.0,2961,36.491110,180.936103,19,338,2.283012
80.0,5,oracle_a1,2961,10.937426,62.930855,446,270,1.823708
